segment;pas;paire;succes;attendu
S019;492;alpha->epsilon;1;0.8878390734532154
S019;514;alpha->epsilon;1;0.8878390734532154
S019;523;alpha->epsilon;1;0.7378345498783455
S019;525;alpha->epsilon;1;0.8878390734532154
S019;552;alpha->epsilon;1;0.7254842615012107
S019;555;alpha->epsilon;1;0.7254842615012107
S019;557;alpha->epsilon;1;0.7789125863622709
S019;566;alpha->epsilon;0;0.8264908600539407
S019;594;alpha->epsilon;1;0.7789125863622709
S019;638;alpha->epsilon;1;0.8264908600539407
S019;661;alpha->epsilon;1;0.8264908600539407
S019;723;alpha->epsilon;1;0.8072066522944257
S019;725;alpha->epsilon;1;0.8072066522944257
S019;737;alpha->epsilon;1;0.8072066522944257
S019;739;alpha->epsilon;1;0.8878390734532154
S019;766;alpha->epsilon;1;0.8878390734532154
S019;769;alpha->epsilon;1;0.848316342292246
S019;771;alpha->epsilon;1;0.848316342292246
S019;820;alpha->epsilon;1;0.7378345498783455
S019;826;alpha->epsilon;1;0.8072066522944257
S019;833;alpha->epsilon;1;0.848316342292246
S019;872;alpha->epsilon;1;0.883030303030303
S019;881;alpha->epsilon;1;0.8264908600539407
S019;930;alpha->epsilon;1;0.8072066522944257
S019;933;alpha->epsilon;1;0.8072066522944257
S019;937;alpha->epsilon;1;0.848316342292246
S019;962;alpha->epsilon;1;0.848316342292246
S019;1007;alpha->epsilon;1;0.8072066522944257
S019;1009;alpha->epsilon;1;0.8878390734532154
S019;1043;alpha->epsilon;1;0.7254842615012107
S019;1048;alpha->epsilon;1;0.8264908600539407
S019;1081;alpha->epsilon;1;0.7378345498783455
S019;1122;alpha->epsilon;1;0.7254842615012107
S019;1136;alpha->epsilon;1;0.883030303030303
S019;1144;alpha->epsilon;1;0.8264908600539407
S019;1188;alpha->epsilon;1;0.8264908600539407
S019;1337;alpha->epsilon;1;0.8878390734532154
S019;1353;alpha->epsilon;1;0.7789125863622709
S019;1364;alpha->epsilon;1;0.8264908600539407
S020;41;alpha->epsilon;1;0.7789125863622709
S020;71;alpha->epsilon;1;0.848316342292246
S020;76;alpha->epsilon;1;0.8072066522944257
S020;113;alpha->epsilon;1;0.7789125863622709
S020;116;alpha->epsilon;1;0.8264908600539407
S020;143;alpha->epsilon;0;0.8072066522944257
S020;153;alpha->epsilon;0;0.7378345498783455
S020;165;alpha->epsilon;0;0.848316342292246
S020;168;alpha->epsilon;1;0.848316342292246
S020;192;alpha->epsilon;1;0.8072066522944257
S020;254;alpha->epsilon;1;0.8264908600539407
S020;271;alpha->epsilon;1;0.7789125863622709
S020;316;alpha->epsilon;1;0.883030303030303
S020;325;alpha->epsilon;1;0.883030303030303
S020;344;alpha->epsilon;1;0.883030303030303
S020;351;alpha->epsilon;1;0.883030303030303
S020;374;alpha->epsilon;1;0.8072066522944257
S020;385;alpha->epsilon;1;0.7378345498783455
S020;413;alpha->epsilon;1;0.7254842615012107
S020;423;alpha->epsilon;1;0.7254842615012107
S020;426;alpha->epsilon;1;0.7789125863622709
S020;438;alpha->epsilon;1;0.883030303030303
S020;479;alpha->epsilon;0;0.7789125863622709
S020;486;alpha->epsilon;0;0.7254842615012107
S020;489;alpha->epsilon;0;0.7254842615012107
S020;494;alpha->epsilon;0;0.7789125863622709
S020;545;alpha->epsilon;1;0.7789125863622709
S020;552;alpha->epsilon;1;0.7254842615012107
S020;576;alpha->epsilon;0;0.8878390734532154
S020;633;alpha->epsilon;1;0.848316342292246
S020;639;alpha->epsilon;1;0.8072066522944257
S020;643;alpha->epsilon;1;0.8072066522944257
S020;645;alpha->epsilon;1;0.848316342292246
S020;663;alpha->epsilon;1;0.883030303030303
S020;671;alpha->epsilon;1;0.883030303030303
S020;676;alpha->epsilon;1;0.8264908600539407
S020;702;alpha->epsilon;1;0.883030303030303
S020;770;alpha->epsilon;1;0.8264908600539407
S020;778;alpha->epsilon;1;0.7789125863622709
S020;780;alpha->epsilon;1;0.8264908600539407
S020;785;alpha->epsilon;1;0.7789125863622709
S020;819;alpha->epsilon;1;0.8264908600539407
S020;849;alpha->epsilon;1;0.848316342292246
S020;851;alpha->epsilon;1;0.848316342292246
S020;854;alpha->epsilon;1;0.8072066522944257
S020;885;alpha->epsilon;1;0.883030303030303
S020;971;alpha->epsilon;0;0.8072066522944257
S020;978;alpha->epsilon;1;0.7378345498783455
S020;1036;alpha->epsilon;1;0.7254842615012107
S020;1040;alpha->epsilon;1;0.7789125863622709
S020;1046;alpha->epsilon;1;0.7789125863622709
S020;1088;alpha->epsilon;1;0.7789125863622709
S020;1099;alpha->epsilon;1;0.8264908600539407
S020;1134;alpha->epsilon;1;0.8264908600539407
S020;1138;alpha->epsilon;1;0.7789125863622709
S020;1153;alpha->epsilon;1;0.883030303030303
S020;1170;alpha->epsilon;0;0.848316342292246
S020;1174;alpha->epsilon;0;0.8072066522944257
S020;1225;alpha->epsilon;0;0.6817095038852361
S021;16;alpha->epsilon;1;0.8072066522944257
S021;45;alpha->epsilon;1;0.7789125863622709
S021;50;alpha->epsilon;1;0.7254842615012107
S021;63;alpha->epsilon;1;0.883030303030303
S021;66;alpha->epsilon;1;0.883030303030303
S021;111;alpha->epsilon;1;0.7378345498783455
S021;139;alpha->epsilon;1;0.7254842615012107
S021;141;alpha->epsilon;1;0.6683046683046683
S021;153;alpha->epsilon;1;0.7789125863622709
S021;208;alpha->epsilon;0;0.7254842615012107
S021;218;alpha->epsilon;1;0.7254842615012107
S021;228;alpha->epsilon;1;0.883030303030303
S021;234;alpha->epsilon;1;0.883030303030303
S021;259;alpha->epsilon;0;0.7789125863622709
S021;264;alpha->epsilon;0;0.8264908600539407
S021;271;alpha->epsilon;1;0.7254842615012107
S021;278;alpha->epsilon;1;0.8264908600539407
S021;321;alpha->epsilon;1;0.7378345498783455
S021;340;alpha->epsilon;1;0.8878390734532154
S021;347;alpha->epsilon;1;0.883030303030303
S021;378;alpha->epsilon;1;0.7254842615012107
S021;406;alpha->epsilon;1;0.8072066522944257
S021;464;alpha->epsilon;1;0.8878390734532154
S021;466;alpha->epsilon;1;0.8072066522944257
S021;510;alpha->epsilon;0;0.7378345498783455
S021;514;alpha->epsilon;1;0.8072066522944257
S021;521;alpha->epsilon;1;0.7378345498783455
S021;525;alpha->epsilon;1;0.8072066522944257
S021;537;alpha->epsilon;1;0.848316342292246
S021;560;alpha->epsilon;1;0.883030303030303
S021;564;alpha->epsilon;1;0.8264908600539407
S021;584;alpha->epsilon;0;0.7789125863622709
S021;588;alpha->epsilon;0;0.7789125863622709
S021;595;alpha->epsilon;0;0.7789125863622709
S021;637;alpha->epsilon;1;0.8264908600539407
S021;656;alpha->epsilon;1;0.7789125863622709
S021;678;alpha->epsilon;1;0.8878390734532154
S021;688;alpha->epsilon;1;0.848316342292246
S021;735;alpha->epsilon;1;0.7789125863622709
S021;789;alpha->epsilon;1;0.848316342292246
S021;802;alpha->epsilon;1;0.883030303030303
S021;894;alpha->epsilon;1;0.7254842615012107
S021;925;alpha->epsilon;1;0.8072066522944257
S021;934;alpha->epsilon;1;0.8072066522944257
S021;938;alpha->epsilon;1;0.8072066522944257
S021;1027;alpha->epsilon;1;0.7789125863622709
S021;1045;alpha->epsilon;1;0.8878390734532154
S021;1056;alpha->epsilon;1;0.8072066522944257
S021;1066;alpha->epsilon;1;0.8878390734532154
S021;1094;alpha->epsilon;1;0.7254842615012107
S021;1103;alpha->epsilon;1;0.883030303030303
S021;1138;alpha->epsilon;1;0.8072066522944257
S021;1140;alpha->epsilon;1;0.8072066522944257
S021;1147;alpha->epsilon;1;0.848316342292246
S021;1170;alpha->epsilon;1;0.883030303030303
S021;1183;alpha->epsilon;1;0.8264908600539407
S021;1190;alpha->epsilon;1;0.883030303030303
S021;1212;alpha->epsilon;1;0.848316342292246
S021;1239;alpha->epsilon;1;0.8264908600539407
S021;1242;alpha->epsilon;1;0.8264908600539407
S021;1253;alpha->epsilon;1;0.8264908600539407
S021;1350;alpha->epsilon;1;0.7378345498783455
S021;1356;alpha->epsilon;1;0.848316342292246
S021;1369;alpha->epsilon;1;0.8878390734532154
S022;60;alpha->epsilon;1;0.8878390734532154
S022;86;alpha->epsilon;1;0.7789125863622709
S022;89;alpha->epsilon;1;0.7789125863622709
S022;153;alpha->epsilon;1;0.7378345498783455
S022;178;alpha->epsilon;1;0.883030303030303
S022;216;alpha->epsilon;1;0.8072066522944257
S022;221;alpha->epsilon;1;0.848316342292246
S022;226;alpha->epsilon;1;0.8072066522944257
S022;229;alpha->epsilon;1;0.8072066522944257
S022;241;alpha->epsilon;1;0.848316342292246
S022;248;alpha->epsilon;1;0.8878390734532154
S022;289;alpha->epsilon;1;0.8878390734532154
S022;299;alpha->epsilon;1;0.7378345498783455
S022;302;alpha->epsilon;1;0.8072066522944257
S022;304;alpha->epsilon;1;0.848316342292246
S022;317;alpha->epsilon;1;0.8878390734532154
S022;322;alpha->epsilon;1;0.848316342292246
S022;363;alpha->epsilon;1;0.8072066522944257
S022;374;alpha->epsilon;1;0.8072066522944257
S022;404;alpha->epsilon;1;0.7254842615012107
S022;410;alpha->epsilon;1;0.7254842615012107
S022;424;alpha->epsilon;1;0.883030303030303
S022;449;alpha->epsilon;1;0.8072066522944257
S022;459;alpha->epsilon;1;0.848316342292246
S022;474;alpha->epsilon;0;0.8264908600539407
S022;497;alpha->epsilon;1;0.7254842615012107
S022;501;alpha->epsilon;1;0.7254842615012107
S022;514;alpha->epsilon;1;0.7789125863622709
S022;516;alpha->epsilon;1;0.8264908600539407
S022;522;alpha->epsilon;1;0.8878390734532154
S022;585;alpha->epsilon;1;0.883030303030303
S022;602;alpha->epsilon;1;0.8878390734532154
S022;636;alpha->epsilon;1;0.7789125863622709
S022;666;alpha->epsilon;1;0.7378345498783455
S022;705;alpha->epsilon;1;0.7378345498783455
S022;710;alpha->epsilon;1;0.7378345498783455
S022;725;alpha->epsilon;1;0.8072066522944257
S022;772;alpha->epsilon;1;0.7378345498783455
S022;826;alpha->epsilon;1;0.8072066522944257
S022;828;alpha->epsilon;1;0.8072066522944257
S022;831;alpha->epsilon;1;0.8072066522944257
S022;847;alpha->epsilon;1;0.883030303030303
S022;851;alpha->epsilon;1;0.8264908600539407
S022;861;alpha->epsilon;1;0.7789125863622709
S022;866;alpha->epsilon;1;0.8264908600539407
S022;872;alpha->epsilon;1;0.883030303030303
S022;890;alpha->epsilon;0;0.8878390734532154
S022;901;alpha->epsilon;1;0.848316342292246
S022;918;alpha->epsilon;1;0.7378345498783455
S022;922;alpha->epsilon;1;0.7378345498783455
S022;976;alpha->epsilon;0;0.7254842615012107
S022;992;alpha->epsilon;1;0.7254842615012107
S022;1002;alpha->epsilon;1;0.8264908600539407
S022;1011;alpha->epsilon;1;0.7789125863622709
S022;1080;alpha->epsilon;1;0.848316342292246
S022;1085;alpha->epsilon;1;0.8878390734532154
S022;1135;alpha->epsilon;1;0.7254842615012107
S022;1161;alpha->epsilon;1;0.848316342292246
S022;1184;alpha->epsilon;1;0.883030303030303
S022;1210;alpha->epsilon;1;0.8072066522944257
S022;1214;alpha->epsilon;1;0.848316342292246
S022;1252;alpha->epsilon;1;0.7789125863622709
S022;1357;alpha->epsilon;0;0.8264908600539407
S022;1385;alpha->epsilon;1;0.7789125863622709
S022;1389;alpha->epsilon;1;0.8264908600539407
S022;1402;alpha->epsilon;1;0.883030303030303
S023;5;alpha->epsilon;1;0.8072066522944257
S023;39;alpha->epsilon;1;0.8878390734532154
S023;48;alpha->epsilon;1;0.8072066522944257
S023;63;alpha->epsilon;1;0.848316342292246
S023;65;alpha->epsilon;1;0.8878390734532154
S023;69;alpha->epsilon;1;0.8878390734532154
S023;71;alpha->epsilon;1;0.8072066522944257
S023;125;alpha->epsilon;0;0.7254842615012107
S023;150;alpha->epsilon;1;0.8264908600539407
S023;153;alpha->epsilon;1;0.8264908600539407
S023;178;alpha->epsilon;1;0.848316342292246
S023;183;alpha->epsilon;1;0.8072066522944257
S023;187;alpha->epsilon;1;0.848316342292246
S023;214;alpha->epsilon;1;0.7789125863622709
S023;228;alpha->epsilon;1;0.7789125863622709
S023;235;alpha->epsilon;1;0.7789125863622709
S023;254;alpha->epsilon;1;0.8878390734532154
S023;307;alpha->epsilon;0;0.883030303030303
S023;334;alpha->epsilon;1;0.7254842615012107
S023;347;alpha->epsilon;1;0.883030303030303
S023;365;alpha->epsilon;1;0.848316342292246
S023;392;alpha->epsilon;1;0.7789125863622709
S023;394;alpha->epsilon;1;0.8264908600539407
S023;420;alpha->epsilon;1;0.7378345498783455
S023;427;alpha->epsilon;1;0.8072066522944257
S023;466;alpha->epsilon;1;0.7254842615012107
S023;472;alpha->epsilon;1;0.7254842615012107
S023;482;alpha->epsilon;1;0.883030303030303
S023;551;alpha->epsilon;1;0.7378345498783455
S023;561;alpha->epsilon;1;0.7378345498783455
S023;587;alpha->epsilon;1;0.7254842615012107
S023;594;alpha->epsilon;1;0.8264908600539407
S023;597;alpha->epsilon;1;0.7789125863622709
S023;623;alpha->epsilon;1;0.8072066522944257
S023;641;alpha->epsilon;1;0.848316342292246
S023;662;alpha->epsilon;1;0.883030303030303
S023;668;alpha->epsilon;1;0.8264908600539407
S023;678;alpha->epsilon;1;0.883030303030303
S023;725;alpha->epsilon;0;0.7378345498783455
S023;728;alpha->epsilon;0;0.7378345498783455
S023;731;alpha->epsilon;0;0.7378345498783455
S023;745;alpha->epsilon;0;0.848316342292246
S023;790;alpha->epsilon;1;0.8072066522944257
S023;819;alpha->epsilon;1;0.7789125863622709
S023;823;alpha->epsilon;1;0.8264908600539407
S023;832;alpha->epsilon;1;0.7789125863622709
S023;835;alpha->epsilon;1;0.8264908600539407
S023;857;alpha->epsilon;1;0.848316342292246
S023;889;alpha->epsilon;1;0.7789125863622709
S023;897;alpha->epsilon;1;0.883030303030303
S023;907;alpha->epsilon;0;0.8264908600539407
S023;933;alpha->epsilon;1;0.7254842615012107
S023;953;alpha->epsilon;1;0.883030303030303
S023;1006;alpha->epsilon;1;0.8264908600539407
S023;1008;alpha->epsilon;1;0.7254842615012107
S023;1018;alpha->epsilon;1;0.7789125863622709
S023;1119;alpha->epsilon;1;0.7378345498783455
S023;1190;alpha->epsilon;1;0.7254842615012107
S023;1249;alpha->epsilon;1;0.7378345498783455
S023;1251;alpha->epsilon;1;0.7378345498783455
S023;1324;alpha->epsilon;1;0.8878390734532154
S023;1342;alpha->epsilon;1;0.848316342292246
S023;1376;alpha->epsilon;1;0.7789125863622709
S023;1381;alpha->epsilon;1;0.7789125863622709
S023;1386;alpha->epsilon;1;0.7789125863622709
S023;1394;alpha->epsilon;0;0.8264908600539407
S024;20;alpha->epsilon;1;0.8264908600539407
S024;39;alpha->epsilon;1;0.848316342292246
S024;50;alpha->epsilon;1;0.848316342292246
S024;94;alpha->epsilon;1;0.7254842615012107
S024;149;alpha->epsilon;1;0.7789125863622709
S024;174;alpha->epsilon;1;0.7254842615012107
S024;242;alpha->epsilon;1;0.7378345498783455
S024;281;alpha->epsilon;1;0.8264908600539407
S024;285;alpha->epsilon;1;0.883030303030303
S024;298;alpha->epsilon;0;0.883030303030303
S024;332;alpha->epsilon;1;0.8264908600539407
S024;336;alpha->epsilon;1;0.883030303030303
S024;339;alpha->epsilon;1;0.7789125863622709
S024;342;alpha->epsilon;1;0.7254842615012107
S024;408;alpha->epsilon;1;0.7789125863622709
S024;427;alpha->epsilon;1;0.883030303030303
S024;431;alpha->epsilon;1;0.8878390734532154
S024;458;alpha->epsilon;1;0.7254842615012107
S024;486;alpha->epsilon;1;0.7378345498783455
S024;489;alpha->epsilon;1;0.848316342292246
S024;534;alpha->epsilon;1;0.8072066522944257
S024;560;alpha->epsilon;1;0.8072066522944257
S024;582;alpha->epsilon;1;0.8264908600539407
S024;587;alpha->epsilon;1;0.7254842615012107
S024;618;alpha->epsilon;1;0.883030303030303
S024;692;alpha->epsilon;1;0.7789125863622709
S024;726;alpha->epsilon;1;0.848316342292246
S024;793;alpha->epsilon;1;0.7254842615012107
S024;831;alpha->epsilon;1;0.848316342292246
S024;849;alpha->epsilon;1;0.883030303030303
S024;889;alpha->epsilon;1;0.8072066522944257
S024;916;alpha->epsilon;1;0.7789125863622709
S024;945;alpha->epsilon;1;0.7378345498783455
S024;953;alpha->epsilon;1;0.8072066522944257
S024;995;alpha->epsilon;1;0.7254842615012107
S024;1049;alpha->epsilon;1;0.7254842615012107
S024;1068;alpha->epsilon;1;0.8264908600539407
S024;1078;alpha->epsilon;1;0.8264908600539407
S024;1094;alpha->epsilon;1;0.8878390734532154
S024;1105;alpha->epsilon;1;0.848316342292246
S024;1109;alpha->epsilon;1;0.848316342292246
S024;1125;alpha->epsilon;1;0.8264908600539407
S024;1129;alpha->epsilon;1;0.7789125863622709
S024;1135;alpha->epsilon;1;0.7254842615012107
S024;1140;alpha->epsilon;1;0.7789125863622709
S024;1158;alpha->epsilon;1;0.883030303030303
S024;1191;alpha->epsilon;1;0.8264908600539407
S024;1229;alpha->epsilon;1;0.8264908600539407
S024;1231;alpha->epsilon;1;0.7789125863622709
S024;1234;alpha->epsilon;1;0.8264908600539407
S024;1334;alpha->epsilon;1;0.8072066522944257
S024;1336;alpha->epsilon;1;0.848316342292246
S024;1351;alpha->epsilon;1;0.8878390734532154
S024;1402;alpha->epsilon;1;0.7378345498783455
S024;1409;alpha->epsilon;1;0.8072066522944257
S025;25;alpha->epsilon;1;0.7378345498783455
S025;83;alpha->epsilon;1;0.8072066522944257
S025;89;alpha->epsilon;1;0.8072066522944257
S025;100;alpha->epsilon;1;0.8072066522944257
S025;104;alpha->epsilon;1;0.8878390734532154
S025;135;alpha->epsilon;0;0.6683046683046683
S025;143;alpha->epsilon;0;0.7789125863622709
S025;149;alpha->epsilon;0;0.8264908600539407
S025;167;alpha->epsilon;1;0.7789125863622709
S025;172;alpha->epsilon;1;0.7789125863622709
S025;218;alpha->epsilon;1;0.7378345498783455
S025;304;alpha->epsilon;1;0.7789125863622709
S025;326;alpha->epsilon;1;0.7789125863622709
S025;345;alpha->epsilon;0;0.848316342292246
S025;359;alpha->epsilon;0;0.8072066522944257
S025;396;alpha->epsilon;1;0.7378345498783455
S025;436;alpha->epsilon;1;0.883030303030303
S025;446;alpha->epsilon;1;0.8264908600539407
S025;451;alpha->epsilon;1;0.8264908600539407
S025;459;alpha->epsilon;1;0.8264908600539407
S025;467;alpha->epsilon;1;0.883030303030303
S025;470;alpha->epsilon;1;0.8264908600539407
S025;505;alpha->epsilon;1;0.883030303030303
S025;523;alpha->epsilon;1;0.7789125863622709
S025;542;alpha->epsilon;0;0.8878390734532154
S025;544;alpha->epsilon;0;0.848316342292246
S025;573;alpha->epsilon;1;0.8878390734532154
S025;582;alpha->epsilon;1;0.8072066522944257
S025;597;alpha->epsilon;1;0.883030303030303
S025;608;alpha->epsilon;1;0.8264908600539407
S025;622;alpha->epsilon;1;0.883030303030303
S025;627;alpha->epsilon;1;0.883030303030303
S025;643;alpha->epsilon;1;0.8264908600539407
S025;673;alpha->epsilon;1;0.7254842615012107
S025;678;alpha->epsilon;1;0.7789125863622709
S025;702;alpha->epsilon;1;0.8878390734532154
S025;719;alpha->epsilon;1;0.848316342292246
S025;784;alpha->epsilon;1;0.7789125863622709
S025;793;alpha->epsilon;1;0.7789125863622709
S025;870;alpha->epsilon;1;0.7378345498783455
S025;876;alpha->epsilon;1;0.8878390734532154
S025;896;alpha->epsilon;1;0.883030303030303
S025;961;alpha->epsilon;0;0.8878390734532154
S025;966;alpha->epsilon;1;0.8072066522944257
S025;990;alpha->epsilon;1;0.8878390734532154
S025;1008;alpha->epsilon;1;0.883030303030303
S025;1020;alpha->epsilon;1;0.8264908600539407
S025;1069;alpha->epsilon;1;0.7789125863622709
S025;1083;alpha->epsilon;1;0.7789125863622709
S025;1086;alpha->epsilon;1;0.7254842615012107
S025;1094;alpha->epsilon;1;0.7789125863622709
S025;1096;alpha->epsilon;1;0.8264908600539407
S025;1115;alpha->epsilon;1;0.8072066522944257
S025;1119;alpha->epsilon;1;0.8878390734532154
S025;1136;alpha->epsilon;1;0.8264908600539407
S025;1170;alpha->epsilon;1;0.7254842615012107
S025;1211;alpha->epsilon;1;0.7378345498783455
S026;12;alpha->epsilon;1;0.883030303030303
S026;39;alpha->epsilon;0;0.7378345498783455
S026;43;alpha->epsilon;0;0.7378345498783455
S026;47;alpha->epsilon;0;0.8072066522944257
S026;58;alpha->epsilon;1;0.848316342292246
S026;77;alpha->epsilon;1;0.8072066522944257
S026;105;alpha->epsilon;1;0.7789125863622709
S026;108;alpha->epsilon;1;0.8264908600539407
S026;117;alpha->epsilon;1;0.7789125863622709
S026;185;alpha->epsilon;1;0.7378345498783455
S026;191;alpha->epsilon;1;0.7378345498783455
S026;207;alpha->epsilon;1;0.848316342292246
S026;209;alpha->epsilon;1;0.848316342292246
S026;218;alpha->epsilon;1;0.848316342292246
S026;247;alpha->epsilon;1;0.8878390734532154
S026;267;alpha->epsilon;1;0.883030303030303
S026;274;alpha->epsilon;0;0.7789125863622709
S026;278;alpha->epsilon;0;0.8264908600539407
S026;282;alpha->epsilon;0;0.7789125863622709
S026;340;alpha->epsilon;1;0.7254842615012107
S026;356;alpha->epsilon;1;0.7789125863622709
S026;360;alpha->epsilon;1;0.8264908600539407
S026;366;alpha->epsilon;1;0.8264908600539407
S026;372;alpha->epsilon;0;0.7789125863622709
S026;405;alpha->epsilon;1;0.8264908600539407
S026;414;alpha->epsilon;1;0.7254842615012107
S026;421;alpha->epsilon;1;0.8264908600539407
S026;424;alpha->epsilon;1;0.8264908600539407
S026;448;alpha->epsilon;1;0.883030303030303
S026;488;alpha->epsilon;1;0.7378345498783455
S026;508;alpha->epsilon;1;0.8072066522944257
S026;522;alpha->epsilon;1;0.848316342292246
S026;552;alpha->epsilon;1;0.8264908600539407
S026;600;alpha->epsilon;1;0.8878390734532154
S026;646;alpha->epsilon;1;0.848316342292246
S026;666;alpha->epsilon;1;0.8072066522944257
S026;669;alpha->epsilon;1;0.8878390734532154
S026;708;alpha->epsilon;1;0.848316342292246
S026;750;alpha->epsilon;1;0.7254842615012107
S026;752;alpha->epsilon;1;0.7254842615012107
S026;765;alpha->epsilon;1;0.7789125863622709
S026;780;alpha->epsilon;1;0.883030303030303
S026;782;alpha->epsilon;1;0.883030303030303
S026;799;alpha->epsilon;1;0.7789125863622709
S026;864;alpha->epsilon;1;0.7254842615012107
S026;894;alpha->epsilon;1;0.8072066522944257
S026;904;alpha->epsilon;0;0.8072066522944257
S026;933;alpha->epsilon;1;0.7378345498783455
S026;948;alpha->epsilon;1;0.848316342292246
S026;1000;alpha->epsilon;1;0.7789125863622709
S026;1019;alpha->epsilon;1;0.7789125863622709
S026;1039;alpha->epsilon;1;0.8878390734532154
S026;1048;alpha->epsilon;1;0.8072066522944257
S026;1050;alpha->epsilon;1;0.8072066522944257
S026;1080;alpha->epsilon;1;0.7789125863622709
S026;1084;alpha->epsilon;1;0.7789125863622709
S026;1122;alpha->epsilon;1;0.883030303030303
S026;1137;alpha->epsilon;1;0.8264908600539407
S026;1139;alpha->epsilon;1;0.883030303030303
S026;1182;alpha->epsilon;1;0.8072066522944257
S026;1216;alpha->epsilon;1;0.8264908600539407
S026;1220;alpha->epsilon;1;0.8264908600539407
S026;1245;alpha->epsilon;1;0.848316342292246
S026;1254;alpha->epsilon;1;0.8878390734532154
S026;1357;alpha->epsilon;1;0.883030303030303
S026;1382;alpha->epsilon;1;0.7789125863622709
S026;1392;alpha->epsilon;1;0.8264908600539407
S026;1394;alpha->epsilon;1;0.7789125863622709
S027;6;alpha->epsilon;1;0.848316342292246
S027;60;alpha->epsilon;0;0.7378345498783455
S027;63;alpha->epsilon;0;0.7378345498783455
S027;83;alpha->epsilon;1;0.8072066522944257
S027;89;alpha->epsilon;1;0.7378345498783455
S027;93;alpha->epsilon;1;0.8072066522944257
S027;95;alpha->epsilon;1;0.8072066522944257
S027;126;alpha->epsilon;1;0.8264908600539407
S027;131;alpha->epsilon;1;0.8264908600539407
S027;135;alpha->epsilon;1;0.7789125863622709
S027;137;alpha->epsilon;1;0.7789125863622709
S027;141;alpha->epsilon;1;0.883030303030303
S027;171;alpha->epsilon;0;0.7378345498783455
S027;195;alpha->epsilon;0;0.8072066522944257
S027;197;alpha->epsilon;0;0.8072066522944257
S027;223;alpha->epsilon;0;0.848316342292246
S027;250;alpha->epsilon;1;0.8072066522944257
S027;306;alpha->epsilon;0;0.8072066522944257
S027;320;alpha->epsilon;0;0.8072066522944257
S027;322;alpha->epsilon;0;0.7378345498783455
S027;357;alpha->epsilon;0;0.7378345498783455
S027;420;alpha->epsilon;1;0.7378345498783455
S027;422;alpha->epsilon;1;0.7378345498783455
S027;453;alpha->epsilon;0;0.7254842615012107
S027;465;alpha->epsilon;0;0.7254842615012107
S027;468;alpha->epsilon;0;0.7789125863622709
S027;532;alpha->epsilon;1;0.7254842615012107
S027;536;alpha->epsilon;1;0.7254842615012107
S027;538;alpha->epsilon;1;0.7254842615012107
S027;567;alpha->epsilon;1;0.8072066522944257
S027;615;alpha->epsilon;0;0.848316342292246
S027;640;alpha->epsilon;1;0.848316342292246
S027;642;alpha->epsilon;1;0.8878390734532154
S027;684;alpha->epsilon;1;0.7254842615012107
S027;687;alpha->epsilon;1;0.7789125863622709
S027;710;alpha->epsilon;1;0.883030303030303
S027;722;alpha->epsilon;1;0.883030303030303
S027;731;alpha->epsilon;1;0.8264908600539407
S027;736;alpha->epsilon;1;0.883030303030303
S027;754;alpha->epsilon;1;0.848316342292246
S027;814;alpha->epsilon;1;0.883030303030303
S027;833;alpha->epsilon;1;0.7789125863622709
S027;876;alpha->epsilon;0;0.7378345498783455
S027;893;alpha->epsilon;1;0.8072066522944257
S027;905;alpha->epsilon;1;0.8878390734532154
S027;941;alpha->epsilon;1;0.6817095038852361
S027;943;alpha->epsilon;1;0.7378345498783455
S027;1033;alpha->epsilon;1;0.7254842615012107
S027;1041;alpha->epsilon;1;0.7254842615012107
S027;1043;alpha->epsilon;1;0.7789125863622709
S027;1079;alpha->epsilon;1;0.7789125863622709
S027;1085;alpha->epsilon;1;0.7789125863622709
S027;1126;alpha->epsilon;1;0.6817095038852361
S027;1138;alpha->epsilon;1;0.8072066522944257
S027;1156;alpha->epsilon;1;0.883030303030303
S027;1182;alpha->epsilon;1;0.848316342292246
S027;1205;alpha->epsilon;1;0.8072066522944257
S027;1331;alpha->epsilon;1;0.6683046683046683
S027;1334;alpha->epsilon;1;0.7254842615012107
S027;1366;alpha->epsilon;1;0.7378345498783455
S027;1391;alpha->epsilon;1;0.7789125863622709
S028;32;alpha->epsilon;0;0.7378345498783455
S028;39;alpha->epsilon;0;0.7378345498783455
S028;52;alpha->epsilon;0;0.848316342292246
S028;54;alpha->epsilon;0;0.848316342292246
S028;56;alpha->epsilon;0;0.8878390734532154
S028;90;alpha->epsilon;0;0.6817095038852361
S028;115;alpha->epsilon;0;0.848316342292246
S028;123;alpha->epsilon;0;0.8072066522944257
S028;125;alpha->epsilon;0;0.8072066522944257
S028;139;alpha->epsilon;0;0.848316342292246
S028;159;alpha->epsilon;0;0.7378345498783455
S028;176;alpha->epsilon;0;0.7378345498783455
S028;208;alpha->epsilon;1;0.7378345498783455
S028;210;alpha->epsilon;1;0.7378345498783455
S028;262;alpha->epsilon;0;0.7254842615012107
S028;269;alpha->epsilon;0;0.7254842615012107
S028;271;alpha->epsilon;0;0.7254842615012107
S028;297;alpha->epsilon;1;0.7789125863622709
S028;354;alpha->epsilon;1;0.848316342292246
S028;366;alpha->epsilon;1;0.7378345498783455
S028;368;alpha->epsilon;1;0.8072066522944257
S028;432;alpha->epsilon;1;0.7789125863622709
S028;434;alpha->epsilon;1;0.8264908600539407
S028;455;alpha->epsilon;1;0.8878390734532154
