segment;pas;appel;succes;attendu
S039;1024;F06->alpha;1;0.8361522198731501
S039;1026;F06->alpha;1;0.8729591836734694
S039;1123;F06->alpha;1;0.8155067725361981
S039;1128;F06->alpha;1;0.9429280397022333
S039;1157;F06->alpha;1;0.9469339622641509
S039;1167;F06->alpha;1;0.7658536585365854
S039;1169;F06->alpha;1;0.7658536585365854
S039;1212;F06->alpha;1;0.9587443946188341
S039;1214;F06->alpha;1;0.8955916473317865
S039;1365;F06->alpha;1;0.9108159392789373
S039;1373;F06->alpha;1;0.8656410256410256
S039;1385;F06->alpha;1;0.7962962962962963
S040;32;F06->alpha;0;0.882808181315644
S040;38;F06->alpha;1;0.7778489116517285
S040;171;F06->alpha;1;0.9429280397022333
S040;205;F06->alpha;1;0.8955916473317865
S040;210;F06->alpha;1;0.7658371040723982
S040;240;F06->alpha;1;0.7740076824583867
S040;248;F06->alpha;1;0.7530186608122942
S040;324;F06->alpha;1;0.9133202742409402
S040;345;F06->alpha;0;0.910212474297464
S040;383;F06->alpha;1;0.8361522198731501
S040;402;F06->alpha;1;0.8087748344370861
S040;561;F06->alpha;1;0.7740076824583867
S040;659;F06->alpha;1;0.8599695585996956
S040;674;F06->alpha;1;0.9133202742409402
S040;676;F06->alpha;1;0.9102040816326531
S040;728;F06->alpha;1;0.7658536585365854
S040;741;F06->alpha;1;0.8245518739815317
S040;775;F06->alpha;1;0.9587443946188341
S040;794;F06->alpha;1;0.8245518739815317
S040;835;F06->alpha;1;0.9108159392789373
S040;841;F06->alpha;1;0.7684491978609626
S040;850;F06->alpha;1;0.882808181315644
S040;865;F06->alpha;1;0.8087748344370861
S040;871;F06->alpha;1;0.910212474297464
S040;873;F06->alpha;1;0.9469339622641509
S040;917;F06->alpha;1;0.7530186608122942
S040;919;F06->alpha;1;0.8292228943694742
S040;921;F06->alpha;1;0.8292228943694742
S040;954;F06->alpha;1;0.7778489116517285
S040;982;F06->alpha;1;0.8706199460916442
S040;1000;F06->alpha;1;0.8955916473317865
S040;1011;F06->alpha;1;0.8706199460916442
S040;1013;F06->alpha;1;0.8349673202614379
S040;1015;F06->alpha;1;0.7658536585365854
S040;1057;F06->alpha;1;0.8349673202614379
S040;1089;F06->alpha;1;0.8729591836734694
S040;1116;F06->alpha;1;0.8449111470113085
S040;1125;F06->alpha;1;0.8472222222222222
S040;1149;F06->alpha;1;0.7530186608122942
S040;1151;F06->alpha;1;0.7530186608122942
S040;1159;F06->alpha;1;0.8361522198731501
S040;1161;F06->alpha;1;0.8361522198731501
S040;1167;F06->alpha;1;0.8729591836734694
S040;1212;F06->alpha;1;0.8538095238095238
S040;1225;F06->alpha;1;0.8538095238095238
S040;1227;F06->alpha;1;0.7778489116517285
S041;32;F06->alpha;0;0.8155067725361981
S041;34;F06->alpha;1;0.8155067725361981
S041;36;F06->alpha;1;0.7684491978609626
S041;79;F06->alpha;1;0.8662116040955632
S041;132;F06->alpha;1;0.8958333333333334
S041;134;F06->alpha;1;0.7740076824583867
S041;139;F06->alpha;1;0.8577319587628865
S041;141;F06->alpha;1;0.7530186608122942
S041;161;F06->alpha;1;0.8599695585996956
S041;183;F06->alpha;1;0.8287104622871047
S041;202;F06->alpha;1;0.7740076824583867
S041;216;F06->alpha;1;0.8361522198731501
S041;237;F06->alpha;1;0.9254345837145471
S041;351;F06->alpha;1;0.7933884297520661
S041;353;F06->alpha;1;0.7933884297520661
S041;499;F06->alpha;1;0.9309173272933182
S041;524;F06->alpha;1;0.7684491978609626
S041;554;F06->alpha;1;0.7740076824583867
S041;561;F06->alpha;1;0.9102040816326531
S041;577;F06->alpha;0;0.8155067725361981
S041;622;F06->alpha;1;0.7658371040723982
S041;763;F06->alpha;1;0.9400749063670412
S041;794;F06->alpha;1;0.7740076824583867
S041;796;F06->alpha;1;0.8656410256410256
S041;811;F06->alpha;1;0.9133202742409402
S041;813;F06->alpha;1;0.8498727735368957
S041;839;F06->alpha;1;0.7684491978609626
S041;850;F06->alpha;0;0.9254345837145471
S041;859;F06->alpha;0;0.7530186608122942
S041;891;F06->alpha;1;0.8706199460916442
S041;915;F06->alpha;1;0.8254237288135593
S041;927;F06->alpha;1;0.910212474297464
S041;951;F06->alpha;0;0.7740076824583867
S041;981;F06->alpha;1;0.8361522198731501
S041;1004;F06->alpha;1;0.8155067725361981
S041;1020;F06->alpha;1;0.8519480519480519
S041;1086;F06->alpha;0;0.8087748344370861
S041;1106;F06->alpha;1;0.7933884297520661
S041;1114;F06->alpha;1;0.7933884297520661
S041;1166;F06->alpha;0;0.7933884297520661
S041;1168;F06->alpha;1;0.7933884297520661
S041;1198;F06->alpha;1;0.9206081081081081
S041;1243;F06->alpha;1;0.9469339622641509
S041;1245;F06->alpha;1;0.8955916473317865
S041;1320;F06->alpha;1;0.9328537170263789
S041;1322;F06->alpha;1;0.9328537170263789
S041;1368;F06->alpha;1;0.7530186608122942
S041;1399;F06->alpha;1;0.8155067725361981
S041;1401;F06->alpha;1;0.8245518739815317
S041;1403;F06->alpha;1;0.8245518739815317
S041;1412;F06->alpha;1;0.9429280397022333
S042;72;F06->alpha;0;0.8910256410256411
S042;74;F06->alpha;1;0.8449111470113085
S042;87;F06->alpha;1;0.910212474297464
S042;115;F06->alpha;1;0.7530186608122942
S042;172;F06->alpha;1;0.8287104622871047
S042;190;F06->alpha;0;0.9309173272933182
S042;192;F06->alpha;0;0.895330112721417
S042;243;F06->alpha;1;0.895330112721417
S042;306;F06->alpha;0;0.8287104622871047
S042;356;F06->alpha;1;0.8538095238095238
S042;364;F06->alpha;1;0.8254237288135593
S042;392;F06->alpha;1;0.7684491978609626
S042;394;F06->alpha;1;0.8287104622871047
S042;410;F06->alpha;1;0.9309173272933182
S042;496;F06->alpha;1;0.9469339622641509
S042;602;F06->alpha;1;0.8718703976435935
S042;664;F06->alpha;1;0.7740076824583867
S042;753;F06->alpha;1;0.8718703976435935
S042;766;F06->alpha;1;0.8656410256410256
S042;803;F06->alpha;1;0.895330112721417
S042;812;F06->alpha;1;0.874251497005988
S042;854;F06->alpha;1;0.9429280397022333
S042;876;F06->alpha;0;0.7740076824583867
S042;897;F06->alpha;1;0.9015025041736227
S042;1029;F06->alpha;1;0.8519480519480519
S042;1037;F06->alpha;1;0.9254345837145471
S042;1096;F06->alpha;1;0.882808181315644
S042;1188;F06->alpha;1;0.9108159392789373
S042;1350;F06->alpha;1;0.8361522198731501
S042;1352;F06->alpha;1;0.7933884297520661
S043;15;F06->alpha;0;0.7530186608122942
S043;42;F06->alpha;1;0.8729591836734694
S043;44;F06->alpha;1;0.8361522198731501
S043;54;F06->alpha;1;0.7632211538461539
S043;56;F06->alpha;1;0.8185840707964602
S043;64;F06->alpha;0;0.7962962962962963
S043;66;F06->alpha;1;0.7658371040723982
S043;109;F06->alpha;0;0.7740076824583867
S043;170;F06->alpha;1;0.7530186608122942
S043;192;F06->alpha;1;0.8656410256410256
S043;233;F06->alpha;1;0.882808181315644
S043;245;F06->alpha;1;0.875
S043;277;F06->alpha;1;0.7658371040723982
S043;289;F06->alpha;1;0.7740076824583867
S043;291;F06->alpha;1;0.7740076824583867
S043;310;F06->alpha;1;0.7933884297520661
S043;323;F06->alpha;0;0.7684491978609626
S043;350;F06->alpha;1;0.8287104622871047
S043;352;F06->alpha;1;0.8287104622871047
S043;364;F06->alpha;1;0.9102040816326531
S043;388;F06->alpha;0;0.8449111470113085
S043;430;F06->alpha;1;0.9015025041736227
S043;450;F06->alpha;1;0.895330112721417
S043;486;F06->alpha;1;0.8087748344370861
S043;561;F06->alpha;1;0.8729591836734694
S043;582;F06->alpha;1;0.9133202742409402
S043;590;F06->alpha;1;0.8973384030418251
S043;592;F06->alpha;1;0.7629310344827587
S043;633;F06->alpha;1;0.8547008547008547
S043;640;F06->alpha;1;0.7658536585365854
S043;642;F06->alpha;1;0.7684491978609626
S043;675;F06->alpha;1;0.8155067725361981
S043;826;F06->alpha;1;0.8401486988847584
S043;880;F06->alpha;1;0.8155067725361981
S043;891;F06->alpha;1;0.8782742681047766
S043;932;F06->alpha;1;0.874251497005988
S043;969;F06->alpha;1;0.9469339622641509
S043;1179;F06->alpha;1;0.7684491978609626
S043;1199;F06->alpha;1;0.8502994011976048
S043;1236;F06->alpha;1;0.9254345837145471
S043;1362;F06->alpha;1;0.882808181315644
S043;1364;F06->alpha;1;0.9429280397022333
S044;14;F06->alpha;0;0.8577319587628865
S044;35;F06->alpha;1;0.7933884297520661
S044;95;F06->alpha;1;0.9223826714801444
S044;130;F06->alpha;1;0.9309173272933182
S044;160;F06->alpha;1;0.9133202742409402
S044;200;F06->alpha;1;0.9133202742409402
S044;208;F06->alpha;1;0.8973384030418251
S044;216;F06->alpha;1;0.8958333333333334
S044;238;F06->alpha;1;0.7684491978609626
S044;283;F06->alpha;1;0.9133202742409402
S044;285;F06->alpha;1;0.9254345837145471
S044;325;F06->alpha;1;0.7530186608122942
S044;327;F06->alpha;1;0.8292228943694742
S044;341;F06->alpha;0;0.7684491978609626
S044;357;F06->alpha;1;0.8538095238095238
S044;390;F06->alpha;1;0.8600405679513184
S044;429;F06->alpha;0;0.9133202742409402
S044;505;F06->alpha;0;0.8254237288135593
S044;507;F06->alpha;0;0.8087748344370861
S044;509;F06->alpha;0;0.7740076824583867
S044;518;F06->alpha;1;0.8292228943694742
S044;523;F06->alpha;1;0.9015025041736227
S044;542;F06->alpha;1;0.8718703976435935
S044;581;F06->alpha;1;0.8718703976435935
S044;615;F06->alpha;1;0.9102040816326531
S044;630;F06->alpha;0;0.7530186608122942
S044;810;F06->alpha;0;0.8287104622871047
S044;829;F06->alpha;1;0.8538095238095238
S044;883;F06->alpha;1;0.8292228943694742
S044;885;F06->alpha;1;0.8292228943694742
S044;887;F06->alpha;1;0.7530186608122942
S044;889;F06->alpha;1;0.8292228943694742
S044;903;F06->alpha;0;0.9133202742409402
S044;939;F06->alpha;1;0.8705501618122977
S044;950;F06->alpha;1;0.910212474297464
S044;980;F06->alpha;1;0.8538095238095238
S044;993;F06->alpha;0;0.7740076824583867
S044;995;F06->alpha;0;0.8087748344370861
S044;1054;F06->alpha;1;0.7684491978609626
S044;1069;F06->alpha;1;0.882808181315644
S044;1071;F06->alpha;1;0.882808181315644
S044;1076;F06->alpha;1;0.8287104622871047
S044;1090;F06->alpha;1;0.9223826714801444
S044;1092;F06->alpha;1;0.7740076824583867
S044;1094;F06->alpha;1;0.7740076824583867
S044;1104;F06->alpha;1;0.875
S044;1106;F06->alpha;1;0.764179104477612
S044;1111;F06->alpha;1;0.8821292775665399
S044;1209;F06->alpha;1;0.8973384030418251
S044;1372;F06->alpha;1;0.7632211538461539
S045;20;F06->alpha;0;0.8155067725361981
S045;155;F06->alpha;1;0.7740076824583867
S045;161;F06->alpha;1;0.8577319587628865
S045;163;F06->alpha;1;0.8577319587628865
S045;211;F06->alpha;1;0.8361522198731501
S045;213;F06->alpha;1;0.8361522198731501
S045;215;F06->alpha;1;0.8361522198731501
S045;223;F06->alpha;1;0.9587443946188341
S045;289;F06->alpha;1;0.8821292775665399
S045;336;F06->alpha;1;0.8973384030418251
S045;345;F06->alpha;0;0.8472222222222222
S045;347;F06->alpha;0;0.8910256410256411
S045;353;F06->alpha;1;0.7740076824583867
S045;410;F06->alpha;1;0.8087748344370861
S045;566;F06->alpha;0;0.7933884297520661
S045;573;F06->alpha;0;0.8361522198731501
S045;593;F06->alpha;1;0.8361522198731501
S045;604;F06->alpha;1;0.8361522198731501
S045;633;F06->alpha;1;0.7778489116517285
S045;732;F06->alpha;1;0.9587443946188341
S045;815;F06->alpha;1;0.7933884297520661
S045;824;F06->alpha;1;0.8729591836734694
S045;875;F06->alpha;1;0.7632211538461539
S045;919;F06->alpha;1;0.9133202742409402
S045;927;F06->alpha;1;0.8185840707964602
S045;944;F06->alpha;1;0.8087748344370861
S045;955;F06->alpha;1;0.8577319587628865
S045;967;F06->alpha;1;0.91792656587473
S045;980;F06->alpha;1;0.8449111470113085
S045;982;F06->alpha;1;0.9133202742409402
S045;1006;F06->alpha;1;0.9429280397022333
S045;1018;F06->alpha;1;0.9102040816326531
S045;1027;F06->alpha;1;0.7658536585365854
S045;1056;F06->alpha;1;0.8706199460916442
S045;1058;F06->alpha;1;0.8349673202614379
S045;1074;F06->alpha;1;0.882808181315644
S045;1091;F06->alpha;1;0.9400749063670412
S045;1111;F06->alpha;1;0.8599695585996956
S045;1126;F06->alpha;1;0.7632211538461539
S045;1163;F06->alpha;1;0.8577319587628865
S045;1175;F06->alpha;1;0.8361522198731501
S046;13;F06->alpha;0;0.7530186608122942
S046;15;F06->alpha;0;0.7530186608122942
S046;24;F06->alpha;0;0.8361522198731501
S046;49;F06->alpha;0;0.8361522198731501
S046;99;F06->alpha;0;0.8155067725361981
S046;101;F06->alpha;0;0.7684491978609626
S046;197;F06->alpha;1;0.8662116040955632
S046;212;F06->alpha;1;0.7658371040723982
S046;277;F06->alpha;1;0.882808181315644
S046;285;F06->alpha;1;0.8656410256410256
S046;314;F06->alpha;1;0.7684491978609626
S046;589;F06->alpha;1;0.9429280397022333
S046;618;F06->alpha;1;0.8087748344370861
S046;624;F06->alpha;1;0.910212474297464
S046;626;F06->alpha;1;0.8082191780821918
S046;628;F06->alpha;1;0.8432055749128919
S046;643;F06->alpha;1;0.91792656587473
S046;678;F06->alpha;1;0.8782742681047766
S046;693;F06->alpha;1;0.8577319587628865
S046;700;F06->alpha;1;0.9587443946188341
S046;730;F06->alpha;1;0.8287104622871047
S046;775;F06->alpha;1;0.895330112721417
S046;825;F06->alpha;1;0.8599695585996956
S046;838;F06->alpha;0;0.7530186608122942
S046;860;F06->alpha;1;0.7933884297520661
S046;862;F06->alpha;1;0.7933884297520661
S046;864;F06->alpha;1;0.7933884297520661
S046;902;F06->alpha;1;0.8973384030418251
S046;907;F06->alpha;1;0.895330112721417
S046;915;F06->alpha;1;0.7740076824583867
S046;917;F06->alpha;1;0.8656410256410256
S046;993;F06->alpha;1;0.8155067725361981
S046;995;F06->alpha;1;0.8245518739815317
S046;1005;F06->alpha;1;0.8706199460916442
S046;1033;F06->alpha;0;0.8600405679513184
S046;1035;F06->alpha;0;0.8245518739815317
S046;1040;F06->alpha;1;0.7684491978609626
S046;1042;F06->alpha;1;0.8155067725361981
S046;1044;F06->alpha;1;0.7778489116517285
S046;1056;F06->alpha;1;0.882808181315644
S046;1058;F06->alpha;1;0.8538095238095238
S046;1060;F06->alpha;1;0.8287104622871047
S046;1104;F06->alpha;1;0.8082191780821918
S046;1106;F06->alpha;1;0.8432055749128919
S046;1108;F06->alpha;1;0.7632211538461539
S046;1145;F06->alpha;1;0.7632211538461539
S046;1228;F06->alpha;1;0.7778489116517285
S046;1245;F06->alpha;1;0.9429280397022333
S046;1247;F06->alpha;1;0.9309173272933182
S046;1252;F06->alpha;1;0.9400749063670412
S046;1254;F06->alpha;1;0.8973384030418251
S046;1354;F06->alpha;1;0.8155067725361981
S046;1366;F06->alpha;1;0.895330112721417
S046;1377;F06->alpha;1;0.7632211538461539
S046;1379;F06->alpha;1;0.8185840707964602
S047;37;F06->alpha;1;0.8361522198731501
S047;45;F06->alpha;1;0.9133202742409402
S047;55;F06->alpha;1;0.9328537170263789
S047;57;F06->alpha;1;0.875
S047;59;F06->alpha;1;0.7962962962962963
S047;64;F06->alpha;1;0.9400749063670412
S047;74;F06->alpha;0;0.8600405679513184
S047;81;F06->alpha;0;0.7684491978609626
S047;102;F06->alpha;0;0.7778489116517285
S047;125;F06->alpha;1;0.8287104622871047
S047;127;F06->alpha;1;0.8287104622871047
S047;129;F06->alpha;1;0.8287104622871047
S047;155;F06->alpha;1;0.7658536585365854
S047;174;F06->alpha;1;0.91792656587473
S047;193;F06->alpha;1;0.9587443946188341
S047;242;F06->alpha;1;0.8538095238095238
S047;244;F06->alpha;1;0.8287104622871047
S047;251;F06->alpha;1;0.9429280397022333
S047;293;F06->alpha;1;0.8292228943694742
S047;295;F06->alpha;1;0.8577319587628865
S047;302;F06->alpha;1;0.8547008547008547
S047;400;F06->alpha;1;0.9309173272933182
S047;402;F06->alpha;1;0.9223826714801444
S047;451;F06->alpha;1;0.8577319587628865
S047;550;F06->alpha;1;0.8538095238095238
S047;583;F06->alpha;1;0.7632211538461539
S047;667;F06->alpha;0;0.7632211538461539
S047;701;F06->alpha;1;0.9309173272933182
S047;714;F06->alpha;1;0.874251497005988
S047;754;F06->alpha;1;0.8449111470113085
S047;808;F06->alpha;1;0.9108159392789373
S047;849;F06->alpha;1;0.9469339622641509
S047;864;F06->alpha;0;0.8955916473317865
S047;936;F06->alpha;1;0.9133202742409402
S047;949;F06->alpha;1;0.7740076824583867
S047;1069;F06->alpha;1;0.7778489116517285
S047;1085;F06->alpha;1;0.8287104622871047
S047;1118;F06->alpha;1;0.910212474297464
S047;1171;F06->alpha;1;0.9254345837145471
S047;1173;F06->alpha;1;0.9133202742409402
S047;1187;F06->alpha;0;0.7632211538461539
S047;1335;F06->alpha;1;0.8577319587628865
S047;1387;F06->alpha;1;0.7740076824583867
S048;16;F06->alpha;1;0.7530186608122942
S048;50;F06->alpha;1;0.9108159392789373
S048;116;F06->alpha;1;0.9015025041736227
S048;128;F06->alpha;1;0.8705501618122977
S048;130;F06->alpha;1;0.895330112721417
S048;135;F06->alpha;1;0.8782742681047766
S048;185;F06->alpha;1;0.8373983739837398
S048;193;F06->alpha;1;0.9133202742409402
S048;195;F06->alpha;1;0.9309173272933182
S048;260;F06->alpha;0;0.7778489116517285
S048;286;F06->alpha;1;0.8287104622871047
S048;291;F06->alpha;1;0.8287104622871047
S048;350;F06->alpha;1;0.8185840707964602
S048;398;F06->alpha;1;0.9309173272933182
S048;405;F06->alpha;1;0.8955916473317865
S048;442;F06->alpha;1;0.8087748344370861
S048;444;F06->alpha;1;0.7740076824583867
S048;496;F06->alpha;1;0.8577319587628865
S048;600;F06->alpha;0;0.8361522198731501
S048;667;F06->alpha;1;0.7740076824583867
S048;717;F06->alpha;1;0.9429280397022333
S048;719;F06->alpha;1;0.882808181315644
S048;728;F06->alpha;0;0.7962962962962963
S048;730;F06->alpha;0;0.8254237288135593
S048;798;F06->alpha;1;0.8361522198731501
S048;836;F06->alpha;1;0.9328537170263789
S048;895;F06->alpha;1;0.9469339622641509
S048;897;F06->alpha;1;0.9309173272933182
S048;944;F06->alpha;0;0.7530186608122942
S048;956;F06->alpha;1;0.8361522198731501
S048;1060;F06->alpha;1;0.91792656587473
S048;1076;F06->alpha;1;0.8349673202614379
S048;1078;F06->alpha;1;0.8185840707964602
S048;1109;F06->alpha;1;0.7684491978609626
S048;1111;F06->alpha;1;0.7684491978609626
S048;1133;F06->alpha;0;0.8292228943694742
S048;1152;F06->alpha;1;0.7933884297520661
S048;1172;F06->alpha;1;0.8361522198731501
S048;1174;F06->alpha;1;0.7933884297520661
S048;1248;F06->alpha;1;0.9015025041736227
S048;1396;F06->alpha;0;0.8600405679513184
S049;150;F06->alpha;1;0.8662116040955632
S049;205;F06->alpha;1;0.895330112721417
S049;241;F06->alpha;1;0.9254345837145471
S049;271;F06->alpha;1;0.7778489116517285
S049;273;F06->alpha;1;0.7778489116517285
S049;341;F06->alpha;1;0.8287104622871047
S049;343;F06->alpha;1;0.882808181315644
S049;398;F06->alpha;1;0.9015025041736227
S049;400;F06->alpha;1;0.874251497005988
S049;454;F06->alpha;1;0.8502994011976048
S049;540;F06->alpha;1;0.8600405679513184
S049;549;F06->alpha;1;0.8254237288135593
S049;576;F06->alpha;1;0.8155067725361981
S049;578;F06->alpha;1;0.7684491978609626
S049;592;F06->alpha;1;0.8185840707964602
S049;638;F06->alpha;1;0.9469339622641509
S049;640;F06->alpha;1;0.8955916473317865
S049;721;F06->alpha;1;0.7778489116517285
S049;873;F06->alpha;0;0.7530186608122942
S049;911;F06->alpha;1;0.9015025041736227
S049;934;F06->alpha;1;0.8349673202614379
S049;936;F06->alpha;1;0.8185840707964602
S049;938;F06->alpha;1;0.8185840707964602
S049;963;F06->alpha;1;0.8656410256410256
S049;1002;F06->alpha;1;0.874251497005988
S049;1093;F06->alpha;1;0.7658536585365854
S049;1098;F06->alpha;1;0.8662116040955632
S049;1100;F06->alpha;1;0.9328537170263789
S049;1102;F06->alpha;1;0.9254345837145471
S049;1154;F06->alpha;1;0.7530186608122942
S049;1156;F06->alpha;1;0.7530186608122942
S049;1175;F06->alpha;1;0.8821292775665399
S049;1193;F06->alpha;1;0.7530186608122942
S049;1227;F06->alpha;1;0.882808181315644
S049;1229;F06->alpha;1;0.8538095238095238
S049;1359;F06->alpha;1;0.7530186608122942
S049;1361;F06->alpha;1;0.7530186608122942
S049;1374;F06->alpha;0;0.8087748344370861
S049;1376;F06->alpha;0;0.8087748344370861
S049;1384;F06->alpha;1;0.7530186608122942
S050;91;F06->alpha;1;0.8361522198731501
S050;103;F06->alpha;1;0.8599695585996956
S050;114;F06->alpha;1;0.8782742681047766
S050;172;F06->alpha;1;0.7933884297520661
S050;221;F06->alpha;1;0.7658536585365854
S050;231;F06->alpha;0;0.895330112721417
S050;236;F06->alpha;0;0.8958333333333334
S050;238;F06->alpha;0;0.8292228943694742
S050;253;F06->alpha;1;0.8361522198731501
S050;255;F06->alpha;1;0.8729591836734694
S050;276;F06->alpha;1;0.9587443946188341
S050;291;F06->alpha;0;0.8662116040955632
S050;293;F06->alpha;0;0.8662116040955632
S050;311;F06->alpha;1;0.7778489116517285
S050;313;F06->alpha;1;0.8287104622871047
S050;320;F06->alpha;1;0.8287104622871047
S050;322;F06->alpha;1;0.8538095238095238
S050;371;F06->alpha;1;0.874251497005988
S050;444;F06->alpha;1;0.9400749063670412
S050;482;F06->alpha;1;0.9223826714801444
S050;502;F06->alpha;0;0.7530186608122942
S050;504;F06->alpha;0;0.7530186608122942
S050;506;F06->alpha;0;0.7530186608122942
S050;542;F06->alpha;1;0.8087748344370861
S050;608;F06->alpha;1;0.91792656587473
S050;637;F06->alpha;1;0.7933884297520661
S050;645;F06->alpha;1;0.8729591836734694
S050;647;F06->alpha;1;0.9015025041736227
S050;674;F06->alpha;1;0.9102040816326531
S050;778;F06->alpha;1;0.9469339622641509
S050;810;F06->alpha;1;0.9133202742409402
S050;864;F06->alpha;1;0.7530186608122942
S050;866;F06->alpha;1;0.7530186608122942
S050;868;F06->alpha;1;0.7933884297520661
S050;870;F06->alpha;1;0.8361522198731501
S050;877;F06->alpha;1;0.8349673202614379
S050;908;F06->alpha;0;0.8292228943694742
S050;1012;F06->alpha;1;0.8361522198731501
S050;1014;F06->alpha;1;0.8361522198731501
S050;1022;F06->alpha;1;0.8361522198731501
S050;1080;F06->alpha;1;0.8973384030418251
S050;1085;F06->alpha;1;0.8087748344370861
S050;1087;F06->alpha;1;0.8087748344370861
S050;1089;F06->alpha;1;0.8292228943694742
S050;1111;F06->alpha;1;0.7632211538461539
S050;1113;F06->alpha;1;0.7658536585365854
S050;1146;F06->alpha;1;0.8432055749128919
S050;1192;F06->alpha;1;0.7740076824583867
S001;15;F33->epsilon;1;0.5480706344015697
S001;16;F33->epsilon;1;0.41370808678500987
S001;36;F33->epsilon;1;0.6320132013201321
S001;50;F33->epsilon;0;0.6476426799007444
S001;76;F33->epsilon;1;0.8914819136522754
S001;146;F33->epsilon;0;0.5026014568158168
S001;188;F33->epsilon;0;0.47880299251870323
S001;296;F33->epsilon;1;0.7846638655462185
S001;363;F33->epsilon;0;0.6509612780936908
S001;364;F33->epsilon;0;0.6509612780936908
S001;464;F33->epsilon;1;0.6320132013201321
S001;506;F33->epsilon;0;0.6320132013201321
S001;544;F33->epsilon;1;0.7075471698113207
S001;583;F33->epsilon;1;0.7033492822966507
S001;613;F33->epsilon;1;0.6265560165975104
S001;627;F33->epsilon;1;0.7967479674796748
S001;629;F33->epsilon;1;0.8744113029827315
S001;647;F33->epsilon;1;0.7136363636363636
S001;668;F33->epsilon;1;0.8744113029827315
S001;669;F33->epsilon;1;0.8455284552845529
S001;677;F33->epsilon;1;0.8114374034003091
S001;678;F33->epsilon;1;0.7351097178683386
S001;680;F33->epsilon;1;0.8333333333333334
S001;726;F33->epsilon;1;0.8914819136522754
S001;767;F33->epsilon;0;0.5480706344015697
S001;768;F33->epsilon;0;0.5026014568158168
S001;770;F33->epsilon;0;0.38477296005462613
S001;804;F33->epsilon;0;0.38477296005462613
S001;805;F33->epsilon;0;0.38477296005462613
S001;859;F33->epsilon;1;0.8744113029827315
S001;871;F33->epsilon;1;0.6621803499327052
S001;891;F33->epsilon;1;0.7495881383855024
S001;910;F33->epsilon;1;0.42836041358936483
S001;981;F33->epsilon;0;0.42836041358936483
S001;1059;F33->epsilon;0;0.4169753086419753
S001;1060;F33->epsilon;0;0.4169753086419753
S001;1062;F33->epsilon;0;0.4169753086419753
S001;1155;F33->epsilon;0;0.7224448897795591
S001;1156;F33->epsilon;0;0.8192371475953566
S001;1209;F33->epsilon;0;0.678617157490397
S001;1210;F33->epsilon;0;0.5346820809248555
S001;1226;F33->epsilon;0;0.4169753086419753
S001;1257;F33->epsilon;1;0.6509612780936908
S001;1371;F33->epsilon;0;0.6952054794520548
S002;31;F33->epsilon;1;0.5304575163398693
S002;58;F33->epsilon;0;0.48964013086150493
S002;65;F33->epsilon;1;0.5480706344015697
S002;92;F33->epsilon;0;0.8446362515413071
S002;139;F33->epsilon;1;0.6509612780936908
S002;141;F33->epsilon;1;0.7822054276880797
S002;270;F33->epsilon;0;0.42836041358936483
S002;287;F33->epsilon;1;0.6509612780936908
S002;288;F33->epsilon;1;0.6509612780936908
S002;290;F33->epsilon;1;0.5304575163398693
S002;291;F33->epsilon;1;0.5304575163398693
S002;293;F33->epsilon;1;0.5304575163398693
S002;320;F33->epsilon;1;0.7973251028806584
S002;339;F33->epsilon;0;0.47880299251870323
S002;397;F33->epsilon;1;0.6079734219269103
S002;432;F33->epsilon;0;0.38477296005462613
S002;495;F33->epsilon;0;0.38477296005462613
S002;496;F33->epsilon;0;0.38477296005462613
S002;532;F33->epsilon;1;0.6320132013201321
S002;580;F33->epsilon;1;0.741222366710013
S002;718;F33->epsilon;1;0.7591623036649214
S002;781;F33->epsilon;1;0.6320132013201321
S002;782;F33->epsilon;1;0.5026014568158168
S002;855;F33->epsilon;0;0.5346820809248555
S002;856;F33->epsilon;0;0.47880299251870323
S002;872;F33->epsilon;0;0.4169753086419753
S002;873;F33->epsilon;0;0.4169753086419753
S002;915;F33->epsilon;1;0.5839753466872111
S002;916;F33->epsilon;1;0.5839753466872111
S002;918;F33->epsilon;1;0.6952054794520548
S002;964;F33->epsilon;0;0.5480706344015697
S002;984;F33->epsilon;0;0.6320132013201321
S002;1008;F33->epsilon;1;0.6320132013201321
S002;1031;F33->epsilon;1;0.42836041358936483
S002;1033;F33->epsilon;1;0.4169753086419753
S002;1034;F33->epsilon;1;0.4169753086419753
S002;1078;F33->epsilon;0;0.6952054794520548
S002;1079;F33->epsilon;0;0.6952054794520548
S002;1146;F33->epsilon;1;0.4936708860759494
S002;1147;F33->epsilon;1;0.4936708860759494
S002;1219;F33->epsilon;1;0.7822054276880797
S002;1232;F33->epsilon;1;0.7822054276880797
S003;23;F33->epsilon;1;0.6952054794520548
S003;65;F33->epsilon;1;0.48964013086150493
S003;66;F33->epsilon;1;0.48964013086150493
S003;112;F33->epsilon;1;0.7224448897795591
S003;213;F33->epsilon;1;0.8914819136522754
S003;232;F33->epsilon;1;0.7973251028806584
S003;285;F33->epsilon;1;0.5304575163398693
S003;347;F33->epsilon;1;0.38477296005462613
S003;450;F33->epsilon;1;0.8744113029827315
S003;452;F33->epsilon;1;0.8514619883040936
S003;489;F33->epsilon;0;0.7822054276880797
S003;490;F33->epsilon;0;0.4169753086419753
S003;492;F33->epsilon;0;0.4169753086419753
