segment;pas;appel;succes;attendu
S025;828;F11->gamma;0;0.4377224199288256
S025;866;F11->gamma;0;0.23971820258948973
S025;878;F11->gamma;0;0.38310454065469907
S025;887;F11->gamma;0;0.38310454065469907
S025;889;F11->gamma;0;0.5744970092441545
S025;930;F11->gamma;0;0.1471898197242842
S025;932;F11->gamma;0;0.23971820258948973
S025;947;F11->gamma;0;0.1471898197242842
S025;993;F11->gamma;1;0.5744970092441545
S025;1002;F11->gamma;1;0.5744970092441545
S025;1030;F11->gamma;1;0.6009070294784581
S025;1092;F11->gamma;1;0.3536890370987912
S025;1169;F11->gamma;1;0.23753382296095865
S025;1180;F11->gamma;1;0.5393630573248408
S025;1214;F11->gamma;1;0.5744970092441545
S025;1224;F11->gamma;1;0.8301245753114382
S026;67;F11->gamma;0;0.1471898197242842
S026;69;F11->gamma;0;0.1471898197242842
S026;86;F11->gamma;1;0.5744970092441545
S026;140;F11->gamma;0;0.8301245753114382
S026;162;F11->gamma;0;0.1471898197242842
S026;188;F11->gamma;0;0.23971820258948973
S026;202;F11->gamma;0;0.23971820258948973
S026;240;F11->gamma;1;0.5744970092441545
S026;247;F11->gamma;1;0.5744970092441545
S026;259;F11->gamma;1;0.8301245753114382
S026;278;F11->gamma;1;0.8652019002375297
S026;294;F11->gamma;0;0.4715969989281886
S026;358;F11->gamma;0;0.23753382296095865
S026;380;F11->gamma;0;0.3536890370987912
S026;383;F11->gamma;0;0.3536890370987912
S026;385;F11->gamma;0;0.3536890370987912
S026;397;F11->gamma;0;0.23753382296095865
S026;442;F11->gamma;1;0.8301245753114382
S026;551;F11->gamma;1;0.8031189083820662
S026;594;F11->gamma;1;0.7661406025824964
S026;647;F11->gamma;1;0.5744970092441545
S026;666;F11->gamma;1;0.38310454065469907
S026;681;F11->gamma;1;0.8652019002375297
S026;691;F11->gamma;0;0.3018867924528302
S026;746;F11->gamma;0;0.23753382296095865
S026;795;F11->gamma;1;0.3536890370987912
S026;803;F11->gamma;1;0.5393630573248408
S026;816;F11->gamma;1;0.6926406926406926
S026;849;F11->gamma;1;0.1547768043387568
S026;876;F11->gamma;1;0.8067456700091158
S026;891;F11->gamma;1;0.5948795180722891
S026;972;F11->gamma;1;0.38310454065469907
S026;1045;F11->gamma;1;0.8652019002375297
S026;1088;F11->gamma;1;0.759493670886076
S026;1114;F11->gamma;0;0.3751387347391787
S026;1116;F11->gamma;0;0.4715969989281886
S026;1137;F11->gamma;1;0.5393630573248408
S026;1150;F11->gamma;1;0.759493670886076
S026;1152;F11->gamma;1;0.3536890370987912
S026;1192;F11->gamma;1;0.5948795180722891
S026;1248;F11->gamma;1;0.8031189083820662
S026;1257;F11->gamma;1;0.8652019002375297
S026;1334;F11->gamma;1;0.5764192139737991
S026;1351;F11->gamma;1;0.5948795180722891
S026;1354;F11->gamma;1;0.7858376511226253
S026;1400;F11->gamma;1;0.7661406025824964
S027;12;F11->gamma;0;0.30523255813953487
S027;218;F11->gamma;0;0.23971820258948973
S027;250;F11->gamma;0;0.38310454065469907
S027;256;F11->gamma;0;0.38310454065469907
S027;258;F11->gamma;0;0.5744970092441545
S027;322;F11->gamma;0;0.38310454065469907
S027;333;F11->gamma;0;0.1471898197242842
S027;437;F11->gamma;1;0.8301245753114382
S027;460;F11->gamma;1;0.7818471337579618
S027;479;F11->gamma;0;0.5764192139737991
S027;481;F11->gamma;0;0.3751387347391787
S027;493;F11->gamma;0;0.3536890370987912
S027;539;F11->gamma;1;0.3536890370987912
S027;677;F11->gamma;0;0.23753382296095865
S027;680;F11->gamma;0;0.1547768043387568
S027;689;F11->gamma;0;0.23753382296095865
S027;692;F11->gamma;0;0.23753382296095865
S027;694;F11->gamma;0;0.3536890370987912
S027;707;F11->gamma;0;0.3536890370987912
S027;710;F11->gamma;0;0.3536890370987912
S027;712;F11->gamma;0;0.23753382296095865
S027;770;F11->gamma;1;0.8031189083820662
S027;780;F11->gamma;1;0.8652019002375297
S027;883;F11->gamma;0;0.23971820258948973
S027;905;F11->gamma;0;0.38310454065469907
S027;931;F11->gamma;0;0.23971820258948973
S027;958;F11->gamma;0;0.5744970092441545
S027;964;F11->gamma;0;0.38310454065469907
S027;969;F11->gamma;1;0.38310454065469907
S027;988;F11->gamma;1;0.8301245753114382
S027;995;F11->gamma;1;0.8301245753114382
S027;1009;F11->gamma;0;0.4715969989281886
S027;1016;F11->gamma;0;0.23753382296095865
S027;1030;F11->gamma;0;0.23753382296095865
S027;1058;F11->gamma;0;0.3536890370987912
S027;1075;F11->gamma;1;0.3536890370987912
S027;1084;F11->gamma;1;0.3536890370987912
S027;1086;F11->gamma;1;0.5393630573248408
S027;1128;F11->gamma;0;0.23971820258948973
S027;1148;F11->gamma;0;0.38310454065469907
S027;1156;F11->gamma;0;0.38310454065469907
S027;1192;F11->gamma;0;0.5744970092441545
S027;1201;F11->gamma;1;0.5744970092441545
S027;1329;F11->gamma;1;0.1547768043387568
S027;1338;F11->gamma;1;0.5393630573248408
S027;1364;F11->gamma;1;0.6009070294784581
S027;1392;F11->gamma;1;0.8652019002375297
S028;22;F11->gamma;0;0.27381905524419536
S028;31;F11->gamma;0;0.1471898197242842
S028;71;F11->gamma;0;0.1471898197242842
S028;192;F11->gamma;0;0.1471898197242842
S028;205;F11->gamma;0;0.1471898197242842
S028;218;F11->gamma;1;0.38310454065469907
S028;238;F11->gamma;1;0.8257575757575758
S028;240;F11->gamma;0;0.7661406025824964
S028;243;F11->gamma;0;0.5990675990675991
S028;245;F11->gamma;0;0.7392592592592593
S028;285;F11->gamma;0;0.3536890370987912
S028;309;F11->gamma;1;0.5393630573248408
S028;312;F11->gamma;1;0.759493670886076
S028;325;F11->gamma;1;0.23753382296095865
S028;369;F11->gamma;1;0.38310454065469907
S028;371;F11->gamma;1;0.38310454065469907
S028;424;F11->gamma;0;0.1547768043387568
S028;426;F11->gamma;0;0.23753382296095865
S028;443;F11->gamma;0;0.5393630573248408
S028;452;F11->gamma;0;0.759493670886076
S028;549;F11->gamma;0;0.3552465233881163
S028;551;F11->gamma;1;0.1471898197242842
S028;554;F11->gamma;1;0.1471898197242842
S028;637;F11->gamma;1;0.8031189083820662
S028;639;F11->gamma;1;0.5990675990675991
S028;642;F11->gamma;1;0.4819004524886878
S028;644;F11->gamma;1;0.5764192139737991
S028;682;F11->gamma;1;0.27381905524419536
S028;705;F11->gamma;1;0.4316109422492401
S028;747;F11->gamma;1;0.1471898197242842
S028;755;F11->gamma;1;0.38310454065469907
S028;765;F11->gamma;1;0.5744970092441545
S028;802;F11->gamma;0;0.3552465233881163
S028;810;F11->gamma;0;0.1471898197242842
S028;818;F11->gamma;0;0.1471898197242842
S028;892;F11->gamma;0;0.8301245753114382
S028;925;F11->gamma;0;0.23971820258948973
S028;928;F11->gamma;0;0.38310454065469907
S028;1013;F11->gamma;0;0.23753382296095865
S028;1057;F11->gamma;0;0.3536890370987912
S028;1086;F11->gamma;0;0.23753382296095865
S028;1092;F11->gamma;0;0.1547768043387568
S028;1097;F11->gamma;0;0.23753382296095865
S028;1109;F11->gamma;0;0.1547768043387568
S028;1133;F11->gamma;0;0.5393630573248408
S028;1150;F11->gamma;0;0.3536890370987912
S028;1161;F11->gamma;0;0.23753382296095865
S028;1163;F11->gamma;0;0.3536890370987912
S028;1203;F11->gamma;1;0.1547768043387568
S028;1240;F11->gamma;1;0.8257575757575758
S028;1242;F11->gamma;0;0.5540540540540541
S028;1256;F11->gamma;0;0.3751387347391787
S028;1348;F11->gamma;0;0.5393630573248408
S029;29;F11->gamma;1;0.38310454065469907
S029;123;F11->gamma;0;0.1547768043387568
S029;233;F11->gamma;1;0.8301245753114382
S029;271;F11->gamma;1;0.8067456700091158
S029;292;F11->gamma;0;0.26859504132231404
S029;297;F11->gamma;0;0.23753382296095865
S029;314;F11->gamma;1;0.759493670886076
S029;345;F11->gamma;1;0.3552465233881163
S029;365;F11->gamma;1;0.6926406926406926
S029;389;F11->gamma;0;0.5990675990675991
S029;399;F11->gamma;0;0.4715969989281886
S029;415;F11->gamma;0;0.23753382296095865
S029;423;F11->gamma;0;0.1547768043387568
S029;451;F11->gamma;0;0.1547768043387568
S029;453;F11->gamma;0;0.23753382296095865
S029;458;F11->gamma;0;0.1547768043387568
S029;481;F11->gamma;0;0.1547768043387568
S029;584;F11->gamma;1;0.759493670886076
S029;587;F11->gamma;1;0.7661406025824964
S029;589;F11->gamma;1;0.8257575757575758
S029;615;F11->gamma;0;0.5393630573248408
S029;661;F11->gamma;1;0.7858376511226253
S029;673;F11->gamma;0;0.27941176470588236
S029;685;F11->gamma;0;0.1547768043387568
S029;697;F11->gamma;0;0.1547768043387568
S029;699;F11->gamma;0;0.1547768043387568
S029;733;F11->gamma;0;0.5393630573248408
S029;867;F11->gamma;1;0.759493670886076
S029;877;F11->gamma;0;0.5766129032258065
S029;976;F11->gamma;0;0.3536890370987912
S029;1107;F11->gamma;1;0.5393630573248408
S029;1120;F11->gamma;1;0.7435508345978755
S029;1137;F11->gamma;1;0.7858376511226253
S029;1147;F11->gamma;1;0.5744970092441545
S029;1216;F11->gamma;0;0.38310454065469907
S029;1332;F11->gamma;0;0.7858376511226253
S029;1365;F11->gamma;1;0.8652019002375297
S029;1379;F11->gamma;1;0.8257575757575758
S029;1389;F11->gamma;1;0.27941176470588236
S030;46;F11->gamma;1;0.4377224199288256
S030;68;F11->gamma;0;0.4316109422492401
S030;81;F11->gamma;1;0.23753382296095865
S030;139;F11->gamma;1;0.759493670886076
S030;144;F11->gamma;1;0.8652019002375297
S030;147;F11->gamma;1;0.5766129032258065
S030;149;F11->gamma;1;0.5948795180722891
S030;165;F11->gamma;0;0.26859504132231404
S030;190;F11->gamma;0;0.23753382296095865
S030;206;F11->gamma;0;0.3536890370987912
S030;233;F11->gamma;0;0.5393630573248408
S030;256;F11->gamma;1;0.5393630573248408
S030;268;F11->gamma;1;0.759493670886076
S030;285;F11->gamma;1;0.4715969989281886
S030;287;F11->gamma;1;0.3751387347391787
S030;290;F11->gamma;1;0.3751387347391787
S030;360;F11->gamma;1;0.3751387347391787
S030;414;F11->gamma;0;0.38310454065469907
S030;435;F11->gamma;0;0.1471898197242842
S030;448;F11->gamma;0;0.1471898197242842
S030;464;F11->gamma;0;0.38310454065469907
S030;517;F11->gamma;0;0.38310454065469907
S030;525;F11->gamma;0;0.23971820258948973
S030;532;F11->gamma;0;0.1471898197242842
S030;534;F11->gamma;0;0.1471898197242842
S030;601;F11->gamma;0;0.23971820258948973
S030;719;F11->gamma;1;0.5393630573248408
S030;727;F11->gamma;1;0.3536890370987912
S030;764;F11->gamma;0;0.4819004524886878
S030;772;F11->gamma;0;0.5764192139737991
S030;784;F11->gamma;0;0.23753382296095865
S030;849;F11->gamma;0;0.23971820258948973
S030;860;F11->gamma;0;0.5744970092441545
S030;877;F11->gamma;0;0.38310454065469907
S030;933;F11->gamma;0;0.23971820258948973
S030;942;F11->gamma;0;0.38310454065469907
S030;978;F11->gamma;1;0.5744970092441545
S030;1018;F11->gamma;0;0.23753382296095865
S030;1064;F11->gamma;0;0.5393630573248408
S030;1070;F11->gamma;0;0.5393630573248408
S030;1078;F11->gamma;0;0.3536890370987912
S030;1163;F11->gamma;1;0.23753382296095865
S030;1202;F11->gamma;1;0.8257575757575758
S030;1207;F11->gamma;1;0.7435508345978755
S031;6;F11->gamma;1;0.30523255813953487
S031;40;F11->gamma;0;0.6009070294784581
S031;134;F11->gamma;1;0.5744970092441545
S031;164;F11->gamma;0;0.26859504132231404
S031;211;F11->gamma;0;0.23753382296095865
S031;262;F11->gamma;1;0.5393630573248408
S031;264;F11->gamma;1;0.3536890370987912
S031;269;F11->gamma;1;0.5393630573248408
S031;319;F11->gamma;1;0.4377224199288256
S031;331;F11->gamma;1;0.4715969989281886
S031;432;F11->gamma;0;0.23971820258948973
S031;471;F11->gamma;0;0.5990675990675991
S031;473;F11->gamma;0;0.5905044510385756
S031;478;F11->gamma;0;0.26859504132231404
S031;498;F11->gamma;0;0.23753382296095865
S031;575;F11->gamma;1;0.8652019002375297
S031;636;F11->gamma;0;0.5948795180722891
S031;673;F11->gamma;1;0.23971820258948973
S031;797;F11->gamma;1;0.3536890370987912
S031;802;F11->gamma;1;0.5393630573248408
S031;808;F11->gamma;1;0.1547768043387568
S031;814;F11->gamma;1;0.23753382296095865
S031;826;F11->gamma;1;0.8031189083820662
S031;828;F11->gamma;1;0.6502057613168725
S031;865;F11->gamma;0;0.23753382296095865
S031;911;F11->gamma;1;0.759493670886076
S031;921;F11->gamma;1;0.7818471337579618
S031;924;F11->gamma;1;0.8652019002375297
S031;939;F11->gamma;1;0.8652019002375297
S031;974;F11->gamma;0;0.23971820258948973
S031;994;F11->gamma;1;0.1471898197242842
S031;999;F11->gamma;1;0.1471898197242842
S031;1105;F11->gamma;1;0.759493670886076
S031;1131;F11->gamma;0;0.6949685534591195
S031;1150;F11->gamma;0;0.1471898197242842
S031;1246;F11->gamma;1;0.23753382296095865
S031;1350;F11->gamma;0;0.23753382296095865
S031;1381;F11->gamma;0;0.3536890370987912
S032;40;F11->gamma;0;0.23753382296095865
S032;211;F11->gamma;0;0.23971820258948973
S032;314;F11->gamma;0;0.23753382296095865
S032;363;F11->gamma;0;0.4377224199288256
S032;372;F11->gamma;0;0.6009070294784581
S032;393;F11->gamma;0;0.1471898197242842
S032;447;F11->gamma;1;0.38310454065469907
S032;461;F11->gamma;1;0.5744970092441545
S032;463;F11->gamma;1;0.5744970092441545
S032;518;F11->gamma;0;0.4316109422492401
S032;523;F11->gamma;0;0.26859504132231404
S032;531;F11->gamma;0;0.23753382296095865
S032;593;F11->gamma;0;0.1547768043387568
S032;631;F11->gamma;0;0.23753382296095865
S032;645;F11->gamma;1;0.5393630573248408
S032;659;F11->gamma;1;0.759493670886076
S032;678;F11->gamma;0;0.5766129032258065
S032;680;F11->gamma;0;0.5470249520153551
S032;690;F11->gamma;1;0.6009070294784581
S032;719;F11->gamma;1;0.6502057613168725
S032;775;F11->gamma;0;0.3552465233881163
S032;783;F11->gamma;1;0.23971820258948973
S032;785;F11->gamma;1;0.5744970092441545
S032;792;F11->gamma;1;0.38310454065469907
S032;807;F11->gamma;1;0.8301245753114382
S032;814;F11->gamma;1;0.8652019002375297
S032;844;F11->gamma;1;0.3536890370987912
S032;959;F11->gamma;0;0.1471898197242842
S032;1034;F11->gamma;0;0.3536890370987912
S032;1077;F11->gamma;0;0.1547768043387568
S032;1118;F11->gamma;0;0.23753382296095865
S032;1120;F11->gamma;0;0.23753382296095865
S032;1128;F11->gamma;0;0.23753382296095865
S032;1146;F11->gamma;1;0.5393630573248408
S032;1176;F11->gamma;1;0.8067456700091158
S032;1190;F11->gamma;1;0.7818471337579618
S032;1328;F11->gamma;1;0.7906976744186046
S033;9;F11->gamma;1;0.8067456700091158
S033;51;F11->gamma;1;0.6949685534591195
S033;54;F11->gamma;1;0.6502057613168725
S033;56;F11->gamma;1;0.8067456700091158
S033;72;F11->gamma;1;0.26859504132231404
S033;157;F11->gamma;0;0.23971820258948973
S033;165;F11->gamma;0;0.38310454065469907
S033;229;F11->gamma;0;0.4715969989281886
S033;261;F11->gamma;1;0.3536890370987912
S033;302;F11->gamma;0;0.3552465233881163
S033;342;F11->gamma;0;0.1471898197242842
S033;421;F11->gamma;0;0.38310454065469907
S033;475;F11->gamma;1;0.8301245753114382
S033;528;F11->gamma;0;0.23753382296095865
S033;572;F11->gamma;0;0.1547768043387568
S033;624;F11->gamma;0;0.23753382296095865
S033;657;F11->gamma;1;0.1547768043387568
S033;666;F11->gamma;1;0.1547768043387568
S033;704;F11->gamma;1;0.8301245753114382
S033;808;F11->gamma;0;0.5393630573248408
S033;878;F11->gamma;1;0.3536890370987912
S033;938;F11->gamma;0;0.6009070294784581
S033;951;F11->gamma;0;0.23971820258948973
S033;954;F11->gamma;0;0.23971820258948973
S033;1006;F11->gamma;0;0.23971820258948973
S033;1008;F11->gamma;0;0.23971820258948973
S033;1038;F11->gamma;0;0.1471898197242842
S033;1115;F11->gamma;0;0.8301245753114382
S033;1194;F11->gamma;0;0.23753382296095865
S033;1201;F11->gamma;0;0.23753382296095865
S033;1204;F11->gamma;0;0.23753382296095865
S033;1337;F11->gamma;0;0.4377224199288256
S034;45;F11->gamma;1;0.1547768043387568
S034;85;F11->gamma;0;0.8257575757575758
S034;109;F11->gamma;0;0.23971820258948973
S034;112;F11->gamma;0;0.23971820258948973
S034;117;F11->gamma;0;0.38310454065469907
S034;187;F11->gamma;0;0.1547768043387568
S034;323;F11->gamma;1;0.23753382296095865
S034;370;F11->gamma;0;0.3536890370987912
S034;380;F11->gamma;0;0.3536890370987912
S034;404;F11->gamma;1;0.5393630573248408
S034;428;F11->gamma;0;0.5470249520153551
S034;430;F11->gamma;0;0.3552465233881163
S034;601;F11->gamma;1;0.8652019002375297
S034;723;F11->gamma;1;0.5905044510385756
S034;743;F11->gamma;1;0.26859504132231404
S034;767;F11->gamma;1;0.4563106796116505
S034;799;F11->gamma;1;0.5990675990675991
S034;801;F11->gamma;1;0.6666666666666666
S034;921;F11->gamma;1;0.7371134020618557
S034;969;F11->gamma;0;0.23971820258948973
S034;984;F11->gamma;0;0.1471898197242842
S034;1043;F11->gamma;0;0.5764192139737991
S034;1049;F11->gamma;0;0.1547768043387568
S034;1058;F11->gamma;0;0.23753382296095865
S034;1064;F11->gamma;0;0.5393630573248408
S034;1070;F11->gamma;0;0.3536890370987912
S034;1101;F11->gamma;1;0.759493670886076
S034;1124;F11->gamma;1;0.7435508345978755
S034;1325;F11->gamma;0;0.23753382296095865
S034;1327;F11->gamma;0;0.3536890370987912
S034;1359;F11->gamma;0;0.7906976744186046
S034;1404;F11->gamma;1;0.7371134020618557
S035;18;F11->gamma;0;0.26859504132231404
S035;59;F11->gamma;0;0.3536890370987912
S035;80;F11->gamma;0;0.5393630573248408
S035;124;F11->gamma;0;0.3536890370987912
S035;147;F11->gamma;0;0.23753382296095865
S035;363;F11->gamma;1;0.23753382296095865
S035;419;F11->gamma;0;0.5764192139737991
S035;425;F11->gamma;0;0.7371134020618557
S035;548;F11->gamma;0;0.3536890370987912
S035;580;F11->gamma;1;0.23753382296095865
S035;599;F11->gamma;1;0.5393630573248408
S035;643;F11->gamma;1;0.7392592592592593
S035;673;F11->gamma;1;0.4155405405405405
S035;814;F11->gamma;0;0.23753382296095865
S035;822;F11->gamma;0;0.1547768043387568
S035;938;F11->gamma;0;0.7906976744186046
S035;980;F11->gamma;1;0.6009070294784581
S035;1032;F11->gamma;1;0.5905044510385756
S035;1062;F11->gamma;0;0.23971820258948973
S035;1117;F11->gamma;1;0.8257575757575758
S035;1145;F11->gamma;1;0.5990675990675991
S035;1147;F11->gamma;1;0.5905044510385756
S035;1197;F11->gamma;1;0.4377224199288256
S035;1202;F11->gamma;0;0.8067456700091158
S036;48;F11->gamma;0;0.26859504132231404
S036;65;F11->gamma;0;0.3536890370987912
S036;68;F11->gamma;0;0.3536890370987912
S036;70;F11->gamma;0;0.3536890370987912
S036;86;F11->gamma;0;0.23753382296095865
S036;101;F11->gamma;1;0.3536890370987912
S036;137;F11->gamma;1;0.7371134020618557
S036;211;F11->gamma;1;0.38310454065469907
S036;230;F11->gamma;0;0.6502057613168725
S036;249;F11->gamma;0;0.38310454065469907
S036;321;F11->gamma;0;0.1547768043387568
S036;348;F11->gamma;1;0.5393630573248408
S036;410;F11->gamma;1;0.7858376511226253
S036;422;F11->gamma;0;0.7661406025824964
S036;442;F11->gamma;0;0.1547768043387568
S036;519;F11->gamma;1;0.8652019002375297
S036;521;F11->gamma;1;0.7661406025824964
S036;541;F11->gamma;1;0.6870748299319728
S036;544;F11->gamma;1;0.5990675990675991
S036;546;F11->gamma;1;0.8652019002375297
S036;549;F11->gamma;1;0.8652019002375297
S036;576;F11->gamma;1;0.1547768043387568
S036;608;F11->gamma;1;0.5764192139737991
S036;744;F11->gamma;0;0.8031189083820662
S036;746;F11->gamma;0;0.7435508345978755
S036;749;F11->gamma;0;0.7392592592592593
S036;793;F11->gamma;0;0.23753382296095865
S036;812;F11->gamma;0;0.1547768043387568
S036;833;F11->gamma;0;0.23753382296095865
S036;890;F11->gamma;1;0.6949685534591195
S036;1013;F11->gamma;1;0.8067456700091158
S036;1026;F11->gamma;1;0.4316109422492401
S036;1029;F11->gamma;1;0.4715969989281886
S036;1031;F11->gamma;1;0.3751387347391787
S036;1054;F11->gamma;0;0.4715969989281886
S036;1132;F11->gamma;0;0.1471898197242842
S036;1172;F11->gamma;0;0.23971820258948973
S036;1187;F11->gamma;0;0.23971820258948973
S036;1203;F11->gamma;0;0.5744970092441545
S036;1225;F11->gamma;0;0.38310454065469907
S036;1227;F11->gamma;0;0.38310454065469907
S036;1239;F11->gamma;1;0.23971820258948973
S036;1351;F11->gamma;1;0.759493670886076
S036;1356;F11->gamma;1;0.759493670886076
S036;1383;F11->gamma;1;0.5550660792951542
S036;1399;F11->gamma;1;0.7371134020618557
S037;6;F11->gamma;0;0.30523255813953487
S037;8;F11->gamma;0;0.30523255813953487
S037;161;F11->gamma;1;0.23971820258948973
S037;206;F11->gamma;0;0.8067456700091158
S037;265;F11->gamma;0;0.8257575757575758
S037;307;F11->gamma;1;0.5744970092441545
S037;317;F11->gamma;1;0.8652019002375297
S037;368;F11->gamma;1;0.6009070294784581
S037;383;F11->gamma;1;0.5766129032258065
S037;385;F11->gamma;1;0.7818471337579618
S037;430;F11->gamma;1;0.4377224199288256
S037;458;F11->gamma;0;0.8301245753114382
S037;460;F11->gamma;0;0.5744970092441545
S037;533;F11->gamma;0;0.1547768043387568
S037;535;F11->gamma;0;0.1547768043387568
S037;553;F11->gamma;0;0.1547768043387568
S037;586;F11->gamma;0;0.3536890370987912
S037;644;F11->gamma;0;0.5833333333333334
S037;660;F11->gamma;0;0.4377224199288256
S037;697;F11->gamma;0;0.1471898197242842
S037;790;F11->gamma;1;0.5905044510385756
S037;813;F11->gamma;0;0.3552465233881163
S037;877;F11->gamma;1;0.7435508345978755
S037;879;F11->gamma;1;0.7392592592592593
S037;896;F11->gamma;1;0.7818471337579618
S037;898;F11->gamma;1;0.7818471337579618
S037;903;F11->gamma;1;0.7661406025824964
S037;960;F11->gamma;0;0.23971820258948973
S037;984;F11->gamma;0;0.23971820258948973
S037;989;F11->gamma;0;0.38310454065469907
S037;1003;F11->gamma;0;0.23971820258948973
S037;1091;F11->gamma;0;0.3536890370987912
S037;1093;F11->gamma;0;0.3536890370987912
S037;1197;F11->gamma;0;0.3536890370987912
S037;1212;F11->gamma;0;0.5393630573248408
S037;1242;F11->gamma;0;0.5393630573248408
S037;1245;F11->gamma;0;0.3536890370987912
S037;1250;F11->gamma;0;0.5393630573248408
S037;1411;F11->gamma;0;0.23753382296095865
S038;46;F11->gamma;0;0.23971820258948973
S038;63;F11->gamma;0;0.38310454065469907
S038;196;F11->gamma;0;0.23971820258948973
S038;222;F11->gamma;0;0.5744970092441545
S038;294;F11->gamma;0;0.8257575757575758
S038;343;F11->gamma;0;0.1471898197242842
S038;345;F11->gamma;0;0.1471898197242842
S038;375;F11->gamma;0;0.1471898197242842
S038;401;F11->gamma;0;0.23971820258948973
S038;430;F11->gamma;1;0.5744970092441545
S038;432;F11->gamma;1;0.8301245753114382
S038;501;F11->gamma;0;0.4715969989281886
S038;518;F11->gamma;0;0.3536890370987912
S038;523;F11->gamma;1;0.759493670886076
S038;611;F11->gamma;0;0.1547768043387568
S038;634;F11->gamma;1;0.5393630573248408
S038;645;F11->gamma;1;0.759493670886076
S038;653;F11->gamma;1;0.759493670886076
S038;687;F11->gamma;0;0.1471898197242842
S038;754;F11->gamma;1;0.38310454065469907
S038;768;F11->gamma;1;0.5744970092441545
S038;920;F11->gamma;0;0.23971820258948973
S038;1036;F11->gamma;1;0.7435508345978755
S038;1048;F11->gamma;0;0.6949685534591195
S038;1085;F11->gamma;0;0.1471898197242842
S038;1093;F11->gamma;0;0.1471898197242842
S038;1133;F11->gamma;1;0.23971820258948973
S038;1144;F11->gamma;1;0.38310454065469907
S038;1149;F11->gamma;1;0.5744970092441545
S038;1179;F11->gamma;0;0.23753382296095865
S038;1249;F11->gamma;1;0.23753382296095865
S038;1352;F11->gamma;0;0.6502057613168725
S038;1400;F11->gamma;0;0.1471898197242842
S039;39;F11->gamma;0;0.23971820258948973
S039;44;F11->gamma;0;0.23971820258948973
S039;104;F11->gamma;0;0.6009070294784581
S039;136;F11->gamma;1;0.23971820258948973
S039;138;F11->gamma;1;0.38310454065469907
S039;155;F11->gamma;0;0.5905044510385756
S039;158;F11->gamma;0;0.5905044510385756
S039;160;F11->gamma;0;0.4715969989281886
S039;169;F11->gamma;0;0.1547768043387568
S039;171;F11->gamma;0;0.23753382296095865
S039;178;F11->gamma;0;0.3536890370987912
S039;180;F11->gamma;0;0.23753382296095865
S039;183;F11->gamma;0;0.23753382296095865
S039;185;F11->gamma;0;0.3536890370987912
S039;247;F11->gamma;0;0.5393630573248408
S039;388;F11->gamma;0;0.4715969989281886
S039;513;F11->gamma;0;0.1471898197242842
S039;531;F11->gamma;0;0.23971820258948973
S039;536;F11->gamma;0;0.23971820258948973
S039;557;F11->gamma;1;0.23971820258948973
S039;586;F11->gamma;1;0.8257575757575758
S039;589;F11->gamma;1;0.7906976744186046
S039;591;F11->gamma;0;0.8652019002375297
S039;681;F11->gamma;0;0.23753382296095865
S039;700;F11->gamma;0;0.1547768043387568
S039;710;F11->gamma;0;0.1547768043387568
S039;721;F11->gamma;0;0.3536890370987912
S039;745;F11->gamma;1;0.3536890370987912
S039;747;F11->gamma;1;0.5393630573248408
S039;791;F11->gamma;1;0.1547768043387568
S039;797;F11->gamma;1;0.1547768043387568
S039;831;F11->gamma;0;0.4377224199288256
S039;884;F11->gamma;1;0.38310454065469907
S039;909;F11->gamma;1;0.8301245753114382
S039;925;F11->gamma;0;0.26859504132231404
S039;965;F11->gamma;0;0.23753382296095865
S039;970;F11->gamma;0;0.23753382296095865
S039;1008;F11->gamma;1;0.5393630573248408
S039;1035;F11->gamma;0;0.7858376511226253
S039;1058;F11->gamma;0;0.38310454065469907
S039;1094;F11->gamma;1;0.23971820258948973
S039;1328;F11->gamma;1;0.5393630573248408
S039;1330;F11->gamma;1;0.5393630573248408
S039;1381;F11->gamma;1;0.6009070294784581
S039;1390;F11->gamma;0;0.4155405405405405
S040;10;F11->gamma;1;0.4377224199288256
S040;34;F11->gamma;0;0.3536890370987912
S040;45;F11->gamma;1;0.1547768043387568
S040;173;F11->gamma;1;0.7906976744186046
S040;189;F11->gamma;1;0.5948795180722891
S040;203;F11->gamma;1;0.8067456700091158
S040;212;F11->gamma;0;0.5470249520153551
S040;215;F11->gamma;0;0.6009070294784581
S040;238;F11->gamma;0;0.1471898197242842
S040;315;F11->gamma;0;0.4155405405405405
S040;340;F11->gamma;0;0.23971820258948973
S040;381;F11->gamma;0;0.1471898197242842
S040;400;F11->gamma;0;0.1471898197242842
S040;427;F11->gamma;1;0.38310454065469907
S040;429;F11->gamma;1;0.38310454065469907
S040;452;F11->gamma;1;0.7392592592592593
S040;455;F11->gamma;1;0.8652019002375297
S040;477;F11->gamma;1;0.8652019002375297
S040;521;F11->gamma;0;0.1471898197242842
S040;528;F11->gamma;0;0.1471898197242842
S040;539;F11->gamma;0;0.23971820258948973
S040;573;F11->gamma;0;0.5744970092441545
S040;730;F11->gamma;1;0.7818471337579618
S040;831;F11->gamma;1;0.8301245753114382
S040;837;F11->gamma;0;0.7661406025824964
S040;869;F11->gamma;0;0.759493670886076
S040;936;F11->gamma;1;0.5744970092441545
S040;965;F11->gamma;1;0.5764192139737991
S040;1022;F11->gamma;1;0.23753382296095865
S040;1025;F11->gamma;1;0.3536890370987912
S040;1067;F11->gamma;1;0.7371134020618557
