segment;pas;succes
S031;1169;1
S031;1229;0
S031;1349;1
S031;1409;1
S032;29;1
S032;89;1
S032;149;1
S032;209;1
S032;269;1
S032;329;1
S032;389;1
S032;449;1
S032;509;1
S032;569;1
S032;629;1
S032;689;1
S032;749;0
S032;809;1
S032;869;1
S032;929;1
S032;989;1
S032;1049;0
S032;1109;1
S032;1169;1
S032;1229;0
S032;1349;0
S032;1409;1
S033;29;1
S033;89;1
S033;149;1
S033;209;1
S033;269;0
S033;329;1
S033;389;1
S033;449;0
S033;509;1
S033;569;1
S033;629;0
S033;689;0
S033;749;1
S033;809;1
S033;869;0
S033;929;1
S033;989;1
S033;1049;0
S033;1109;1
S033;1169;1
S033;1229;0
S033;1349;0
S033;1409;1
S034;29;1
S034;89;0
S034;149;1
S034;209;1
S034;269;1
S034;329;1
S034;389;1
S034;449;1
S034;509;1
S034;569;1
S034;629;1
S034;689;1
S034;749;1
S034;809;1
S034;869;0
S034;929;1
S034;989;1
S034;1049;0
S034;1109;0
S034;1169;1
S034;1229;1
S034;1349;0
S034;1409;0
S035;29;1
S035;89;1
S035;149;1
S035;209;0
S035;269;1
S035;329;1
S035;389;1
S035;449;0
S035;509;0
S035;569;1
S035;629;1
S035;689;1
S035;749;1
S035;809;1
S035;869;1
S035;929;0
S035;989;1
S035;1049;0
S035;1109;1
S035;1169;1
S035;1229;1
S036;29;0
S036;89;0
S036;149;1
S036;209;1
S036;269;1
S036;329;1
S036;389;1
S036;449;1
S036;509;0
S036;569;1
S036;629;0
S036;689;1
S036;749;1
S036;809;1
S036;869;1
S036;929;0
S036;989;1
S036;1049;0
S036;1109;1
S036;1169;0
S036;1229;1
S036;1349;1
S036;1409;1
S037;29;1
S037;89;1
S037;149;1
S037;209;1
S037;269;1
S037;329;1
S037;389;1
S037;449;0
S037;509;1
S037;569;1
S037;629;1
S037;689;1
S037;749;1
S037;809;1
S037;869;1
S037;929;1
S037;989;1
S037;1049;0
S037;1109;1
S037;1169;0
S037;1229;0
S037;1349;0
S037;1409;1
S038;29;1
S038;89;1
S038;149;1
S038;209;1
S038;269;0
S038;329;1
S038;389;0
S038;449;1
S038;509;1
S038;569;1
S038;629;1
S038;689;0
S038;749;1
S038;809;1
S038;869;0
S038;929;1
S038;989;1
S038;1049;0
S038;1109;1
S038;1169;1
S038;1229;0
S038;1349;1
S038;1409;0
S039;29;0
S039;89;0
S039;149;1
S039;209;0
S039;269;0
S039;329;1
S039;389;1
S039;449;0
S039;509;1
S039;569;1
S039;629;1
S039;689;1
S039;749;1
S039;809;1
S039;869;1
S039;929;1
S039;989;1
S039;1049;0
S039;1109;1
S039;1169;1
S039;1229;1
S039;1349;1
S039;1409;0
S040;29;1
S040;89;1
S040;149;1
S040;209;1
S040;269;1
S040;329;1
S040;389;1
S040;449;0
S040;509;0
S040;569;1
S040;629;0
S040;689;1
S040;749;0
S040;809;1
S040;869;1
S040;929;1
S040;989;1
S040;1049;0
S040;1109;0
S040;1169;1
S040;1229;0
S041;29;1
S041;89;1
S041;149;1
S041;209;0
S041;269;0
S041;329;1
S041;389;0
S041;449;0
S041;509;1
S041;569;1
S041;629;1
S041;689;1
S041;749;1
S041;809;1
S041;869;1
S041;929;1
S041;989;1
S041;1049;0
S041;1109;1
S041;1169;1
S041;1229;0
S041;1349;1
S041;1409;1
S042;29;0
S042;89;0
S042;149;1
S042;209;0
S042;269;1
S042;329;1
S042;389;0
S042;449;1
S042;509;1
S042;569;1
S042;629;1
S042;689;0
S042;749;1
S042;809;1
S042;869;1
S042;929;1
S042;989;1
S042;1049;0
S042;1109;1
S042;1169;1
S042;1229;0
S042;1349;0
S042;1409;0
S043;29;1
S043;89;1
S043;149;1
S043;209;1
S043;269;0
S043;329;1
S043;389;1
S043;449;1
S043;509;1
S043;569;1
S043;629;1
S043;689;0
S043;749;0
S043;809;1
S043;869;1
S043;929;1
S043;989;1
S043;1049;0
S043;1109;0
S043;1169;1
S043;1229;0
S043;1349;1
S043;1409;0
S044;29;1
S044;89;1
S044;149;1
S044;209;0
S044;269;1
S044;329;1
S044;389;1
S044;449;1
S044;509;0
S044;569;1
S044;629;0
S044;689;1
S044;749;1
S044;809;1
S044;869;1
S044;929;1
S044;989;1
S044;1049;0
S044;1109;1
S044;1169;1
S044;1229;1
S044;1349;0
S044;1409;0
S045;29;1
S045;89;1
S045;149;1
S045;209;1
S045;269;1
S045;329;1
S045;389;1
S045;449;0
S045;509;0
S045;569;1
S045;629;0
S045;689;1
S045;749;1
S045;809;1
S045;869;1
S045;929;1
S045;989;1
S045;1049;0
S045;1109;0
S045;1169;1
S045;1229;1
S046;29;1
S046;89;1
S046;149;1
S046;209;0
S046;269;0
S046;329;1
S046;389;1
S046;449;1
S046;509;0
S046;569;1
S046;629;0
S046;689;1
S046;749;0
S046;809;1
S046;869;1
S046;929;1
S046;989;1
S046;1049;0
S046;1109;1
S046;1169;1
S046;1229;1
S046;1349;1
S046;1409;1
S047;29;1
S047;89;0
S047;149;1
S047;209;1
S047;269;1
S047;329;1
S047;389;1
S047;449;1
S047;509;0
S047;569;0
S047;629;1
S047;689;1
S047;749;1
S047;809;1
S047;869;1
S047;929;1
S047;989;1
S047;1049;0
S047;1109;0
S047;1169;1
S047;1229;0
S047;1349;1
S047;1409;0
S048;29;1
S048;89;1
S048;149;1
S048;209;1
S048;269;1
S048;329;1
S048;389;1
S048;449;1
S048;509;1
S048;569;1
S048;629;1
S048;689;1
S048;749;1
S048;809;1
S048;869;0
S048;929;1
S048;989;1
S048;1049;0
S048;1109;1
S048;1169;1
S048;1229;1
S048;1349;1
S048;1409;1
S049;29;1
S049;89;1
S049;149;1
S049;209;0
S049;269;0
S049;329;1
S049;389;1
S049;449;1
S049;509;1
S049;569;1
S049;629;0
S049;689;1
S049;749;1
S049;809;1
S049;869;1
S049;929;1
S049;989;1
S049;1049;0
S049;1109;1
S049;1169;1
S049;1229;1
S049;1349;1
S049;1409;0
S050;29;0
S050;89;1
S050;149;1
S050;209;0
S050;269;1
S050;329;1
S050;389;1
S050;449;1
S050;509;0
S050;569;1
S050;629;1
S050;689;1
S050;749;0
S050;809;1
S050;869;1
S050;929;1
S050;989;1
S050;1049;0
S050;1109;1
S050;1169;1
S050;1229;1
