segment;pas;capteur;succes;attendu
S037;220;beta;0;0.33653846153846156
S037;256;beta;0;0.1711054359722729
S037;259;beta;0;0.040413533834586464
S037;264;beta;0;0.33653846153846156
S037;312;beta;0;0.09226770630279402
S037;317;beta;0;0.33653846153846156
S037;354;beta;1;0.33653846153846156
S037;355;beta;1;0.33653846153846156
S037;356;beta;1;0.33653846153846156
S037;357;beta;0;0.040413533834586464
S037;389;beta;0;0.1711054359722729
S037;406;beta;1;0.1711054359722729
S037;407;beta;0;0.33653846153846156
S037;409;beta;0;0.09226770630279402
S037;414;beta;0;0.03341508277130595
S037;418;beta;0;0.33653846153846156
S037;433;beta;0;0.33653846153846156
S037;436;beta;1;0.33653846153846156
S037;437;beta;1;0.33653846153846156
S037;438;beta;0;0.004784688995215311
S037;503;beta;0;0.09226770630279402
S037;511;beta;1;0.33653846153846156
S037;512;beta;0;0.006015037593984963
S037;515;beta;1;0.33653846153846156
S037;516;beta;0;0.005394066526820497
S037;645;beta;0;0.040413533834586464
S037;785;beta;0;0.33653846153846156
S037;787;beta;0;0.1711054359722729
S037;791;beta;0;0.33653846153846156
S037;800;beta;0;0.005394066526820497
S037;877;beta;1;0.33653846153846156
S037;878;beta;0;0.33653846153846156
S037;916;beta;0;0.1711054359722729
S037;938;beta;0;0.03341508277130595
S037;979;beta;1;0.33653846153846156
S037;980;beta;0;0.1711054359722729
S037;1077;beta;0;0.33653846153846156
S037;1347;beta;1;0.1711054359722729
S037;1348;beta;1;0.33653846153846156
S037;1349;beta;0;0.09226770630279402
S037;1376;beta;0;0.33653846153846156
S038;18;beta;1;0.33653846153846156
S038;19;beta;0;0.33653846153846156
S038;21;beta;0;0.33653846153846156
S038;494;beta;0;0.09226770630279402
S038;655;beta;0;0.1711054359722729
S038;830;beta;1;0.33653846153846156
S038;831;beta;0;0.33653846153846156
S038;962;beta;0;0.33653846153846156
S038;967;beta;1;0.33653846153846156
S038;968;beta;1;0.33653846153846156
S038;969;beta;0;0.33653846153846156
S038;971;beta;0;0.33653846153846156
S038;976;beta;0;0.33653846153846156
S038;978;beta;0;0.33653846153846156
S038;982;beta;0;0.33653846153846156
S038;1006;beta;0;0.33653846153846156
S038;1011;beta;0;0.33653846153846156
S038;1015;beta;0;0.09226770630279402
S038;1048;beta;1;0.33653846153846156
S038;1049;beta;0;0.33653846153846156
S038;1053;beta;0;0.33653846153846156
S038;1160;beta;1;0.33653846153846156
S038;1161;beta;0;0.33653846153846156
S038;1171;beta;0;0.1711054359722729
S038;1180;beta;1;0.33653846153846156
S038;1181;beta;0;0.33653846153846156
S038;1184;beta;1;0.33653846153846156
S038;1185;beta;0;0.33653846153846156
S038;1321;beta;1;0.33653846153846156
S038;1322;beta;0;0.1711054359722729
S038;1372;beta;1;0.33653846153846156
S038;1373;beta;0;0.33653846153846156
S038;1377;beta;0;0.33653846153846156
S039;150;beta;0;0.1711054359722729
S039;158;beta;1;0.33653846153846156
S039;159;beta;0;0.33653846153846156
S039;341;beta;0;0.33653846153846156
S039;370;beta;0;0.33653846153846156
S039;428;beta;0;0.33653846153846156
S039;455;beta;0;0.33653846153846156
S039;474;beta;0;0.1711054359722729
S039;605;beta;1;0.33653846153846156
S039;606;beta;1;0.33653846153846156
S039;607;beta;0;0.33653846153846156
S039;609;beta;1;0.33653846153846156
S039;610;beta;0;0.1711054359722729
S039;751;beta;0;0.09226770630279402
S039;766;beta;0;0.1711054359722729
S039;817;beta;0;0.1711054359722729
S039;916;beta;0;0.33653846153846156
S039;1070;beta;0;0.33653846153846156
S039;1164;beta;0;0.005394066526820497
S039;1193;beta;0;0.0002981514609421586
S039;1213;beta;1;0.1711054359722729
S039;1214;beta;0;0.1711054359722729
S039;1220;beta;0;0.1711054359722729
S039;1344;beta;0;0.33653846153846156
S039;1354;beta;0;0.33653846153846156
S039;1368;beta;1;0.33653846153846156
S039;1369;beta;1;0.33653846153846156
S039;1370;beta;0;0.33653846153846156
S039;1376;beta;0;0.33653846153846156
S039;1380;beta;0;0.33653846153846156
S039;1383;beta;1;0.1711054359722729
S039;1384;beta;0;0.040413533834586464
S040;15;beta;0;0.33653846153846156
S040;17;beta;1;0.33653846153846156
S040;18;beta;0;0.040413533834586464
S040;20;beta;0;0.040413533834586464
S040;23;beta;0;0.03341508277130595
S040;29;beta;1;0.33653846153846156
S040;30;beta;0;0.040413533834586464
S040;67;beta;0;0.040413533834586464
S040;69;beta;0;0.33653846153846156
S040;73;beta;0;0.33653846153846156
S040;84;beta;0;0.09226770630279402
S040;87;beta;0;0.040413533834586464
S040;90;beta;0;0.006015037593984963
S040;92;beta;1;0.33653846153846156
S040;93;beta;0;0.09226770630279402
S040;97;beta;1;0.1711054359722729
S040;98;beta;1;0.09226770630279402
S040;99;beta;0;0.018490451652015762
S040;725;beta;1;0.33653846153846156
S040;726;beta;1;0.33653846153846156
S040;727;beta;0;0.1711054359722729
S040;729;beta;0;0.1711054359722729
S040;733;beta;0;0.33653846153846156
S040;750;beta;0;0.00029895366218236175
S040;842;beta;0;0.33653846153846156
S040;858;beta;0;0.1711054359722729
S040;878;beta;0;0.33653846153846156
S040;880;beta;0;0.1711054359722729
S040;884;beta;1;0.33653846153846156
S040;885;beta;1;0.33653846153846156
S040;886;beta;0;0.33653846153846156
S040;890;beta;1;0.33653846153846156
S040;891;beta;0;0.33653846153846156
S040;913;beta;0;0.33653846153846156
S040;930;beta;0;0.33653846153846156
S040;932;beta;1;0.33653846153846156
S040;933;beta;0;0.33653846153846156
S040;935;beta;0;0.1711054359722729
S040;951;beta;0;0.03341508277130595
S040;968;beta;1;0.33653846153846156
S040;969;beta;0;0.1711054359722729
S040;1075;beta;0;0.33653846153846156
S040;1077;beta;0;0.33653846153846156
S040;1085;beta;0;0.33653846153846156
S040;1092;beta;0;0.33653846153846156
S040;1116;beta;1;0.33653846153846156
S040;1117;beta;0;0.33653846153846156
S040;1140;beta;0;0.09226770630279402
S040;1210;beta;0;0.1711054359722729
S040;1212;beta;0;0.1711054359722729
S040;1218;beta;0;0.1711054359722729
S040;1239;beta;0;0.33653846153846156
S040;1242;beta;0;0.33653846153846156
S040;1244;beta;1;0.33653846153846156
S040;1245;beta;1;0.33653846153846156
S040;1246;beta;1;0.33653846153846156
S040;1247;beta;0;0.33653846153846156
S040;1252;beta;1;0.33653846153846156
S040;1253;beta;1;0.33653846153846156
S040;1254;beta;1;0.33653846153846156
S040;1255;beta;1;0.33653846153846156
S040;1256;beta;0;0.33653846153846156
S041;8;beta;1;0.33653846153846156
S041;9;beta;1;0.1711054359722729
S041;10;beta;1;0.040413533834586464
S041;11;beta;1;0.018490451652015762
S041;12;beta;0;0.03341508277130595
S041;16;beta;0;0.018490451652015762
S041;19;beta;1;0.03341508277130595
S041;20;beta;0;0.33653846153846156
S041;148;beta;0;0.33653846153846156
S041;150;beta;0;0.09226770630279402
S041;152;beta;1;0.33653846153846156
S041;153;beta;0;0.33653846153846156
S041;162;beta;1;0.33653846153846156
S041;163;beta;0;0.33653846153846156
S041;200;beta;0;0.33653846153846156
S041;204;beta;1;0.33653846153846156
S041;205;beta;0;0.1711054359722729
S041;512;beta;0;0.1711054359722729
S041;778;beta;1;0.33653846153846156
S041;779;beta;0;0.03341508277130595
S041;789;beta;0;0.33653846153846156
S041;802;beta;0;0.002094554159186116
S041;806;beta;1;0.33653846153846156
S041;807;beta;0;0.09226770630279402
S041;809;beta;0;0.03341508277130595
S041;823;beta;0;0.1711054359722729
S041;856;beta;0;0.33653846153846156
S042;61;beta;0;0.09226770630279402
S042;65;beta;0;0.1711054359722729
S042;158;beta;0;0.33653846153846156
S042;160;beta;0;0.040413533834586464
S042;166;beta;0;0.33653846153846156
S042;206;beta;0;0.33653846153846156
S042;213;beta;1;0.33653846153846156
S042;214;beta;0;0.33653846153846156
S042;218;beta;0;0.33653846153846156
S042;221;beta;1;0.33653846153846156
S042;222;beta;0;0.1711054359722729
S042;273;beta;1;0.33653846153846156
S042;274;beta;0;0.03341508277130595
S042;506;beta;0;0.09226770630279402
S042;815;beta;1;0.1711054359722729
S042;816;beta;0;0.006015037593984963
S042;831;beta;1;0.09226770630279402
S042;832;beta;1;0.33653846153846156
S042;833;beta;0;0.006015037593984963
S042;836;beta;1;0.1711054359722729
S042;837;beta;0;0.1711054359722729
S042;881;beta;0;0.1711054359722729
S042;893;beta;1;0.33653846153846156
S042;894;beta;0;0.040413533834586464
S042;908;beta;0;0.03341508277130595
S042;912;beta;0;0.1711054359722729
S042;914;beta;0;0.1711054359722729
S042;1172;beta;1;0.33653846153846156
S042;1173;beta;0;0.1711054359722729
S042;1195;beta;0;0.33653846153846156
S042;1202;beta;0;0.1711054359722729
S042;1204;beta;1;0.33653846153846156
S042;1205;beta;0;0.33653846153846156
S042;1207;beta;0;0.33653846153846156
S042;1217;beta;0;0.1711054359722729
S042;1222;beta;0;0.33653846153846156
S042;1243;beta;0;0.1711054359722729
S042;1255;beta;1;0.1711054359722729
S042;1256;beta;0;0.33653846153846156
S042;1320;beta;0;0.00089632506722438
S042;1376;beta;0;0.006015037593984963
S042;1398;beta;1;0.33653846153846156
S042;1399;beta;1;0.33653846153846156
S042;1400;beta;0;0.03341508277130595
S042;1405;beta;0;0.33653846153846156
S042;1408;beta;0;0.040413533834586464
S042;1412;beta;0;0.006015037593984963
S042;1436;beta;1;0.33653846153846156
S042;1437;beta;1;0.1711054359722729
S042;1438;beta;0;0.1711054359722729
S043;12;beta;0;0.004784688995215311
S043;246;beta;0;0.33653846153846156
S043;309;beta;0;0.1711054359722729
S043;313;beta;0;0.09226770630279402
S043;400;beta;0;0.09226770630279402
S043;404;beta;1;0.33653846153846156
S043;405;beta;0;0.018490451652015762
S043;537;beta;0;0.33653846153846156
S043;540;beta;0;0.33653846153846156
S043;648;beta;0;0.09226770630279402
S043;659;beta;0;0.33653846153846156
S043;663;beta;0;0.33653846153846156
S043;689;beta;0;0.03341508277130595
S043;694;beta;0;0.33653846153846156
S043;707;beta;1;0.33653846153846156
S043;708;beta;0;0.040413533834586464
S043;748;beta;0;0.006015037593984963
S043;750;beta;0;0.00029895366218236175
S043;752;beta;0;0.0020870602265951103
S043;805;beta;1;0.33653846153846156
S043;806;beta;0;0.09226770630279402
S043;814;beta;0;0.09226770630279402
S043;816;beta;1;0.33653846153846156
S043;817;beta;0;0.1711054359722729
S043;823;beta;1;0.1711054359722729
S043;824;beta;1;0.33653846153846156
S043;825;beta;0;0.040413533834586464
S043;874;beta;0;0.1711054359722729
S043;884;beta;0;0.09226770630279402
S043;887;beta;0;0.33653846153846156
S043;912;beta;0;0.03341508277130595
S043;915;beta;1;0.1711054359722729
S043;916;beta;1;0.1711054359722729
S043;917;beta;0;0.1711054359722729
S043;920;beta;0;0.33653846153846156
S043;925;beta;0;0.1711054359722729
S043;960;beta;0;0.33653846153846156
S043;962;beta;0;0.1711054359722729
S043;975;beta;0;0.1711054359722729
S043;986;beta;0;0.33653846153846156
S043;1104;beta;1;0.33653846153846156
S043;1105;beta;1;0.33653846153846156
S043;1106;beta;1;0.33653846153846156
S043;1107;beta;0;0.1711054359722729
S043;1111;beta;0;0.33653846153846156
S043;1211;beta;0;0.1711054359722729
S043;1396;beta;0;0.09226770630279402
S044;103;beta;0;0.33653846153846156
S044;313;beta;0;0.33653846153846156
S044;316;beta;0;0.1711054359722729
S044;321;beta;0;0.33653846153846156
S044;330;beta;0;0.1711054359722729
S044;515;beta;1;0.33653846153846156
S044;516;beta;0;0.1711054359722729
S044;518;beta;1;0.33653846153846156
S044;519;beta;0;0.09226770630279402
S044;521;beta;0;0.33653846153846156
S044;523;beta;0;0.33653846153846156
S044;527;beta;0;0.09226770630279402
S044;543;beta;0;0.33653846153846156
S044;548;beta;0;0.005394066526820497
S044;701;beta;0;0.33653846153846156
S044;705;beta;0;0.33653846153846156
S044;707;beta;0;0.09226770630279402
S044;717;beta;0;0.33653846153846156
S044;723;beta;1;0.33653846153846156
S044;724;beta;0;0.1711054359722729
S044;735;beta;1;0.33653846153846156
S044;736;beta;1;0.33653846153846156
S044;737;beta;0;0.33653846153846156
S044;740;beta;1;0.03341508277130595
S044;741;beta;0;0.1711054359722729
S044;749;beta;0;0.002094554159186116
S044;751;beta;0;0.002094554159186116
S044;753;beta;0;0.040413533834586464
S044;760;beta;1;0.040413533834586464
S044;761;beta;0;0.002094554159186116
S044;804;beta;0;0.040413533834586464
S044;888;beta;0;0.1711054359722729
S044;890;beta;1;0.33653846153846156
S044;891;beta;0;0.09226770630279402
S044;895;beta;1;0.33653846153846156
S044;896;beta;0;0.1711054359722729
S044;902;beta;0;0.1711054359722729
S044;1026;beta;0;0.1711054359722729
S044;1037;beta;0;0.1711054359722729
S044;1041;beta;0;0.33653846153846156
S044;1043;beta;1;0.33653846153846156
S044;1044;beta;1;0.33653846153846156
S044;1045;beta;0;0.33653846153846156
S044;1320;beta;0;0.1711054359722729
S044;1383;beta;0;0.09226770630279402
S044;1386;beta;1;0.1711054359722729
S044;1387;beta;1;0.1711054359722729
S044;1388;beta;0;0.018490451652015762
S045;6;beta;0;0.1711054359722729
S045;8;beta;0;0.33653846153846156
S045;10;beta;0;0.040413533834586464
S045;193;beta;1;0.1711054359722729
S045;194;beta;0;0.09226770630279402
S045;197;beta;0;0.33653846153846156
S045;307;beta;0;0.09226770630279402
S045;349;beta;0;0.1711054359722729
S045;632;beta;0;0.33653846153846156
S045;634;beta;0;0.33653846153846156
S045;637;beta;0;0.1711054359722729
S045;641;beta;0;0.33653846153846156
S045;655;beta;0;0.1711054359722729
S045;662;beta;1;0.33653846153846156
S045;663;beta;0;0.040413533834586464
S045;668;beta;0;0.09226770630279402
S045;673;beta;0;0.33653846153846156
S045;675;beta;0;0.1711054359722729
S045;882;beta;1;0.33653846153846156
S045;883;beta;0;0.33653846153846156
S045;885;beta;0;0.33653846153846156
S045;901;beta;0;0.09226770630279402
S045;922;beta;1;0.33653846153846156
S045;923;beta;1;0.33653846153846156
S045;924;beta;0;0.09226770630279402
S045;930;beta;0;0.09226770630279402
S045;932;beta;0;0.33653846153846156
S045;934;beta;0;0.040413533834586464
S045;986;beta;0;0.33653846153846156
S045;999;beta;1;0.33653846153846156
S045;1000;beta;0;0.1711054359722729
S045;1192;beta;0;0.1711054359722729
S045;1195;beta;0;0.00089632506722438
S045;1240;beta;1;0.33653846153846156
S045;1241;beta;0;0.33653846153846156
S045;1254;beta;0;0.33653846153846156
S045;1256;beta;1;0.1711054359722729
S046;11;beta;0;0.33653846153846156
S046;141;beta;0;0.33653846153846156
S046;143;beta;0;0.1711054359722729
S046;153;beta;0;0.33653846153846156
S046;157;beta;1;0.33653846153846156
S046;158;beta;0;0.1711054359722729
S046;238;beta;0;0.1711054359722729
S046;261;beta;1;0.09226770630279402
S046;262;beta;1;0.1711054359722729
S046;263;beta;0;0.09226770630279402
S046;282;beta;0;0.03341508277130595
S046;296;beta;0;0.33653846153846156
S046;321;beta;0;0.002094554159186116
S046;335;beta;0;0.33653846153846156
S046;337;beta;0;0.09226770630279402
S046;346;beta;1;0.09226770630279402
S046;347;beta;0;0.018490451652015762
S046;354;beta;1;0.09226770630279402
S046;355;beta;1;0.040413533834586464
S046;356;beta;0;0.1711054359722729
S046;358;beta;0;0.33653846153846156
S046;370;beta;0;0.09226770630279402
S046;373;beta;0;0.33653846153846156
S046;377;beta;0;0.1711054359722729
S046;380;beta;0;0.1711054359722729
S046;395;beta;1;0.1711054359722729
S046;396;beta;1;0.33653846153846156
S046;397;beta;0;0.33653846153846156
S046;399;beta;1;0.33653846153846156
S046;400;beta;0;0.1711054359722729
S046;403;beta;0;0.33653846153846156
S046;486;beta;0;0.1711054359722729
S046;489;beta;1;0.33653846153846156
S046;490;beta;1;0.33653846153846156
S046;491;beta;0;0.1711054359722729
S046;512;beta;0;0.33653846153846156
S046;517;beta;0;0.09226770630279402
S046;520;beta;0;0.1711054359722729
S046;629;beta;0;0.0005970149253731343
S046;634;beta;1;0.1711054359722729
S046;635;beta;1;0.33653846153846156
S046;636;beta;0;0.09226770630279402
S046;641;beta;0;0.09226770630279402
S046;649;beta;1;0.33653846153846156
S046;650;beta;0;0.09226770630279402
S046;709;beta;1;0.09226770630279402
S046;710;beta;1;0.1711054359722729
S046;711;beta;0;0.03341508277130595
S046;828;beta;0;0.33653846153846156
S046;1026;beta;0;0.1711054359722729
S046;1030;beta;1;0.33653846153846156
S046;1031;beta;0;0.1711054359722729
S046;1034;beta;1;0.33653846153846156
S046;1035;beta;0;0.09226770630279402
S046;1158;beta;0;0.1711054359722729
S046;1346;beta;0;0.33653846153846156
S046;1363;beta;1;0.33653846153846156
S046;1364;beta;0;0.33653846153846156
S046;1395;beta;0;0.1711054359722729
S047;81;beta;0;0.33653846153846156
S047;83;beta;0;0.1711054359722729
S047;85;beta;1;0.1711054359722729
S047;86;beta;0;0.33653846153846156
S047;92;beta;0;0.33653846153846156
S047;320;beta;1;0.33653846153846156
S047;321;beta;1;0.33653846153846156
S047;322;beta;0;0.33653846153846156
S047;327;beta;0;0.33653846153846156
S047;346;beta;0;0.09226770630279402
S047;360;beta;0;0.005394066526820497
S047;370;beta;0;0.03341508277130595
S047;478;beta;0;0.33653846153846156
S047;515;beta;1;0.1711054359722729
S047;516;beta;0;0.1711054359722729
S047;519;beta;0;0.040413533834586464
S047;524;beta;0;0.33653846153846156
S047;602;beta;0;0.1711054359722729
S047;604;beta;0;0.33653846153846156
S047;614;beta;0;0.1711054359722729
S047;621;beta;0;0.1711054359722729
S047;631;beta;0;0.040413533834586464
S047;671;beta;0;0.03341508277130595
S047;675;beta;0;0.33653846153846156
S047;677;beta;0;0.040413533834586464
S047;707;beta;1;0.33653846153846156
S047;708;beta;0;0.33653846153846156
S047;717;beta;0;0.006015037593984963
S047;722;beta;1;0.1711054359722729
S047;723;beta;0;0.1711054359722729
S047;727;beta;0;0.1711054359722729
S047;740;beta;0;0.0005970149253731343
S047;747;beta;1;0.040413533834586464
S047;748;beta;0;0.1711054359722729
S047;750;beta;1;0.1711054359722729
S047;751;beta;0;0.03341508277130595
S047;757;beta;1;0.09226770630279402
S047;758;beta;0;0.33653846153846156
S047;760;beta;0;0.018490451652015762
S047;765;beta;1;0.33653846153846156
S047;766;beta;1;0.1711054359722729
S047;767;beta;0;0.018490451652015762
S047;774;beta;0;0.09226770630279402
S047;779;beta;1;0.33653846153846156
S047;780;beta;0;0.002094554159186116
S047;783;beta;0;0.040413533834586464
S047;786;beta;0;0.1711054359722729
S047;792;beta;1;0.33653846153846156
S047;793;beta;1;0.040413533834586464
S047;794;beta;0;0.018490451652015762
S047;796;beta;0;0.0005970149253731343
S047;812;beta;0;0.03341508277130595
S047;831;beta;0;0.005394066526820497
S047;837;beta;1;0.33653846153846156
S047;838;beta;1;0.33653846153846156
S047;839;beta;0;0.040413533834586464
S047;851;beta;0;0.33653846153846156
S047;855;beta;0;0.002094554159186116
S047;867;beta;0;0.33653846153846156
S047;1035;beta;1;0.33653846153846156
S047;1036;beta;0;0.33653846153846156
S047;1042;beta;0;0.33653846153846156
S047;1045;beta;0;0.33653846153846156
S047;1048;beta;1;0.33653846153846156
S047;1049;beta;0;0.33653846153846156
S047;1053;beta;1;0.33653846153846156
S047;1054;beta;0;0.1711054359722729
S048;60;beta;0;0.004784688995215311
S048;65;beta;0;0.33653846153846156
S048;78;beta;1;0.33653846153846156
S048;79;beta;0;0.1711054359722729
S048;81;beta;0;0.006015037593984963
S048;84;beta;0;0.33653846153846156
S048;86;beta;1;0.33653846153846156
S048;87;beta;0;0.03341508277130595
S048;243;beta;0;0.33653846153846156
S048;380;beta;0;0.33653846153846156
S048;384;beta;0;0.33653846153846156
S048;409;beta;0;0.33653846153846156
S048;557;beta;0;0.33653846153846156
S048;559;beta;1;0.33653846153846156
S048;560;beta;1;0.33653846153846156
S048;561;beta;0;0.33653846153846156
S048;563;beta;1;0.33653846153846156
S048;564;beta;0;0.1711054359722729
S048;566;beta;0;0.33653846153846156
S048;569;beta;0;0.1711054359722729
S048;573;beta;1;0.33653846153846156
S048;574;beta;0;0.33653846153846156
S048;702;beta;0;0.33653846153846156
S048;705;beta;0;0.33653846153846156
S048;711;beta;0;0.33653846153846156
S048;713;beta;0;0.33653846153846156
S048;719;beta;0;0.33653846153846156
S048;727;beta;0;0.1711054359722729
S048;1031;beta;1;0.33653846153846156
S048;1032;beta;0;0.040413533834586464
S048;1037;beta;0;0.33653846153846156
S048;1061;beta;1;0.33653846153846156
S048;1062;beta;0;0.33653846153846156
S048;1082;beta;0;0.040413533834586464
S048;1085;beta;0;0.040413533834586464
S048;1122;beta;0;0.33653846153846156
S048;1127;beta;1;0.33653846153846156
S048;1128;beta;0;0.33653846153846156
S048;1403;beta;1;0.33653846153846156
S048;1404;beta;0;0.09226770630279402
S048;1406;beta;1;0.33653846153846156
S048;1407;beta;1;0.33653846153846156
S048;1408;beta;0;0.33653846153846156
S049;17;beta;0;0.03341508277130595
S049;19;beta;0;0.09226770630279402
S049;211;beta;0;0.09226770630279402
S049;268;beta;0;0.03341508277130595
S049;367;beta;1;0.33653846153846156
S049;368;beta;1;0.33653846153846156
S049;369;beta;0;0.33653846153846156
S049;423;beta;0;0.33653846153846156
S049;426;beta;1;0.33653846153846156
S049;427;beta;1;0.33653846153846156
S049;428;beta;0;0.09226770630279402
S049;433;beta;0;0.33653846153846156
S049;435;beta;1;0.1711054359722729
S049;436;beta;0;0.33653846153846156
S049;454;beta;0;0.09226770630279402
S049;510;beta;0;0.33653846153846156
S049;514;beta;0;0.03341508277130595
S049;521;beta;1;0.1711054359722729
S049;522;beta;0;0.09226770630279402
S049;524;beta;0;0.09226770630279402
S049;534;beta;1;0.33653846153846156
S049;535;beta;0;0.03341508277130595
S049;547;beta;0;0.09226770630279402
S049;557;beta;0;0.33653846153846156
S049;561;beta;0;0.040413533834586464
S049;563;beta;0;0.1711054359722729
S049;613;beta;0;0.33653846153846156
S049;620;beta;0;0.040413533834586464
S049;626;beta;0;0.1711054359722729
S049;646;beta;1;0.040413533834586464
S049;647;beta;1;0.33653846153846156
S049;648;beta;1;0.1711054359722729
S049;649;beta;0;0.33653846153846156
S049;651;beta;0;0.33653846153846156
S049;659;beta;1;0.1711054359722729
S049;660;beta;1;0.09226770630279402
S049;661;beta;0;0.09226770630279402
S049;664;beta;0;0.040413533834586464
S049;685;beta;1;0.1711054359722729
S049;686;beta;0;0.09226770630279402
S049;780;beta;0;0.040413533834586464
S049;788;beta;0;0.33653846153846156
S049;813;beta;0;0.1711054359722729
S049;987;beta;0;0.1711054359722729
S049;989;beta;1;0.33653846153846156
S049;990;beta;0;0.33653846153846156
S049;995;beta;0;0.33653846153846156
S049;997;beta;0;0.33653846153846156
S049;1006;beta;1;0.33653846153846156
S049;1007;beta;1;0.33653846153846156
S049;1008;beta;0;0.33653846153846156
S049;1010;beta;0;0.33653846153846156
S049;1054;beta;1;0.1711054359722729
S049;1055;beta;1;0.33653846153846156
S049;1056;beta;1;0.33653846153846156
S049;1057;beta;1;0.33653846153846156
S049;1058;beta;1;0.33653846153846156
S049;1059;beta;0;0.33653846153846156
S049;1062;beta;0;0.33653846153846156
S049;1090;beta;0;0.33653846153846156
S049;1099;beta;0;0.09226770630279402
S049;1215;beta;0;0.33653846153846156
S049;1362;beta;0;0.33653846153846156
S049;1364;beta;1;0.33653846153846156
S049;1365;beta;1;0.1711054359722729
S049;1366;beta;0;0.33653846153846156
S049;1371;beta;0;0.1711054359722729
S049;1415;beta;0;0.33653846153846156
S049;1417;beta;0;0.33653846153846156
S050;5;beta;0;0.040413533834586464
S050;75;beta;0;0.03341508277130595
S050;125;beta;1;0.33653846153846156
S050;126;beta;0;0.09226770630279402
S050;130;beta;0;0.1711054359722729
S050;133;beta;1;0.33653846153846156
S050;134;beta;0;0.1711054359722729
S050;136;beta;1;0.33653846153846156
S050;137;beta;0;0.33653846153846156
S050;139;beta;0;0.33653846153846156
S050;220;beta;0;0.33653846153846156
S050;222;beta;0;0.33653846153846156
S050;225;beta;1;0.1711054359722729
S050;226;beta;0;0.1711054359722729
S050;308;beta;1;0.33653846153846156
S050;309;beta;1;0.33653846153846156
S050;310;beta;0;0.1711054359722729
S050;314;beta;1;0.33653846153846156
S050;315;beta;0;0.1711054359722729
S050;333;beta;0;0.1711054359722729
S050;339;beta;0;0.33653846153846156
S050;341;beta;0;0.33653846153846156
S050;732;beta;0;0.1711054359722729
S050;734;beta;0;0.040413533834586464
S050;736;beta;0;0.33653846153846156
S050;818;beta;1;0.33653846153846156
S050;819;beta;1;0.33653846153846156
S050;820;beta;0;0.1711054359722729
S050;823;beta;1;0.33653846153846156
S050;824;beta;1;0.33653846153846156
S050;825;beta;1;0.33653846153846156
S050;826;beta;0;0.1711054359722729
S050;831;beta;0;0.1711054359722729
S050;844;beta;0;0.1711054359722729
S050;847;beta;0;0.040413533834586464
S050;849;beta;1;0.33653846153846156
S050;850;beta;1;0.33653846153846156
S050;851;beta;0;0.1711054359722729
S050;877;beta;0;0.33653846153846156
S050;880;beta;0;0.33653846153846156
S050;882;beta;1;0.33653846153846156
S050;883;beta;1;0.040413533834586464
S050;884;beta;0;0.040413533834586464
S050;887;beta;0;0.1711054359722729
S050;1118;beta;0;0.09226770630279402
S050;1125;beta;0;0.1711054359722729
S050;1144;beta;0;0.33653846153846156
S050;1153;beta;1;0.33653846153846156
S050;1154;beta;0;0.33653846153846156
S050;1189;beta;1;0.1711054359722729
S050;1190;beta;0;0.1711054359722729
S050;1192;beta;0;0.09226770630279402
S050;1195;beta;0;0.040413533834586464
S001;55;gamma;1;0.388295165394402
S001;56;gamma;0;0.388295165394402
S001;58;gamma;0;0.388295165394402
S001;62;gamma;1;0.024315173899661435
S001;63;gamma;0;0.016138855054811205
S001;74;gamma;1;0.22346153846153846
S001;75;gamma;0;0.012066365007541479
S001;80;gamma;0;0.08250401284109149
S001;201;gamma;1;0.388295165394402
S001;202;gamma;1;0.388295165394402
S001;203;gamma;0;0.388295165394402
S001;210;gamma;0;0.388295165394402
S001;212;gamma;1;0.388295165394402
S001;213;gamma;0;0.388295165394402
S001;216;gamma;0;0.388295165394402
S001;267;gamma;0;0.388295165394402
S001;271;gamma;0;0.388295165394402
S001;273;gamma;0;0.05337519623233909
S001;306;gamma;0;0.004817825956037338
S001;308;gamma;0;0.05337519623233909
S001;333;gamma;1;0.016138855054811205
S001;334;gamma;1;0.22346153846153846
S001;335;gamma;0;0.012066365007541479
S001;428;gamma;0;0.388295165394402
S001;431;gamma;1;0.388295165394402
S001;432;gamma;0;0.22346153846153846
S001;585;gamma;1;0.388295165394402
S001;586;gamma;0;0.12573402417962004
S001;599;gamma;0;0.22346153846153846
S001;605;gamma;0;0.388295165394402
S001;608;gamma;0;0.388295165394402
S001;627;gamma;1;0.22346153846153846
S001;628;gamma;0;0.08250401284109149
S001;631;gamma;0;0.12573402417962004
S001;639;gamma;0;0.0023902001792650133
S001;645;gamma;0;0.003290457672749028
S001;654;gamma;0;0.004817825956037338
S001;666;gamma;1;0.22346153846153846
S001;667;gamma;1;0.22346153846153846
S001;668;gamma;0;0.388295165394402
S001;670;gamma;0;0.22346153846153846
S001;673;gamma;1;0.08250401284109149
S001;674;gamma;0;0.22346153846153846
S001;676;gamma;1;0.388295165394402
S001;677;gamma;0;0.388295165394402
S001;679;gamma;1;0.05337519623233909
S001;680;gamma;0;0.003290457672749028
S001;688;gamma;0;0.0005970149253731343
S001;704;gamma;0;0.22346153846153846
S001;750;gamma;0;0.024315173899661435
S001;877;gamma;1;0.22346153846153846
S001;878;gamma;0;0.388295165394402
S001;880;gamma;0;0.388295165394402
S001;883;gamma;0;0.22346153846153846
S001;886;gamma;1;0.388295165394402
S001;887;gamma;0;0.388295165394402
