segment;pas;succes
S021;239;1
S021;299;1
S021;359;1
S021;419;0
S021;479;1
S021;539;1
S021;599;1
S021;659;1
S021;719;1
S021;779;1
S021;839;0
S021;899;1
S021;959;0
S021;1019;1
S021;1079;1
S021;1139;1
S021;1199;1
S021;1379;0
S022;59;1
S022;119;1
S022;179;1
S022;239;1
S022;299;1
S022;359;1
S022;419;1
S022;479;1
S022;539;1
S022;599;1
S022;659;1
S022;719;1
S022;779;0
S022;839;1
S022;899;1
S022;959;1
S022;1019;1
S022;1079;1
S022;1139;1
S022;1199;1
S022;1379;1
S023;59;1
S023;119;1
S023;179;0
S023;239;1
S023;299;1
S023;359;1
S023;419;1
S023;479;1
S023;539;1
S023;599;0
S023;659;1
S023;719;1
S023;779;0
S023;839;0
S023;899;1
S023;959;1
S023;1019;1
S023;1079;1
S023;1139;1
S023;1199;0
S023;1379;1
S024;59;1
S024;119;1
S024;179;1
S024;239;1
S024;299;1
S024;359;1
S024;419;1
S024;479;1
S024;539;1
S024;599;0
S024;659;1
S024;719;1
S024;779;1
S024;839;1
S024;899;0
S024;959;1
S024;1019;1
S024;1079;1
S024;1139;1
S024;1199;1
S024;1379;1
S025;59;1
S025;119;1
S025;179;0
S025;239;1
S025;299;1
S025;359;1
S025;419;1
S025;479;1
S025;539;0
S025;599;1
S025;659;1
S025;719;1
S025;779;1
S025;839;1
S025;899;1
S025;959;1
S025;1019;1
S025;1079;1
S025;1139;1
S025;1199;1
S026;59;0
S026;119;0
S026;179;1
S026;239;1
S026;299;1
S026;359;1
S026;419;1
S026;479;1
S026;539;1
S026;599;1
S026;659;1
S026;719;1
S026;779;1
S026;839;1
S026;899;1
S026;959;0
S026;1019;1
S026;1079;1
S026;1139;0
S026;1199;1
S026;1379;0
S027;59;1
S027;119;0
S027;179;1
S027;239;1
S027;299;1
S027;359;1
S027;419;1
S027;479;1
S027;539;1
S027;599;0
S027;659;1
S027;719;1
S027;779;1
S027;839;1
S027;899;1
S027;959;1
S027;1019;1
S027;1079;0
S027;1139;1
S027;1199;1
S027;1379;1
S028;59;1
S028;119;1
S028;179;0
S028;239;1
S028;299;1
S028;359;1
S028;419;1
S028;479;1
S028;539;1
S028;599;1
S028;659;1
S028;719;1
S028;779;1
S028;839;0
S028;899;1
S028;959;0
S028;1019;0
S028;1079;1
S028;1139;1
S028;1199;1
S028;1379;1
S029;59;1
S029;119;1
S029;179;1
S029;239;1
S029;299;1
S029;359;1
S029;419;1
S029;479;1
S029;539;1
S029;599;1
S029;659;1
S029;719;1
S029;779;0
S029;839;1
S029;899;1
S029;959;0
S029;1019;1
S029;1079;1
S029;1139;1
S029;1199;1
S029;1379;0
S030;59;1
S030;119;0
S030;179;1
S030;239;1
S030;299;1
S030;359;1
S030;419;1
S030;479;1
S030;539;0
S030;599;1
S030;659;1
S030;719;0
S030;779;1
S030;839;1
S030;899;1
S030;959;1
S030;1019;1
S030;1079;0
S030;1139;1
S030;1199;1
S031;59;1
S031;119;1
S031;179;1
S031;239;1
S031;299;1
S031;359;1
S031;419;1
S031;479;1
S031;539;1
S031;599;1
S031;659;1
S031;719;1
S031;779;1
S031;839;1
S031;899;0
S031;959;1
S031;1019;1
S031;1079;1
S031;1139;1
S031;1199;1
S031;1379;1
S032;59;1
S032;119;1
S032;179;1
S032;239;1
S032;299;1
S032;359;1
S032;419;1
S032;479;1
S032;539;0
S032;599;0
S032;659;1
S032;719;1
S032;779;1
S032;839;1
S032;899;1
S032;959;1
S032;1019;1
S032;1079;1
S032;1139;1
S032;1199;1
S032;1379;0
S033;59;1
S033;119;0
S033;179;0
S033;239;1
S033;299;1
S033;359;1
S033;419;1
S033;479;1
S033;539;1
S033;599;1
S033;659;1
S033;719;1
S033;779;1
S033;839;1
S033;899;1
S033;959;1
S033;1019;1
S033;1079;1
S033;1139;0
S033;1199;1
S033;1379;1
S034;59;1
S034;119;1
S034;179;1
S034;239;1
S034;299;1
S034;359;1
S034;419;1
S034;479;1
S034;539;1
S034;599;0
S034;659;1
S034;719;1
S034;779;1
S034;839;1
S034;899;1
S034;959;1
S034;1019;1
S034;1079;1
S034;1139;1
S034;1199;1
S034;1379;1
S035;59;1
S035;119;0
S035;179;0
S035;239;1
S035;299;0
S035;359;1
S035;419;1
S035;479;0
S035;539;0
S035;599;1
S035;659;1
S035;719;1
S035;779;1
S035;839;1
S035;899;1
S035;959;1
S035;1019;1
S035;1079;1
S035;1139;1
S035;1199;0
S036;59;1
S036;119;1
S036;179;1
S036;239;1
S036;299;0
S036;359;1
S036;419;1
S036;479;1
S036;539;1
S036;599;1
S036;659;0
S036;719;1
S036;779;1
S036;839;1
S036;899;1
S036;959;1
S036;1019;1
S036;1079;1
S036;1139;1
S036;1199;1
S036;1379;1
S037;59;1
S037;119;1
S037;179;1
S037;239;0
S037;299;0
S037;359;1
S037;419;0
S037;479;1
S037;539;1
S037;599;1
S037;659;1
S037;719;1
S037;779;1
S037;839;1
S037;899;1
S037;959;1
S037;1019;1
S037;1079;0
S037;1139;1
S037;1199;0
S037;1379;1
S038;59;1
S038;119;1
S038;179;1
S038;239;1
S038;299;0
S038;359;1
S038;419;1
S038;479;1
S038;539;1
S038;599;1
S038;659;1
S038;719;1
S038;779;1
S038;839;0
S038;899;1
S038;959;1
S038;1019;1
S038;1079;1
S038;1139;1
S038;1199;1
S038;1379;0
S039;59;1
S039;119;1
S039;179;1
S039;239;1
S039;299;1
S039;359;0
S039;419;1
S039;479;1
S039;539;1
S039;599;1
S039;659;1
S039;719;1
S039;779;1
S039;839;1
S039;899;0
S039;959;1
S039;1019;1
S039;1079;1
S039;1139;1
S039;1199;1
S039;1379;1
S040;59;1
S040;119;1
S040;179;1
S040;239;0
S040;299;0
S040;359;0
S040;419;1
S040;479;1
S040;539;1
S040;599;1
S040;659;1
S040;719;1
S040;779;1
S040;839;0
S040;899;1
S040;959;1
S040;1019;0
S040;1079;1
S040;1139;1
S040;1199;0
S041;59;1
S041;119;0
S041;179;1
S041;239;1
S041;299;1
S041;359;1
S041;419;1
S041;479;0
S041;539;0
S041;599;1
S041;659;1
S041;719;1
S041;779;1
S041;839;1
S041;899;1
S041;959;0
S041;1019;0
S041;1079;1
S041;1139;1
S041;1199;1
S041;1379;1
S042;59;1
S042;119;1
S042;179;1
S042;239;0
S042;299;0
S042;359;1
S042;419;0
S042;479;1
S042;539;1
S042;599;1
S042;659;0
S042;719;1
S042;779;1
S042;839;1
S042;899;1
S042;959;0
S042;1019;1
S042;1079;1
S042;1139;1
S042;1199;0
S042;1379;0
S043;59;1
S043;119;1
S043;179;0
S043;239;1
S043;299;0
S043;359;1
S043;419;1
S043;479;0
S043;539;1
S043;599;0
S043;659;1
S043;719;1
S043;779;1
S043;839;0
S043;899;1
S043;959;1
S043;1019;1
S043;1079;1
S043;1139;1
S043;1199;1
S043;1379;1
S044;59;1
S044;119;1
S044;179;1
S044;239;1
S044;299;1
S044;359;0
S044;419;1
S044;479;1
S044;539;1
S044;599;1
S044;659;1
S044;719;1
S044;779;1
S044;839;0
S044;899;1
S044;959;1
S044;1019;1
S044;1079;1
S044;1139;1
S044;1199;0
S044;1379;0
S045;59;1
S045;119;0
S045;179;0
S045;239;0
S045;299;1
S045;359;1
S045;419;1
S045;479;1
S045;539;1
S045;599;0
S045;659;1
S045;719;1
S045;779;1
S045;839;1
S045;899;1
S045;959;1
S045;1019;1
S045;1079;1
S045;1139;1
S045;1199;1
S046;59;1
S046;119;1
S046;179;0
S046;239;1
S046;299;1
S046;359;0
S046;419;1
S046;479;1
S046;539;1
S046;599;1
S046;659;1
S046;719;1
S046;779;1
S046;839;1
S046;899;1
S046;959;0
S046;1019;0
S046;1079;1
S046;1139;1
S046;1199;1
S046;1379;1
S047;59;1
S047;119;1
S047;179;1
S047;239;1
S047;299;0
S047;359;1
S047;419;1
S047;479;1
S047;539;1
S047;599;1
S047;659;1
S047;719;1
S047;779;1
S047;839;1
S047;899;0
S047;959;1
S047;1019;1
S047;1079;1
S047;1139;1
S047;1199;0
S047;1379;1
S048;59;1
S048;119;0
S048;179;1
S048;239;1
S048;299;1
S048;359;1
S048;419;1
S048;479;1
S048;539;0
S048;599;1
S048;659;0
S048;719;0
S048;779;1
S048;839;1
S048;899;1
S048;959;1
S048;1019;1
S048;1079;1
S048;1139;1
S048;1199;1
S048;1379;1
S049;59;1
S049;119;0
S049;179;0
S049;239;0
S049;299;1
S049;359;1
S049;419;1
S049;479;0
S049;539;1
S049;599;1
S049;659;1
S049;719;1
S049;779;1
S049;839;1
S049;899;1
S049;959;0
S049;1019;0
S049;1079;1
S049;1139;1
S049;1199;0
S049;1379;1
S050;59;1
S050;119;1
S050;179;0
S050;239;1
S050;299;1
S050;359;0
S050;419;1
S050;479;1
S050;539;0
S050;599;1
S050;659;1
S050;719;1
S050;779;1
S050;839;1
S050;899;1
S050;959;1
S050;1019;1
S050;1079;1
S050;1139;1
S050;1199;1
