source;famille;capteur;issue;designe;n;obs;ref;z;segments
symbole;F10;gamma;retour27;False;42;0.19047619047619047;0.17617985827619354;0.26736350520732055;27
symbole;F10;delta;retour27;False;42;0.16666666666666666;0.08652955144165835;2.165604067867255;27
symbole;F10;epsilon;retour27;False;42;0.3333333333333333;0.40672103991250147;-0.9807273711941336;27
symbole;F10;;cont10;False;42;0.7857142857142857;0.8078271132295941;-0.3607025116630684;27
symbole;F11;alpha;retour27;False;62;0.7903225806451613;0.7840460550435293;0.1234898564529459;36
symbole;F11;beta;retour27;False;62;0.12903225806451613;0.15477122338562277;-0.6402962805338156;36
symbole;F11;gamma;retour27;True;62;0.20967741935483872;0.18040756700448832;0.6030876657271932;36
symbole;F11;delta;retour27;False;62;0.14516129032258066;0.14996655940798054;-0.11062420414003016;36
symbole;F11;epsilon;retour27;False;62;0.41935483870967744;0.4161806768809427;0.054152168744989106;36
symbole;F11;gamma;cont10;True;62;0.8709677419354839;0.8168120995778504;1.268230477502009;36
symbole;F12;alpha;retour27;False;32;0.9375;0.8006787829223259;2.82368719734406;23
symbole;F12;beta;retour27;False;32;0.0625;0.11757607645838265;-1.251929685381835;23
symbole;F12;gamma;retour27;False;32;0.15625;0.15095440437599922;0.09242058159564222;23
symbole;F12;delta;retour27;False;32;0.0625;0.08568676440336327;-0.6469729807869105;23
symbole;F12;epsilon;retour27;False;32;0.59375;0.4041487877961353;2.213515511947078;23
symbole;F12;;cont10;False;32;0.75;0.7803457089670123;-0.41195662903489255;23
symbole;F13;alpha;retour27;False;61;0.8032786885245902;0.8121157927077115;-0.17674433710060952;35
symbole;F13;beta;retour27;False;61;0.21311475409836064;0.16449326427879404;1.4542425961112164;35
symbole;F13;gamma;retour27;False;61;0.22950819672131148;0.2089690719079295;0.456310780471886;35
symbole;F13;delta;retour27;False;61;0.16393442622950818;0.1502730163296999;0.36930210251376655;35
symbole;F13;epsilon;retour27;False;61;0.4918032786885246;0.4409150811485747;0.8099776392256125;35
symbole;F13;;cont10;False;61;0.6885245901639344;0.790918253844905;-1.742683342315117;35
symbole;F14;alpha;retour27;False;59;0.847457627118644;0.8278434333709975;0.42247594738900973;30
symbole;F14;beta;retour27;False;59;0.1694915254237288;0.18050740264383178;-0.2523222118966333;30
symbole;F14;gamma;retour27;False;59;0.22033898305084745;0.20151197927749792;0.37921981253120735;30
