famille;capteur;h;issue;z_A1;z_A2;ecart_A1;ecart_A2;n_A1;n_A2;designe
F05;epsilon;3;rap;-1.5230778805406189;0.8265145597467872;-0.018273028049051347;0.01561548834760843;1562;640;False
F05;epsilon;9;bas;0.3140334251239447;2.0734675902686357;0.0033583660923054196;0.03437918838665313;1557;638;False
F05;epsilon;9;rap;0.2683005480909343;1.2639418550804051;0.0029772386615288552;0.021912341578202883;1557;638;False
F05;epsilon;27;bas;0.12125204797899868;1.372273367522145;0.0013646092826489855;0.02413315637662459;1540;630;False
F05;epsilon;27;rap;0.4631743972810537;0.8515037841679867;0.004659792702279111;0.013388983152495731;1540;630;False
F05;gamma;1;bas;0.9002695689634443;0.8428560372204932;0.004863020719070153;0.006693899476515599;1564;640;False
F05;gamma;1;rap;-0.47223734353788444;-0.3519296543346782;-0.005859476242210614;-0.006818574297693924;1564;640;False
F05;gamma;3;bas;0.9983553657719546;0.026016357405011847;0.007229051392847169;0.00027014692034351383;1562;640;False
F05;gamma;3;rap;-1.47391808643316;-0.40786771306208863;-0.017992189278230077;-0.00762736086966135;1562;640;False
F05;gamma;9;bas;1.5001166365019607;1.517786307004499;0.013968064740341722;0.021701118908327894;1557;638;False
F05;gamma;9;rap;-0.4022754122965964;1.348523190634255;-0.004633520759658376;0.024658799667706063;1557;638;False
F05;gamma;27;bas;0.7714183917091847;1.0573584199962431;0.008660948530004549;0.018352141516383667;1540;630;False
F05;gamma;27;rap;0.7680152837427733;0.6284410453255029;0.008316472193607236;0.010684705802964017;1540;630;False
F06;alpha;1;bas;1.208606859627126;0.5883602173109445;0.008630293891370077;0.005938444384716858;1485;652;True
F06;alpha;1;rap;-0.5858518950444573;-0.0914668538939786;-0.007198158959661029;-0.0017047715432589388;1485;652;True
F06;alpha;3;bas;-0.3320044690530414;1.7318794095888148;-0.003151685272869526;0.02414389380070268;1483;652;True
F06;alpha;3;rap;0.3404151853193323;-0.7559031991360342;0.00375198724714362;-0.012789747412783051;1483;652;True
F06;alpha;9;bas;1.036349184099523;2.17042748456997;0.012436679721328715;0.03798585231475613;1477;649;True
F06;alpha;9;rap;0.28540306566333606;0.29705595979710103;0.0029209137366216858;0.0043995794204409215;1477;649;True
F06;alpha;27;bas;1.4481566889344157;1.7525186139945959;0.012753428748884372;0.023794987161075726;1447;644;True
F06;alpha;27;rap;0.5041264493948321;-0.8023687767546702;0.005303102692927762;-0.012527316825600213;1447;644;True
F06;beta;1;bas;0.9028787629897538;-0.5279064223057004;0.004381709228248036;-0.0035902445598850717;1485;652;False
F06;beta;1;rap;0.9155477013713076;-1.41731198275737;0.011646858424753489;-0.027473950453952338;1485;652;False
F06;beta;3;bas;-0.0878462095216596;-0.06945786449240557;-0.0005589933689562621;-0.0006766274118717853;1483;652;False
F06;beta;3;rap;1.0222881286498267;0.014028568984659972;0.01276056737003123;0.0002661883658357249;1483;652;False
F06;beta;9;bas;0.9818192632042058;1.645646239631193;0.008201295962141947;0.021660605781100673;1477;649;False
F06;beta;9;rap;-0.11038168456998987;1.6760932315091506;-0.0013425737763107899;0.03054547317115876;1477;649;False
F06;beta;27;bas;3.179916814558144;1.3917930087855241;0.035101360837295655;0.02363752729904677;1447;644;False
F06;beta;27;rap;1.1048162757162845;1.2130616036275055;0.012435532212726084;0.019780115895567614;1447;644;False
F06;delta;1;bas;0.9587317044112758;-0.7467953773638046;0.00367608008595678;-0.003764534818477105;1485;652;False
F06;delta;1;rap;0.29348748121836915;-0.24782292604249645;0.0037762386637143104;-0.004818182423737455;1485;652;False
F06;delta;3;bas;0.8269439653399987;-0.4943486891882778;0.004404875802515623;-0.003841955406525608;1483;652;False
F06;delta;3;rap;1.0377130260670064;-1.0766426826515088;0.013292747631636364;-0.020644786239587563;1483;652;False
