source;famille;capteur;designe;n;segments;obs;ref;z
longueur;F29;gamma;False;59;31;0.576271186440678;0.6185724770828601;-0.7477799453391658
longueur;F29;beta;False;59;31;0.4576271186440678;0.5122088066574451;-0.9738551285356465
longueur;F29;delta;False;59;31;0.3559322033898305;0.3065600514991456;1.22964053421334
longueur;F30;alpha;False;135;45;0.7703703703703704;0.8245457636751903;-1.528756521220205
longueur;F30;epsilon;False;135;45;0.6518518518518519;0.7346909563765094;-2.085213324062214
longueur;F30;gamma;False;135;45;0.5925925925925926;0.6138369414762863;-0.5616115567207877
longueur;F30;beta;False;135;45;0.5185185185185185;0.5289649002959226;-0.2735926686017605
longueur;F30;delta;False;135;45;0.34074074074074073;0.33302924083591046;0.2454602746306409
longueur;F31;alpha;False;372;50;0.9086021505376344;0.8808686273595057;1.8574287409790227
longueur;F31;epsilon;False;372;50;0.7741935483870968;0.763280666094077;0.5073342038431077
longueur;F31;gamma;False;372;50;0.6370967741935484;0.6224040317216345;0.6503082293267827
longueur;F31;beta;False;372;50;0.5295698924731183;0.5086947424603147;0.939914944149982
longueur;F31;delta;False;372;50;0.271505376344086;0.27553338031683555;-0.2177566621311295
longueur;F32;alpha;False;407;50;0.7641277641277642;0.7854979812331606;-1.0152008034115656
longueur;F32;epsilon;False;407;50;0.48402948402948404;0.522990418153403;-1.5765227385769867
longueur;F32;gamma;False;407;50;0.5036855036855037;0.5280198632922222;-1.1377696214287372
longueur;F32;beta;False;407;50;0.4963144963144963;0.5652509784668854;-3.171576137372985
longueur;F32;delta;False;407;50;0.31203931203931207;0.34869276262521237;-2.216784141397284
longueur;F33;alpha;False;247;48;0.8137651821862348;0.8610577985761964;-1.939300062693491
longueur;F33;epsilon;True;247;48;0.7449392712550608;0.7796683103343807;-1.3182850910347041
longueur;F33;gamma;False;247;48;0.631578947368421;0.6495524812871798;-0.6499408959770873
longueur;F33;beta;False;247;48;0.4898785425101215;0.5013800401554952;-0.41191801489847846
longueur;F33;delta;False;247;48;0.29959514170040485;0.2438358108052481;2.349295046469958
longueur;F34;alpha;False;96;43;0.84375;0.8194629125849034;0.6631716711212887
longueur;F34;epsilon;False;96;43;0.6770833333333334;0.7259079743520589;-1.0952888275420578
longueur;F34;gamma;False;96;43;0.5520833333333334;0.6075158118780498;-1.2727682775776659
longueur;F34;beta;False;96;43;0.4583333333333333;0.4946689146273993;-0.8879276694092519
longueur;F34;delta;False;96;43;0.1875;0.21955137322008522;-1.0471569009984003
longueur;F35;alpha;False;842;50;0.8954869358669834;0.8827523062981192;1.2105397287358488
longueur;F35;epsilon;False;842;50;0.7755344418052257;0.758335176531084;1.2381283072414868
longueur;F35;gamma;False;842;50;0.6282660332541568;0.6147094163922806;0.9151203040237283
longueur;F35;beta;False;842;50;0.5498812351543944;0.5126023281404489;2.526941217981847
longueur;F35;delta;False;842;50;0.32304038004750596;0.3103308263997893;1.01977510806164
longueur;F36;alpha;False;134;49;0.7985074626865671;0.8276114227857695;-0.8459062879133645
longueur;F36;epsilon;False;134;49;0.7611940298507462;0.7375281832550751;0.6719430786547385
longueur;F36;gamma;False;134;49;0.6791044776119403;0.63394465029222;1.1934996106521087
longueur;F36;beta;False;134;49;0.5447761194029851;0.524334395756865;0.5024298071056825
longueur;F36;delta;False;134;49;0.29850746268656714;0.29773047740824293;0.0229862177776558
