source;famille;capteur;designe;n;segments;obs;ref;z
longueur;F07;delta;False;106;44;0.24528301886792453;0.2503257430428275;-0.15431829804396138
longueur;F08;alpha;False;184;47;0.842391304347826;0.8575784617263129;-0.5772255657403397
longueur;F08;epsilon;False;184;47;0.7608695652173914;0.7822184908641617;-0.679360916788045
longueur;F08;gamma;False;184;47;0.625;0.64977027305651;-0.7149220601131139
longueur;F08;beta;False;184;47;0.5597826086956522;0.5193794679627802;1.2764380778611482
longueur;F08;delta;False;184;47;0.33152173913043476;0.30859006783175114;0.8051071670409398
longueur;F09;alpha;False;280;49;0.8178571428571428;0.8705047556205402;-2.350931968818673
longueur;F09;epsilon;False;280;49;0.75;0.7697225537920035;-0.7907992835469503
longueur;F09;gamma;False;280;49;0.5964285714285714;0.594525975690644;0.07216492629279274
longueur;F09;beta;False;280;49;0.46785714285714286;0.4787037288558497;-0.42143385449364773
longueur;F09;delta;False;280;49;0.29642857142857143;0.3158917003895474;-0.8725571453924662
longueur;F10;alpha;False;70;37;0.8;0.836185610759472;-0.752165763110316
longueur;F10;epsilon;False;70;37;0.7428571428571429;0.7727187337235881;-0.5789889200624473
longueur;F10;gamma;False;70;37;0.6714285714285714;0.6778492155722987;-0.12017464617299832
longueur;F10;beta;False;70;37;0.5428571428571428;0.538954565278346;0.07386355393683805
longueur;F10;delta;False;70;37;0.2857142857142857;0.24875746072003133;0.7043508471525519
longueur;F11;alpha;False;283;50;0.8197879858657244;0.8699723308440209;-2.224409229830454
longueur;F11;epsilon;False;283;50;0.7561837455830389;0.7948773694249839;-1.5870771072939707
longueur;F11;gamma;True;283;50;0.5901060070671378;0.6436218053621225;-1.9475127380072386
longueur;F11;beta;False;283;50;0.49823321554770317;0.5046223841112968;-0.23042511826151948
longueur;F11;delta;False;283;50;0.27208480565371024;0.2837310754803594;-0.5504333904836518
longueur;F12;alpha;False;41;27;0.8536585365853658;0.8179316400593515;0.6220125995268968
longueur;F12;epsilon;False;41;27;0.6341463414634146;0.7021297713812683;-0.9047994284189356
longueur;F12;gamma;False;41;27;0.5121951219512195;0.5698969960954019;-0.8110183255716386
longueur;F12;beta;False;41;27;0.5121951219512195;0.4377902520196582;1.1375769311552937
longueur;F12;delta;False;41;27;0.34146341463414637;0.3587295034760529;-0.39360355027167143
longueur;F13;alpha;False;98;44;0.8163265306122449;0.822550907051505;-0.15954889672902653
longueur;F13;epsilon;False;98;44;0.6938775510204082;0.711096015480508;-0.38767671338129644
longueur;F13;gamma;False;98;44;0.5204081632653061;0.5762092844661882;-1.2773315791645594
longueur;F13;beta;False;98;44;0.46938775510204084;0.5047392780191552;-0.9510281987707603
longueur;F13;delta;False;98;44;0.29591836734693877;0.2762189868409468;0.5524694897535138
longueur;F14;alpha;False;113;46;0.8761061946902655;0.8229464362941009;1.6888225959484193
longueur;F14;epsilon;False;113;46;0.7699115044247787;0.7268969080427145;1.1456540450160766
longueur;F14;gamma;False;113;46;0.5663716814159292;0.6218394360269968;-1.3254476617071982
longueur;F14;beta;False;113;46;0.5398230088495575;0.529720768476785;0.2707573159043659
longueur;F14;delta;False;113;46;0.37168141592920356;0.30113605745965477;2.2337663224268702
longueur;F15;alpha;False;380;50;0.8315789473684211;0.8773267037231435;-2.4499658151504473
longueur;F15;epsilon;False;380;50;0.7552631578947369;0.7799089925898353;-1.16474793743811
longueur;F15;gamma;False;380;50;0.6263157894736842;0.6277863837265445;-0.06389174902278286
longueur;F15;beta;False;380;50;0.5394736842105263;0.501994922948918;1.6413578177191799
longueur;F15;delta;False;380;50;0.32894736842105265;0.30170095849363876;1.3832387535504458
longueur;F16;alpha;False;437;50;0.88558352402746;0.8871182165322717;-0.1024384412432973
longueur;F16;epsilon;False;437;50;0.7963386727688787;0.7655616175864869;1.651318426857249
