segment;pas;c1;c2;cote;delai_meme_cote;delai_cote_oppose
S047;631;gamma;delta;+;5.0;33.0
S047;669;gamma;delta;-;51.0;48.0
S047;670;gamma;delta;+;47.0;50.0
S047;671;gamma;delta;-;49.0;46.0
S047;717;gamma;delta;+;7.0;3.0
S047;720;gamma;delta;-;6.0;4.0
S047;724;gamma;delta;+;16.0;2.0
S047;727;gamma;delta;-;19.0;13.0
S047;740;gamma;delta;+;9.0;6.0
S047;747;gamma;delta;-;3.0;2.0
S047;748;gamma;delta;+;1.0;2.0
S047;750;gamma;delta;-;6.0;1.0
S047;751;gamma;delta;+;16.0;5.0
S047;757;gamma;delta;-;17.0;10.0
S047;758;gamma;delta;+;9.0;16.0
S047;760;gamma;delta;-;14.0;7.0
S047;765;gamma;delta;+;2.0;9.0
S047;775;gamma;delta;-;11.0;8.0
S047;777;gamma;delta;+;6.0;9.0
S047;780;gamma;delta;-;6.0;3.0
S047;783;gamma;delta;+;11.0;3.0
S047;787;gamma;delta;-;8.0;7.0
S047;792;gamma;delta;+;2.0;3.0
S047;793;gamma;delta;-;2.0;1.0
S047;794;gamma;delta;+;18.0;1.0
S047;796;gamma;delta;-;17.0;16.0
S047;812;gamma;delta;+;2.0;1.0
S047;826;gamma;delta;-;5.0;1.0
S047;827;gamma;delta;+;12.0;4.0
S047;831;gamma;delta;-;20.0;8.0
S047;839;gamma;delta;+;16.0;12.0
S047;851;gamma;delta;-;18.0;4.0
S047;855;gamma;delta;+;18.0;14.0
S047;867;gamma;delta;-;2.0;6.0
S047;980;gamma;delta;+;;
S047;982;gamma;delta;-;;
S047;984;gamma;delta;+;;
S047;986;gamma;delta;-;;
S047;998;gamma;delta;+;;
S047;999;gamma;delta;-;;
S047;1000;gamma;delta;+;;
S047;1008;gamma;delta;-;;
S047;1011;gamma;delta;+;;
S047;1017;gamma;delta;-;;
S047;1018;gamma;delta;+;;
S047;1038;gamma;delta;-;;
S047;1041;gamma;delta;+;;
S047;1046;gamma;delta;-;;
S047;1048;gamma;delta;+;;
S047;1049;gamma;delta;-;;
S047;1155;gamma;delta;+;;
S047;1156;gamma;delta;-;;
S047;1181;gamma;delta;+;;
S047;1183;gamma;delta;-;;
S047;1385;gamma;delta;+;;
S047;1388;gamma;delta;-;;
S047;81;beta;delta;-;22.0;368.0
S047;83;beta;delta;+;366.0;20.0
S047;85;beta;delta;-;18.0;364.0
S047;86;beta;delta;+;363.0;17.0
S047;92;beta;delta;-;11.0;357.0
S047;320;beta;delta;+;129.0;131.0
S047;321;beta;delta;-;130.0;128.0
S047;322;beta;delta;+;127.0;129.0
S047;327;beta;delta;-;124.0;122.0
S047;346;beta;delta;+;103.0;105.0
S047;360;beta;delta;-;91.0;89.0
S047;370;beta;delta;+;79.0;81.0
S047;478;beta;delta;-;38.0;37.0
S047;515;beta;delta;+;4.0;1.0
S047;516;beta;delta;-;8.0;3.0
S047;519;beta;delta;+;83.0;5.0
S047;524;beta;delta;-;80.0;78.0
S047;602;beta;delta;+;13.0;2.0
S047;604;beta;delta;-;17.0;11.0
S047;614;beta;delta;+;1.0;7.0
S047;621;beta;delta;-;43.0;15.0
S047;631;beta;delta;+;5.0;33.0
S047;671;beta;delta;-;49.0;46.0
S047;675;beta;delta;+;42.0;45.0
S047;677;beta;delta;-;43.0;40.0
S047;707;beta;delta;+;10.0;13.0
S047;708;beta;delta;-;12.0;9.0
S047;717;beta;delta;+;7.0;3.0
S047;722;beta;delta;-;4.0;2.0
S047;723;beta;delta;+;1.0;3.0
S047;727;beta;delta;-;19.0;13.0
S047;740;beta;delta;+;9.0;6.0
S047;747;beta;delta;-;3.0;2.0
S047;748;beta;delta;+;1.0;2.0
S047;750;beta;delta;-;6.0;1.0
S047;751;beta;delta;+;16.0;5.0
S047;757;beta;delta;-;17.0;10.0
S047;758;beta;delta;+;9.0;16.0
S047;760;beta;delta;-;14.0;7.0
S047;765;beta;delta;+;2.0;9.0
S047;766;beta;delta;-;8.0;1.0
S047;767;beta;delta;+;16.0;7.0
S047;774;beta;delta;-;12.0;9.0
S047;779;beta;delta;+;4.0;7.0
S047;780;beta;delta;-;6.0;3.0
S047;783;beta;delta;+;11.0;3.0
S047;786;beta;delta;-;9.0;8.0
S047;792;beta;delta;+;2.0;3.0
S047;793;beta;delta;-;2.0;1.0
S047;794;beta;delta;+;18.0;1.0
S047;796;beta;delta;-;17.0;16.0
S047;812;beta;delta;+;2.0;1.0
S047;831;beta;delta;-;20.0;8.0
S047;837;beta;delta;+;2.0;14.0
S047;838;beta;delta;-;13.0;1.0
S047;839;beta;delta;+;16.0;12.0
S047;851;beta;delta;-;18.0;4.0
S047;855;beta;delta;+;18.0;14.0
S047;867;beta;delta;-;2.0;6.0
S047;1035;beta;delta;+;;
S047;1036;beta;delta;-;;
S047;1042;beta;delta;+;;
S047;1045;beta;delta;-;;
S047;1048;beta;delta;+;;
S047;1049;beta;delta;-;;
S047;1053;beta;delta;+;;
S047;1054;beta;delta;-;;
S048;27;alpha;epsilon;-;27.0;41.0
S048;28;alpha;epsilon;+;40.0;26.0
S048;33;alpha;epsilon;-;21.0;35.0
S048;35;alpha;epsilon;+;33.0;19.0
S048;45;alpha;epsilon;-;9.0;23.0
S048;52;alpha;epsilon;+;16.0;2.0
S048;54;alpha;epsilon;-;15.0;14.0
S048;68;alpha;epsilon;+;5.0;1.0
S048;70;alpha;epsilon;-;6.0;3.0
S048;72;alpha;epsilon;+;1.0;4.0
S048;78;alpha;epsilon;-;79.0;10.0
S048;80;alpha;epsilon;+;8.0;77.0
S048;81;alpha;epsilon;-;76.0;7.0
S048;87;alpha;epsilon;+;1.0;70.0
S048;122;alpha;epsilon;-;35.0;39.0
S048;124;alpha;epsilon;+;37.0;33.0
S048;126;alpha;epsilon;-;31.0;35.0
S048;127;alpha;epsilon;+;34.0;30.0
S048;132;alpha;epsilon;-;25.0;29.0
S048;136;alpha;epsilon;+;25.0;21.0
S048;151;alpha;epsilon;-;6.0;10.0
S048;153;alpha;epsilon;+;8.0;4.0
S048;154;alpha;epsilon;-;3.0;7.0
S048;184;alpha;epsilon;+;20.0;50.0
S048;185;alpha;epsilon;-;49.0;19.0
S048;191;alpha;epsilon;+;13.0;43.0
S048;193;alpha;epsilon;-;41.0;11.0
S048;194;alpha;epsilon;+;10.0;40.0
S048;196;alpha;epsilon;-;38.0;8.0
S048;203;alpha;epsilon;+;1.0;31.0
S048;228;alpha;epsilon;-;6.0;7.0
S048;229;alpha;epsilon;+;6.0;5.0
S048;233;alpha;epsilon;-;1.0;2.0
S048;297;alpha;epsilon;+;32.0;33.0
S048;306;alpha;epsilon;-;24.0;23.0
S048;327;alpha;epsilon;+;2.0;3.0
S048;330;alpha;epsilon;-;13.0;12.0
S048;333;alpha;epsilon;+;9.0;10.0
S048;334;alpha;epsilon;-;9.0;8.0
S048;336;alpha;epsilon;+;6.0;7.0
S048;337;alpha;epsilon;-;6.0;5.0
S048;339;alpha;epsilon;+;3.0;4.0
S048;345;alpha;epsilon;-;16.0;15.0
S048;360;alpha;epsilon;+;10.0;1.0
S048;361;alpha;epsilon;-;12.0;9.0
S048;362;alpha;epsilon;+;8.0;11.0
S048;363;alpha;epsilon;-;10.0;7.0
S048;368;alpha;epsilon;+;2.0;5.0
S048;373;alpha;epsilon;-;17.0;2.0
S048;375;alpha;epsilon;+;21.0;15.0
S048;388;alpha;epsilon;-;2.0;8.0
S048;389;alpha;epsilon;+;7.0;1.0
S048;390;alpha;epsilon;-;91.0;6.0
S048;397;alpha;epsilon;+;87.0;84.0
S048;401;alpha;epsilon;-;80.0;83.0
S048;403;alpha;epsilon;+;81.0;78.0
S048;404;alpha;epsilon;-;77.0;80.0
S048;407;alpha;epsilon;+;77.0;74.0
S048;435;alpha;epsilon;-;46.0;49.0
S048;437;alpha;epsilon;+;47.0;44.0
S048;463;alpha;epsilon;-;18.0;21.0
S048;468;alpha;epsilon;+;16.0;13.0
S048;469;alpha;epsilon;-;12.0;15.0
S048;484;alpha;epsilon;+;32.0;29.0
S048;501;alpha;epsilon;-;12.0;15.0
S048;503;alpha;epsilon;+;13.0;10.0
S048;508;alpha;epsilon;-;5.0;8.0
S048;509;alpha;epsilon;+;7.0;4.0
S048;512;alpha;epsilon;-;1.0;4.0
S048;517;alpha;epsilon;+;63.0;15.0
S048;531;alpha;epsilon;-;1.0;49.0
S048;564;alpha;epsilon;+;16.0;128.0
S048;566;alpha;epsilon;-;126.0;14.0
S048;569;alpha;epsilon;+;11.0;123.0
S048;639;alpha;epsilon;-;53.0;90.0
S048;641;alpha;epsilon;+;88.0;51.0
S048;651;alpha;epsilon;-;41.0;78.0
S048;660;alpha;epsilon;+;69.0;32.0
S048;677;alpha;epsilon;-;15.0;52.0
S048;678;alpha;epsilon;+;51.0;14.0
S048;680;alpha;epsilon;-;12.0;49.0
S048;682;alpha;epsilon;+;47.0;10.0
S048;683;alpha;epsilon;-;9.0;46.0
S048;685;alpha;epsilon;+;44.0;7.0
S048;688;alpha;epsilon;-;4.0;41.0
S048;725;alpha;epsilon;+;4.0;5.0
S048;726;alpha;epsilon;-;4.0;3.0
S048;727;alpha;epsilon;+;2.0;3.0
S048;815;alpha;epsilon;-;14.0;17.0
S048;823;alpha;epsilon;+;9.0;6.0
S048;827;alpha;epsilon;-;2.0;5.0
S048;837;alpha;epsilon;+;66.0;65.0
S048;886;alpha;epsilon;-;16.0;17.0
S048;896;alpha;epsilon;+;7.0;6.0
S048;900;alpha;epsilon;-;2.0;3.0
S048;906;alpha;epsilon;+;7.0;3.0
S048;908;alpha;epsilon;-;1.0;5.0
S048;912;alpha;epsilon;+;1.0;2.0
S048;917;alpha;epsilon;-;3.0;2.0
S048;918;alpha;epsilon;+;1.0;2.0
S048;922;alpha;epsilon;-;65.0;11.0
S048;933;alpha;epsilon;+;58.0;54.0
S048;980;alpha;epsilon;-;7.0;11.0
S048;994;alpha;epsilon;+;3.0;2.0
S048;995;alpha;epsilon;-;1.0;2.0
S048;998;alpha;epsilon;+;13.0;9.0
S048;1015;alpha;epsilon;-;3.0;2.0
S048;1017;alpha;epsilon;+;3.0;1.0
S048;1019;alpha;epsilon;-;8.0;1.0
S048;1020;alpha;epsilon;+;60.0;7.0
S048;1027;alpha;epsilon;-;63.0;53.0
S048;1056;alpha;epsilon;+;24.0;34.0
S048;1058;alpha;epsilon;-;32.0;22.0
S048;1061;alpha;epsilon;+;19.0;29.0
S048;1064;alpha;epsilon;-;26.0;16.0
S048;1070;alpha;epsilon;+;10.0;20.0
S048;1072;alpha;epsilon;-;18.0;8.0
S048;1080;alpha;epsilon;+;13.0;10.0
S048;1090;alpha;epsilon;-;4.0;3.0
S048;1093;alpha;epsilon;+;27.0;1.0
S048;1094;alpha;epsilon;-;118.0;26.0
S048;1119;alpha;epsilon;+;1.0;93.0
S048;1177;alpha;epsilon;-;35.0;39.0
S048;1179;alpha;epsilon;+;37.0;33.0
S048;1181;alpha;epsilon;-;31.0;35.0
S048;1183;alpha;epsilon;+;33.0;29.0
S048;1185;alpha;epsilon;-;27.0;31.0
S048;1186;alpha;epsilon;+;30.0;26.0
S048;1205;alpha;epsilon;-;7.0;11.0
S048;1207;alpha;epsilon;+;9.0;5.0
S048;1212;alpha;epsilon;-;118.0;4.0
S048;1218;alpha;epsilon;+;113.0;112.0
S048;1322;alpha;epsilon;-;8.0;9.0
S048;1323;alpha;epsilon;+;8.0;7.0
S048;1324;alpha;epsilon;-;6.0;7.0
S048;1325;alpha;epsilon;+;6.0;5.0
S048;1328;alpha;epsilon;-;2.0;3.0
S048;1344;alpha;epsilon;+;6.0;1.0
S048;1345;alpha;epsilon;-;7.0;5.0
S048;1349;alpha;epsilon;+;1.0;3.0
S048;1352;alpha;epsilon;-;17.0;16.0
S048;1367;alpha;epsilon;+;1.0;2.0
S048;1373;alpha;epsilon;-;9.0;7.0
S048;1374;alpha;epsilon;+;6.0;8.0
S048;1376;alpha;epsilon;-;6.0;4.0
S048;1377;alpha;epsilon;+;3.0;5.0
S048;1379;alpha;epsilon;-;3.0;1.0
S048;1380;alpha;epsilon;+;3.0;2.0
S048;1382;alpha;epsilon;-;9.0;1.0
S048;1383;alpha;epsilon;+;9.0;8.0
S048;1390;alpha;epsilon;-;1.0;2.0
S048;1425;alpha;epsilon;+;;
S048;1426;alpha;epsilon;-;;
S048;27;alpha;gamma;-;29.0;30.0
S048;28;alpha;gamma;+;29.0;28.0
S048;33;alpha;gamma;-;23.0;24.0
S048;35;alpha;gamma;+;22.0;21.0
S048;45;alpha;gamma;-;11.0;12.0
S048;52;alpha;gamma;+;5.0;4.0
S048;54;alpha;gamma;-;2.0;3.0
S048;68;alpha;gamma;+;12.0;10.0
S048;70;alpha;gamma;-;8.0;10.0
S048;72;alpha;gamma;+;8.0;6.0
S048;78;alpha;gamma;-;3.0;2.0
S048;80;alpha;gamma;+;7.0;1.0
S048;81;alpha;gamma;-;95.0;6.0
S048;87;alpha;gamma;+;90.0;89.0
S048;122;alpha;gamma;-;54.0;55.0
S048;124;alpha;gamma;+;53.0;52.0
S048;126;alpha;gamma;-;50.0;51.0
S048;127;alpha;gamma;+;50.0;49.0
S048;132;alpha;gamma;-;44.0;45.0
S048;136;alpha;gamma;+;41.0;40.0
S048;151;alpha;gamma;-;25.0;26.0
S048;153;alpha;gamma;+;24.0;23.0
S048;154;alpha;gamma;-;22.0;23.0
S048;184;alpha;gamma;+;4.0;2.0
S048;185;alpha;gamma;-;1.0;3.0
S048;191;alpha;gamma;+;13.0;2.0
S048;193;alpha;gamma;-;41.0;11.0
S048;194;alpha;gamma;+;10.0;40.0
S048;196;alpha;gamma;-;38.0;8.0
S048;203;alpha;gamma;+;1.0;31.0
S048;228;alpha;gamma;-;6.0;7.0
S048;229;alpha;gamma;+;6.0;5.0
S048;233;alpha;gamma;-;1.0;2.0
S048;297;alpha;gamma;+;80.0;91.0
S048;306;alpha;gamma;-;82.0;71.0
S048;327;alpha;gamma;+;50.0;61.0
S048;330;alpha;gamma;-;58.0;47.0
S048;333;alpha;gamma;+;44.0;55.0
S048;334;alpha;gamma;-;54.0;43.0
S048;336;alpha;gamma;+;41.0;52.0
S048;337;alpha;gamma;-;51.0;40.0
S048;339;alpha;gamma;+;38.0;49.0
S048;345;alpha;gamma;-;43.0;32.0
S048;360;alpha;gamma;+;17.0;28.0
S048;361;alpha;gamma;-;27.0;16.0
S048;362;alpha;gamma;+;15.0;26.0
S048;363;alpha;gamma;-;25.0;14.0
S048;368;alpha;gamma;+;9.0;20.0
S048;373;alpha;gamma;-;15.0;4.0
S048;375;alpha;gamma;+;2.0;13.0
S048;388;alpha;gamma;-;2.0;1.0
S048;389;alpha;gamma;+;7.0;1.0
S048;390;alpha;gamma;-;146.0;6.0
S048;397;alpha;gamma;+;146.0;139.0
S048;401;alpha;gamma;-;135.0;142.0
S048;403;alpha;gamma;+;140.0;133.0
S048;404;alpha;gamma;-;132.0;139.0
S048;407;alpha;gamma;+;136.0;129.0
S048;435;alpha;gamma;-;101.0;108.0
S048;437;alpha;gamma;+;106.0;99.0
S048;463;alpha;gamma;-;73.0;80.0
S048;468;alpha;gamma;+;75.0;68.0
S048;469;alpha;gamma;-;67.0;74.0
S048;484;alpha;gamma;+;59.0;52.0
S048;501;alpha;gamma;-;35.0;42.0
S048;503;alpha;gamma;+;40.0;33.0
S048;508;alpha;gamma;-;28.0;35.0
S048;509;alpha;gamma;+;34.0;27.0
S048;512;alpha;gamma;-;24.0;31.0
S048;517;alpha;gamma;+;26.0;19.0
S048;531;alpha;gamma;-;5.0;12.0
S048;564;alpha;gamma;+;17.0;136.0
S048;566;alpha;gamma;-;134.0;15.0
S048;569;alpha;gamma;+;12.0;131.0
S048;639;alpha;gamma;-;61.0;92.0
S048;641;alpha;gamma;+;90.0;59.0
S048;651;alpha;gamma;-;49.0;80.0
S048;660;alpha;gamma;+;71.0;40.0
S048;677;alpha;gamma;-;23.0;54.0
S048;678;alpha;gamma;+;53.0;22.0
S048;680;alpha;gamma;-;20.0;51.0
S048;682;alpha;gamma;+;49.0;18.0
S048;683;alpha;gamma;-;17.0;48.0
S048;685;alpha;gamma;+;46.0;15.0
S048;688;alpha;gamma;-;12.0;43.0
S048;725;alpha;gamma;+;6.0;9.0
S048;726;alpha;gamma;-;8.0;5.0
S048;727;alpha;gamma;+;4.0;7.0
S048;815;alpha;gamma;-;216.0;267.0
S048;823;alpha;gamma;+;259.0;208.0
S048;827;alpha;gamma;-;204.0;255.0
S048;837;alpha;gamma;+;245.0;194.0
S048;886;alpha;gamma;-;145.0;196.0
S048;896;alpha;gamma;+;186.0;135.0
S048;900;alpha;gamma;-;131.0;182.0
S048;906;alpha;gamma;+;176.0;125.0
S048;908;alpha;gamma;-;123.0;174.0
S048;912;alpha;gamma;+;170.0;119.0
S048;917;alpha;gamma;-;114.0;165.0
S048;918;alpha;gamma;+;164.0;113.0
S048;922;alpha;gamma;-;109.0;160.0
S048;933;alpha;gamma;+;149.0;98.0
S048;980;alpha;gamma;-;51.0;102.0
S048;994;alpha;gamma;+;88.0;37.0
S048;995;alpha;gamma;-;36.0;87.0
S048;998;alpha;gamma;+;84.0;33.0
S048;1015;alpha;gamma;-;16.0;67.0
S048;1017;alpha;gamma;+;65.0;14.0
S048;1019;alpha;gamma;-;12.0;63.0
S048;1020;alpha;gamma;+;62.0;11.0
S048;1027;alpha;gamma;-;4.0;55.0
S048;1056;alpha;gamma;+;26.0;29.0
S048;1058;alpha;gamma;-;27.0;24.0
S048;1061;alpha;gamma;+;21.0;24.0
S048;1064;alpha;gamma;-;21.0;18.0
S048;1070;alpha;gamma;+;12.0;15.0
S048;1072;alpha;gamma;-;13.0;10.0
S048;1080;alpha;gamma;+;2.0;5.0
S048;1090;alpha;gamma;-;289.0;31.0
S048;1093;alpha;gamma;+;28.0;286.0
S048;1094;alpha;gamma;-;285.0;27.0
S048;1119;alpha;gamma;+;2.0;260.0
S048;1177;alpha;gamma;-;202.0;203.0
S048;1179;alpha;gamma;+;201.0;200.0
S048;1181;alpha;gamma;-;198.0;199.0
S048;1183;alpha;gamma;+;197.0;196.0
S048;1185;alpha;gamma;-;194.0;195.0
S048;1186;alpha;gamma;+;194.0;193.0
S048;1205;alpha;gamma;-;174.0;175.0
S048;1207;alpha;gamma;+;173.0;172.0
S048;1212;alpha;gamma;-;167.0;168.0
S048;1218;alpha;gamma;+;162.0;161.0
S048;1322;alpha;gamma;-;57.0;58.0
S048;1323;alpha;gamma;+;57.0;56.0
S048;1324;alpha;gamma;-;55.0;56.0
S048;1325;alpha;gamma;+;55.0;54.0
S048;1328;alpha;gamma;-;51.0;52.0
S048;1344;alpha;gamma;+;36.0;35.0
S048;1345;alpha;gamma;-;34.0;35.0
S048;1349;alpha;gamma;+;31.0;30.0
S048;1352;alpha;gamma;-;27.0;28.0
S048;1367;alpha;gamma;+;13.0;12.0
S048;1373;alpha;gamma;-;6.0;7.0
S048;1374;alpha;gamma;+;6.0;5.0
S048;1376;alpha;gamma;-;3.0;4.0
S048;1377;alpha;gamma;+;3.0;2.0
S048;1379;alpha;gamma;-;3.0;1.0
S048;1380;alpha;gamma;+;3.0;2.0
S048;1382;alpha;gamma;-;9.0;1.0
S048;1383;alpha;gamma;+;9.0;8.0
S048;1390;alpha;gamma;-;1.0;2.0
S048;1425;alpha;gamma;+;;
S048;1426;alpha;gamma;-;;
S048;27;alpha;beta;-;33.0;38.0
S048;28;alpha;beta;+;37.0;32.0
S048;33;alpha;beta;-;27.0;32.0
S048;35;alpha;beta;+;30.0;25.0
S048;45;alpha;beta;-;15.0;20.0
S048;52;alpha;beta;+;13.0;8.0
S048;54;alpha;beta;-;6.0;11.0
S048;68;alpha;beta;+;11.0;10.0
S048;70;alpha;beta;-;8.0;9.0
S048;72;alpha;beta;+;7.0;6.0
S048;78;alpha;beta;-;3.0;1.0
S048;80;alpha;beta;+;4.0;1.0
S048;81;alpha;beta;-;5.0;3.0
S048;87;alpha;beta;+;293.0;156.0
S048;122;alpha;beta;-;121.0;258.0
S048;124;alpha;beta;+;256.0;119.0
S048;126;alpha;beta;-;117.0;254.0
S048;127;alpha;beta;+;253.0;116.0
S048;132;alpha;beta;-;111.0;248.0
S048;136;alpha;beta;+;244.0;107.0
S048;151;alpha;beta;-;92.0;229.0
S048;153;alpha;beta;+;227.0;90.0
S048;154;alpha;beta;-;89.0;226.0
S048;184;alpha;beta;+;196.0;59.0
S048;185;alpha;beta;-;58.0;195.0
S048;191;alpha;beta;+;189.0;52.0
S048;193;alpha;beta;-;50.0;187.0
S048;194;alpha;beta;+;186.0;49.0
S048;196;alpha;beta;-;47.0;184.0
S048;203;alpha;beta;+;177.0;40.0
S048;228;alpha;beta;-;15.0;152.0
S048;229;alpha;beta;+;151.0;14.0
S048;233;alpha;beta;-;10.0;147.0
S048;297;alpha;beta;+;83.0;87.0
S048;306;alpha;beta;-;78.0;74.0
S048;327;alpha;beta;+;53.0;57.0
S048;330;alpha;beta;-;54.0;50.0
S048;333;alpha;beta;+;47.0;51.0
S048;334;alpha;beta;-;50.0;46.0
S048;336;alpha;beta;+;44.0;48.0
S048;337;alpha;beta;-;47.0;43.0
S048;339;alpha;beta;+;41.0;45.0
S048;345;alpha;beta;-;39.0;35.0
S048;360;alpha;beta;+;20.0;24.0
S048;361;alpha;beta;-;23.0;19.0
S048;362;alpha;beta;+;18.0;22.0
S048;363;alpha;beta;-;21.0;17.0
S048;368;alpha;beta;+;12.0;16.0
S048;373;alpha;beta;-;11.0;7.0
S048;375;alpha;beta;+;5.0;9.0
S048;388;alpha;beta;-;169.0;21.0
S048;389;alpha;beta;+;20.0;168.0
S048;390;alpha;beta;-;167.0;19.0
S048;397;alpha;beta;+;12.0;160.0
S048;401;alpha;beta;-;156.0;8.0
S048;403;alpha;beta;+;6.0;154.0
S048;404;alpha;beta;-;153.0;5.0
S048;407;alpha;beta;+;2.0;150.0
S048;435;alpha;beta;-;122.0;124.0
S048;437;alpha;beta;+;122.0;120.0
S048;463;alpha;beta;-;94.0;96.0
S048;468;alpha;beta;+;91.0;89.0
S048;469;alpha;beta;-;88.0;90.0
S048;484;alpha;beta;+;75.0;73.0
S048;501;alpha;beta;-;56.0;58.0
S048;503;alpha;beta;+;56.0;54.0
S048;508;alpha;beta;-;49.0;51.0
S048;509;alpha;beta;+;50.0;48.0
S048;512;alpha;beta;-;45.0;47.0
S048;517;alpha;beta;+;42.0;40.0
S048;531;alpha;beta;-;26.0;28.0
S048;564;alpha;beta;+;5.0;2.0
S048;566;alpha;beta;-;7.0;3.0
S048;569;alpha;beta;+;5.0;4.0
S048;639;alpha;beta;-;63.0;66.0
S048;641;alpha;beta;+;64.0;61.0
S048;651;alpha;beta;-;51.0;54.0
S048;660;alpha;beta;+;45.0;42.0
S048;677;alpha;beta;-;25.0;28.0
S048;678;alpha;beta;+;27.0;24.0
S048;680;alpha;beta;-;22.0;25.0
S048;682;alpha;beta;+;23.0;20.0
S048;683;alpha;beta;-;19.0;22.0
S048;685;alpha;beta;+;20.0;17.0
S048;688;alpha;beta;-;14.0;17.0
S048;725;alpha;beta;+;2.0;306.0
S048;726;alpha;beta;-;305.0;1.0
S048;727;alpha;beta;+;305.0;304.0
S048;815;alpha;beta;-;216.0;217.0
S048;823;alpha;beta;+;209.0;208.0
S048;827;alpha;beta;-;204.0;205.0
S048;837;alpha;beta;+;195.0;194.0
S048;886;alpha;beta;-;145.0;146.0
S048;896;alpha;beta;+;136.0;135.0
S048;900;alpha;beta;-;131.0;132.0
S048;906;alpha;beta;+;126.0;125.0
S048;908;alpha;beta;-;123.0;124.0
S048;912;alpha;beta;+;120.0;119.0
S048;917;alpha;beta;-;114.0;115.0
S048;918;alpha;beta;+;114.0;113.0
S048;922;alpha;beta;-;109.0;110.0
S048;933;alpha;beta;+;99.0;98.0
S048;980;alpha;beta;-;51.0;52.0
S048;994;alpha;beta;+;38.0;37.0
S048;995;alpha;beta;-;36.0;37.0
S048;998;alpha;beta;+;34.0;33.0
S048;1015;alpha;beta;-;16.0;17.0
S048;1017;alpha;beta;+;15.0;14.0
S048;1019;alpha;beta;-;12.0;13.0
S048;1020;alpha;beta;+;12.0;11.0
S048;1027;alpha;beta;-;4.0;5.0
S048;1056;alpha;beta;+;5.0;6.0
S048;1058;alpha;beta;-;4.0;3.0
S048;1061;alpha;beta;+;21.0;1.0
S048;1064;alpha;beta;-;21.0;18.0
S048;1070;alpha;beta;+;12.0;15.0
S048;1072;alpha;beta;-;13.0;10.0
S048;1080;alpha;beta;+;2.0;5.0
S048;1090;alpha;beta;-;37.0;32.0
S048;1093;alpha;beta;+;29.0;34.0
S048;1094;alpha;beta;-;33.0;28.0
S048;1119;alpha;beta;+;3.0;8.0
S048;1177;alpha;beta;-;226.0;227.0
S048;1179;alpha;beta;+;225.0;224.0
S048;1181;alpha;beta;-;222.0;223.0
S048;1183;alpha;beta;+;221.0;220.0
S048;1185;alpha;beta;-;218.0;219.0
S048;1186;alpha;beta;+;218.0;217.0
S048;1205;alpha;beta;-;198.0;199.0
S048;1207;alpha;beta;+;197.0;196.0
S048;1212;alpha;beta;-;191.0;192.0
S048;1218;alpha;beta;+;186.0;185.0
S048;1322;alpha;beta;-;81.0;82.0
S048;1323;alpha;beta;+;81.0;80.0
S048;1324;alpha;beta;-;79.0;80.0
S048;1325;alpha;beta;+;79.0;78.0
S048;1328;alpha;beta;-;75.0;76.0
S048;1344;alpha;beta;+;60.0;59.0
S048;1345;alpha;beta;-;58.0;59.0
S048;1349;alpha;beta;+;55.0;54.0
S048;1352;alpha;beta;-;51.0;52.0
S048;1367;alpha;beta;+;37.0;36.0
S048;1373;alpha;beta;-;30.0;31.0
S048;1374;alpha;beta;+;30.0;29.0
S048;1376;alpha;beta;-;27.0;28.0
S048;1377;alpha;beta;+;27.0;26.0
S048;1379;alpha;beta;-;24.0;25.0
S048;1380;alpha;beta;+;24.0;23.0
S048;1382;alpha;beta;-;21.0;22.0
S048;1383;alpha;beta;+;21.0;20.0
S048;1390;alpha;beta;-;13.0;14.0
S048;1425;alpha;beta;+;;
S048;1426;alpha;beta;-;;
S048;27;alpha;delta;-;264.0;63.0
S048;28;alpha;delta;+;62.0;263.0
S048;33;alpha;delta;-;258.0;57.0
S048;35;alpha;delta;+;55.0;256.0
S048;45;alpha;delta;-;246.0;45.0
S048;52;alpha;delta;+;38.0;239.0
S048;54;alpha;delta;-;237.0;36.0
S048;68;alpha;delta;+;22.0;223.0
S048;70;alpha;delta;-;221.0;20.0
S048;72;alpha;delta;+;18.0;219.0
S048;78;alpha;delta;-;213.0;12.0
S048;80;alpha;delta;+;10.0;211.0
S048;81;alpha;delta;-;210.0;9.0
S048;87;alpha;delta;+;3.0;204.0
S048;122;alpha;delta;-;169.0;173.0
S048;124;alpha;delta;+;171.0;167.0
S048;126;alpha;delta;-;165.0;169.0
S048;127;alpha;delta;+;168.0;164.0
S048;132;alpha;delta;-;159.0;163.0
S048;136;alpha;delta;+;159.0;155.0
S048;151;alpha;delta;-;140.0;144.0
S048;153;alpha;delta;+;142.0;138.0
S048;154;alpha;delta;-;137.0;141.0
S048;184;alpha;delta;+;111.0;107.0
S048;185;alpha;delta;-;106.0;110.0
S048;191;alpha;delta;+;104.0;100.0
S048;193;alpha;delta;-;98.0;102.0
S048;194;alpha;delta;+;101.0;97.0
S048;196;alpha;delta;-;95.0;99.0
S048;203;alpha;delta;+;92.0;88.0
S048;228;alpha;delta;-;63.0;67.0
S048;229;alpha;delta;+;66.0;62.0
S048;233;alpha;delta;-;58.0;62.0
S048;297;alpha;delta;+;83.0;9.0
S048;306;alpha;delta;-;76.0;74.0
S048;327;alpha;delta;+;53.0;55.0
S048;330;alpha;delta;-;52.0;50.0
