segment;pas;c1;c2;cote;delai_meme_cote;delai_cote_oppose
S001;31;alpha;epsilon;-;10.0;14.0
S001;33;alpha;epsilon;+;12.0;8.0
S001;38;alpha;epsilon;-;3.0;7.0
S001;62;alpha;epsilon;+;18.0;120.0
S001;63;alpha;epsilon;-;119.0;17.0
S001;73;alpha;epsilon;+;7.0;109.0
S001;75;alpha;epsilon;-;107.0;5.0
S001;76;alpha;epsilon;+;4.0;106.0
S001;77;alpha;epsilon;-;105.0;3.0
S001;78;alpha;epsilon;+;2.0;104.0
S001;173;alpha;epsilon;-;9.0;54.0
S001;197;alpha;epsilon;+;30.0;40.0
S001;200;alpha;epsilon;-;37.0;27.0
S001;210;alpha;epsilon;+;17.0;27.0
S001;217;alpha;epsilon;-;20.0;10.0
S001;218;alpha;epsilon;+;9.0;19.0
S001;219;alpha;epsilon;-;18.0;8.0
S001;225;alpha;epsilon;+;2.0;12.0
S001;237;alpha;epsilon;-;5.0;3.0
S001;240;alpha;epsilon;+;6.0;2.0
S001;242;alpha;epsilon;-;6.0;4.0
S001;246;alpha;epsilon;+;4.0;2.0
S001;248;alpha;epsilon;-;9.0;2.0
S001;250;alpha;epsilon;+;8.0;7.0
S001;257;alpha;epsilon;-;2.0;1.0
S001;258;alpha;epsilon;+;8.0;1.0
S001;259;alpha;epsilon;-;46.0;7.0
S001;266;alpha;epsilon;+;43.0;39.0
S001;293;alpha;epsilon;-;12.0;16.0
S001;297;alpha;epsilon;+;12.0;8.0
S001;303;alpha;epsilon;-;2.0;6.0
S001;309;alpha;epsilon;+;9.0;7.0
S001;316;alpha;epsilon;-;16.0;2.0
S001;318;alpha;epsilon;+;91.0;14.0
S001;332;alpha;epsilon;-;78.0;77.0
S001;385;alpha;epsilon;+;24.0;25.0
S001;387;alpha;epsilon;-;23.0;22.0
S001;394;alpha;epsilon;+;15.0;16.0
S001;395;alpha;epsilon;-;15.0;14.0
S001;403;alpha;epsilon;+;6.0;7.0
S001;407;alpha;epsilon;-;3.0;2.0
S001;408;alpha;epsilon;+;1.0;2.0
S001;422;alpha;epsilon;-;46.0;1.0
S001;423;alpha;epsilon;+;46.0;45.0
S001;452;alpha;epsilon;-;16.0;17.0
S001;459;alpha;epsilon;+;10.0;9.0
S001;460;alpha;epsilon;-;8.0;9.0
S001;462;alpha;epsilon;+;7.0;6.0
S001;465;alpha;epsilon;-;3.0;4.0
S001;471;alpha;epsilon;+;69.0;68.0
S001;509;alpha;epsilon;-;30.0;31.0
S001;510;alpha;epsilon;+;30.0;29.0
S001;530;alpha;epsilon;-;9.0;10.0
S001;534;alpha;epsilon;+;6.0;5.0
S001;535;alpha;epsilon;-;4.0;5.0
S001;544;alpha;epsilon;+;23.0;21.0
S001;551;alpha;epsilon;-;14.0;16.0
S001;554;alpha;epsilon;+;13.0;11.0
S001;555;alpha;epsilon;-;10.0;12.0
S001;556;alpha;epsilon;+;11.0;9.0
S001;565;alpha;epsilon;-;3.0;2.0
S001;567;alpha;epsilon;+;9.0;1.0
S001;568;alpha;epsilon;-;12.0;8.0
S001;576;alpha;epsilon;+;5.0;4.0
S001;580;alpha;epsilon;-;2.0;1.0
S001;581;alpha;epsilon;+;6.0;1.0
S001;582;alpha;epsilon;-;13.0;5.0
S001;587;alpha;epsilon;+;10.0;8.0
S001;598;alpha;epsilon;-;9.0;8.0
S001;606;alpha;epsilon;+;10.0;1.0
S001;608;alpha;epsilon;-;9.0;8.0
S001;616;alpha;epsilon;+;3.0;1.0
S001;618;alpha;epsilon;-;2.0;1.0
S001;619;alpha;epsilon;+;5.0;1.0
S001;620;alpha;epsilon;-;5.0;4.0
S001;621;alpha;epsilon;+;3.0;4.0
S001;622;alpha;epsilon;-;3.0;2.0
S001;624;alpha;epsilon;+;2.0;1.0
S001;630;alpha;epsilon;-;9.0;1.0
S001;631;alpha;epsilon;+;14.0;8.0
S001;639;alpha;epsilon;-;15.0;6.0
S001;645;alpha;epsilon;+;21.0;9.0
S001;654;alpha;epsilon;-;13.0;12.0
S001;666;alpha;epsilon;+;2.0;1.0
S001;667;alpha;epsilon;-;3.0;1.0
S001;668;alpha;epsilon;+;5.0;2.0
S001;669;alpha;epsilon;-;1.0;4.0
S001;673;alpha;epsilon;+;6.0;1.0
S001;674;alpha;epsilon;-;6.0;5.0
S001;676;alpha;epsilon;+;3.0;4.0
S001;677;alpha;epsilon;-;3.0;2.0
S001;679;alpha;epsilon;+;9.0;1.0
S001;680;alpha;epsilon;-;24.0;8.0
S001;686;alpha;epsilon;+;2.0;18.0
S001;687;alpha;epsilon;-;17.0;1.0
S001;688;alpha;epsilon;+;57.0;16.0
S001;704;alpha;epsilon;-;44.0;41.0
S001;725;alpha;epsilon;+;20.0;23.0
S001;727;alpha;epsilon;-;21.0;18.0
S001;730;alpha;epsilon;+;15.0;18.0
S001;733;alpha;epsilon;-;15.0;12.0
S001;745;alpha;epsilon;+;4.0;3.0
S001;780;alpha;epsilon;-;59.0;63.0
S001;787;alpha;epsilon;+;56.0;52.0
S001;788;alpha;epsilon;-;51.0;55.0
S001;790;alpha;epsilon;+;53.0;49.0
S001;830;alpha;epsilon;-;9.0;13.0
S001;831;alpha;epsilon;+;12.0;8.0
S001;832;alpha;epsilon;-;7.0;11.0
S001;845;alpha;epsilon;+;10.0;7.0
S001;852;alpha;epsilon;-;5.0;3.0
S001;855;alpha;epsilon;+;4.0;2.0
S001;857;alpha;epsilon;-;3.0;2.0
S001;859;alpha;epsilon;+;7.0;1.0
S001;860;alpha;epsilon;-;13.0;6.0
S001;866;alpha;epsilon;+;19.0;7.0
S001;873;alpha;epsilon;-;13.0;12.0
S001;885;alpha;epsilon;+;3.0;1.0
S001;886;alpha;epsilon;-;11.0;2.0
S001;888;alpha;epsilon;+;37.0;9.0
S001;898;alpha;epsilon;-;28.0;27.0
S001;922;alpha;epsilon;+;3.0;4.0
S001;929;alpha;epsilon;-;37.0;12.0
S001;937;alpha;epsilon;+;4.0;29.0
S001;952;alpha;epsilon;-;14.0;145.0
S001;954;alpha;epsilon;+;143.0;12.0
S001;960;alpha;epsilon;-;6.0;137.0
S001;964;alpha;epsilon;+;133.0;2.0
S001;966;alpha;epsilon;-;145.0;131.0
S001;1016;alpha;epsilon;+;81.0;95.0
S001;1020;alpha;epsilon;-;91.0;77.0
S001;1078;alpha;epsilon;+;19.0;33.0
S001;1080;alpha;epsilon;-;31.0;17.0
S001;1092;alpha;epsilon;+;5.0;19.0
S001;1110;alpha;epsilon;-;1.0;4.0
S001;1118;alpha;epsilon;+;82.0;23.0
S001;1120;alpha;epsilon;-;21.0;80.0
S001;1121;alpha;epsilon;+;79.0;20.0
S001;1123;alpha;epsilon;-;18.0;77.0
S001;1125;alpha;epsilon;+;75.0;16.0
S001;1126;alpha;epsilon;-;15.0;74.0
S001;1128;alpha;epsilon;+;72.0;13.0
S001;1141;alpha;epsilon;-;61.0;59.0
S001;1156;alpha;epsilon;+;44.0;46.0
S001;1157;alpha;epsilon;-;45.0;43.0
S001;1159;alpha;epsilon;+;41.0;43.0
S001;1160;alpha;epsilon;-;42.0;40.0
S001;1164;alpha;epsilon;+;36.0;38.0
S001;1165;alpha;epsilon;-;37.0;35.0
S001;1170;alpha;epsilon;+;30.0;32.0
S001;1171;alpha;epsilon;-;31.0;29.0
S001;1173;alpha;epsilon;+;27.0;29.0
S001;1174;alpha;epsilon;-;28.0;26.0
S001;1198;alpha;epsilon;+;2.0;4.0
S001;1204;alpha;epsilon;-;128.0;119.0
S001;1205;alpha;epsilon;+;118.0;127.0
S001;1206;alpha;epsilon;-;126.0;117.0
S001;1208;alpha;epsilon;+;115.0;124.0
S001;1209;alpha;epsilon;-;123.0;114.0
S001;1320;alpha;epsilon;+;3.0;12.0
S001;1321;alpha;epsilon;-;11.0;2.0
S001;1322;alpha;epsilon;+;1.0;10.0
S001;1332;alpha;epsilon;-;7.0;5.0
S001;1337;alpha;epsilon;+;4.0;2.0
S001;1340;alpha;epsilon;-;3.0;1.0
S001;1341;alpha;epsilon;+;15.0;2.0
S001;1343;alpha;epsilon;-;77.0;13.0
S001;1355;alpha;epsilon;+;1.0;65.0
S001;1379;alpha;epsilon;-;41.0;43.0
S001;1380;alpha;epsilon;+;42.0;40.0
S001;1394;alpha;epsilon;-;26.0;28.0
S001;1397;alpha;epsilon;+;25.0;23.0
S001;1398;alpha;epsilon;-;22.0;24.0
S001;1401;alpha;epsilon;+;21.0;19.0
S001;1402;alpha;epsilon;-;18.0;20.0
S001;1404;alpha;epsilon;+;18.0;16.0
S001;1420;alpha;epsilon;-;7.0;2.0
S001;1422;alpha;epsilon;+;6.0;5.0
S001;1426;alpha;epsilon;-;1.0;2.0
S001;1428;alpha;epsilon;+;;
S001;1438;alpha;epsilon;-;;
S001;31;alpha;gamma;-;24.0;25.0
S001;33;alpha;gamma;+;23.0;22.0
S001;38;alpha;gamma;-;17.0;18.0
S001;62;alpha;gamma;+;12.0;1.0
S001;63;alpha;gamma;-;12.0;11.0
S001;73;alpha;gamma;+;1.0;2.0
S001;75;alpha;gamma;-;126.0;5.0
S001;76;alpha;gamma;+;4.0;125.0
S001;77;alpha;gamma;-;124.0;3.0
S001;78;alpha;gamma;+;2.0;123.0
S001;173;alpha;gamma;-;28.0;29.0
S001;197;alpha;gamma;+;5.0;4.0
S001;200;alpha;gamma;-;1.0;2.0
S001;210;alpha;gamma;+;3.0;2.0
S001;217;alpha;gamma;-;54.0;50.0
S001;218;alpha;gamma;+;49.0;53.0
S001;219;alpha;gamma;-;52.0;48.0
S001;225;alpha;gamma;+;42.0;46.0
S001;237;alpha;gamma;-;34.0;30.0
S001;240;alpha;gamma;+;27.0;31.0
S001;242;alpha;gamma;-;29.0;25.0
S001;246;alpha;gamma;+;21.0;25.0
S001;248;alpha;gamma;-;23.0;19.0
S001;250;alpha;gamma;+;17.0;21.0
S001;257;alpha;gamma;-;14.0;10.0
S001;258;alpha;gamma;+;9.0;13.0
S001;259;alpha;gamma;-;12.0;8.0
S001;266;alpha;gamma;+;1.0;5.0
S001;293;alpha;gamma;-;13.0;15.0
S001;297;alpha;gamma;+;11.0;9.0
S001;303;alpha;gamma;-;3.0;5.0
S001;309;alpha;gamma;+;25.0;24.0
S001;316;alpha;gamma;-;17.0;18.0
S001;318;alpha;gamma;+;16.0;15.0
S001;332;alpha;gamma;-;1.0;2.0
S001;385;alpha;gamma;+;43.0;46.0
S001;387;alpha;gamma;-;44.0;41.0
S001;394;alpha;gamma;+;34.0;37.0
S001;395;alpha;gamma;-;36.0;33.0
S001;403;alpha;gamma;+;25.0;28.0
S001;407;alpha;gamma;-;24.0;21.0
S001;408;alpha;gamma;+;20.0;23.0
S001;422;alpha;gamma;-;9.0;6.0
S001;423;alpha;gamma;+;5.0;8.0
S001;452;alpha;gamma;-;133.0;134.0
S001;459;alpha;gamma;+;127.0;126.0
S001;460;alpha;gamma;-;125.0;126.0
S001;462;alpha;gamma;+;124.0;123.0
S001;465;alpha;gamma;-;120.0;121.0
S001;471;alpha;gamma;+;115.0;114.0
S001;509;alpha;gamma;-;76.0;77.0
S001;510;alpha;gamma;+;76.0;75.0
S001;530;alpha;gamma;-;55.0;56.0
S001;534;alpha;gamma;+;52.0;51.0
S001;535;alpha;gamma;-;50.0;51.0
S001;544;alpha;gamma;+;42.0;41.0
S001;551;alpha;gamma;-;34.0;35.0
S001;554;alpha;gamma;+;32.0;31.0
S001;555;alpha;gamma;-;30.0;31.0
S001;556;alpha;gamma;+;30.0;29.0
S001;565;alpha;gamma;-;20.0;21.0
S001;567;alpha;gamma;+;19.0;18.0
S001;568;alpha;gamma;-;17.0;18.0
S001;576;alpha;gamma;+;10.0;9.0
S001;580;alpha;gamma;-;5.0;6.0
S001;581;alpha;gamma;+;5.0;4.0
S001;582;alpha;gamma;-;3.0;4.0
S001;587;alpha;gamma;+;18.0;12.0
S001;598;alpha;gamma;-;1.0;7.0
S001;606;alpha;gamma;+;21.0;2.0
S001;608;alpha;gamma;-;20.0;19.0
S001;616;alpha;gamma;+;11.0;12.0
S001;618;alpha;gamma;-;10.0;9.0
S001;619;alpha;gamma;+;8.0;9.0
S001;620;alpha;gamma;-;8.0;7.0
S001;621;alpha;gamma;+;6.0;7.0
S001;622;alpha;gamma;-;6.0;5.0
S001;624;alpha;gamma;+;3.0;4.0
S001;630;alpha;gamma;-;9.0;1.0
S001;631;alpha;gamma;+;14.0;8.0
S001;639;alpha;gamma;-;15.0;6.0
S001;645;alpha;gamma;+;21.0;9.0
S001;654;alpha;gamma;-;13.0;12.0
S001;666;alpha;gamma;+;2.0;1.0
S001;667;alpha;gamma;-;3.0;1.0
S001;668;alpha;gamma;+;5.0;2.0
S001;669;alpha;gamma;-;1.0;4.0
S001;673;alpha;gamma;+;3.0;1.0
S001;674;alpha;gamma;-;3.0;2.0
S001;676;alpha;gamma;+;3.0;1.0
S001;677;alpha;gamma;-;3.0;2.0
S001;679;alpha;gamma;+;9.0;1.0
S001;680;alpha;gamma;-;24.0;8.0
S001;686;alpha;gamma;+;2.0;18.0
S001;687;alpha;gamma;-;17.0;1.0
S001;688;alpha;gamma;+;62.0;16.0
S001;704;alpha;gamma;-;173.0;46.0
S001;725;alpha;gamma;+;25.0;152.0
S001;727;alpha;gamma;-;150.0;23.0
S001;730;alpha;gamma;+;20.0;147.0
S001;733;alpha;gamma;-;144.0;17.0
S001;745;alpha;gamma;+;5.0;132.0
S001;780;alpha;gamma;-;97.0;98.0
S001;787;alpha;gamma;+;91.0;90.0
S001;788;alpha;gamma;-;89.0;90.0
S001;790;alpha;gamma;+;88.0;87.0
S001;830;alpha;gamma;-;47.0;48.0
S001;831;alpha;gamma;+;47.0;46.0
S001;832;alpha;gamma;-;45.0;46.0
S001;845;alpha;gamma;+;33.0;32.0
S001;852;alpha;gamma;-;25.0;26.0
S001;855;alpha;gamma;+;23.0;22.0
S001;857;alpha;gamma;-;20.0;21.0
S001;859;alpha;gamma;+;19.0;18.0
S001;860;alpha;gamma;-;17.0;18.0
S001;866;alpha;gamma;+;12.0;11.0
S001;873;alpha;gamma;-;4.0;5.0
S001;885;alpha;gamma;+;2.0;1.0
S001;886;alpha;gamma;-;12.0;1.0
S001;888;alpha;gamma;+;54.0;10.0
S001;898;alpha;gamma;-;48.0;44.0
S001;922;alpha;gamma;+;20.0;24.0
S001;929;alpha;gamma;-;17.0;13.0
S001;937;alpha;gamma;+;5.0;9.0
S001;952;alpha;gamma;-;7.0;5.0
S001;954;alpha;gamma;+;3.0;5.0
S001;960;alpha;gamma;-;6.0;4.0
S001;964;alpha;gamma;+;166.0;2.0
S001;966;alpha;gamma;-;167.0;164.0
S001;1016;alpha;gamma;+;114.0;117.0
S001;1020;alpha;gamma;-;113.0;110.0
S001;1078;alpha;gamma;+;52.0;55.0
S001;1080;alpha;gamma;-;53.0;50.0
S001;1092;alpha;gamma;+;38.0;41.0
S001;1110;alpha;gamma;-;23.0;20.0
S001;1118;alpha;gamma;+;12.0;15.0
S001;1120;alpha;gamma;-;13.0;10.0
S001;1121;alpha;gamma;+;9.0;12.0
S001;1123;alpha;gamma;-;10.0;7.0
S001;1125;alpha;gamma;+;5.0;8.0
S001;1126;alpha;gamma;-;7.0;4.0
S001;1128;alpha;gamma;+;2.0;5.0
S001;1141;alpha;gamma;-;16.0;15.0
S001;1156;alpha;gamma;+;3.0;1.0
S001;1157;alpha;gamma;-;3.0;2.0
S001;1159;alpha;gamma;+;204.0;1.0
S001;1160;alpha;gamma;-;205.0;203.0
S001;1164;alpha;gamma;+;199.0;201.0
S001;1165;alpha;gamma;-;200.0;198.0
S001;1170;alpha;gamma;+;193.0;195.0
S001;1171;alpha;gamma;-;194.0;192.0
S001;1173;alpha;gamma;+;190.0;192.0
S001;1174;alpha;gamma;-;191.0;189.0
S001;1198;alpha;gamma;+;165.0;167.0
S001;1204;alpha;gamma;-;161.0;159.0
S001;1205;alpha;gamma;+;158.0;160.0
S001;1206;alpha;gamma;-;159.0;157.0
S001;1208;alpha;gamma;+;155.0;157.0
S001;1209;alpha;gamma;-;156.0;154.0
S001;1320;alpha;gamma;+;43.0;45.0
S001;1321;alpha;gamma;-;44.0;42.0
S001;1322;alpha;gamma;+;41.0;43.0
S001;1332;alpha;gamma;-;33.0;31.0
S001;1337;alpha;gamma;+;26.0;28.0
S001;1340;alpha;gamma;-;25.0;23.0
S001;1341;alpha;gamma;+;22.0;24.0
S001;1343;alpha;gamma;-;22.0;20.0
S001;1355;alpha;gamma;+;8.0;10.0
S001;1379;alpha;gamma;-;;
S001;1380;alpha;gamma;+;;
S001;1394;alpha;gamma;-;;
S001;1397;alpha;gamma;+;;
S001;1398;alpha;gamma;-;;
S001;1401;alpha;gamma;+;;
S001;1402;alpha;gamma;-;;
S001;1404;alpha;gamma;+;;
S001;1420;alpha;gamma;-;;
S001;1422;alpha;gamma;+;;
S001;1426;alpha;gamma;-;;
S001;1428;alpha;gamma;+;;
S001;1438;alpha;gamma;-;;
S001;31;alpha;beta;-;29.0;30.0
S001;33;alpha;beta;+;28.0;27.0
S001;38;alpha;beta;-;22.0;23.0
S001;62;alpha;beta;+;2.0;1.0
S001;63;alpha;beta;-;2.0;1.0
S001;73;alpha;beta;+;3.0;2.0
S001;75;alpha;beta;-;169.0;1.0
S001;76;alpha;beta;+;169.0;168.0
S001;77;alpha;beta;-;167.0;168.0
S001;78;alpha;beta;+;167.0;166.0
S001;173;alpha;beta;-;71.0;72.0
S001;197;alpha;beta;+;48.0;47.0
S001;200;alpha;beta;-;44.0;45.0
S001;210;alpha;beta;+;35.0;34.0
S001;217;alpha;beta;-;27.0;28.0
S001;218;alpha;beta;+;27.0;26.0
S001;219;alpha;beta;-;25.0;26.0
S001;225;alpha;beta;+;20.0;19.0
S001;237;alpha;beta;-;7.0;8.0
S001;240;alpha;beta;+;5.0;4.0
S001;242;alpha;beta;-;2.0;3.0
S001;246;alpha;beta;+;12.0;11.0
S001;248;alpha;beta;-;9.0;10.0
S001;250;alpha;beta;+;8.0;7.0
S001;257;alpha;beta;-;2.0;1.0
S001;258;alpha;beta;+;9.0;1.0
S001;259;alpha;beta;-;46.0;8.0
S001;266;alpha;beta;+;1.0;39.0
S001;293;alpha;beta;-;12.0;16.0
S001;297;alpha;beta;+;12.0;8.0
S001;303;alpha;beta;-;2.0;6.0
S001;309;alpha;beta;+;8.0;7.0
S001;316;alpha;beta;-;17.0;1.0
S001;318;alpha;beta;+;16.0;15.0
S001;332;alpha;beta;-;1.0;2.0
S001;385;alpha;beta;+;56.0;67.0
S001;387;alpha;beta;-;65.0;54.0
S001;394;alpha;beta;+;47.0;58.0
S001;395;alpha;beta;-;57.0;46.0
S001;403;alpha;beta;+;38.0;49.0
S001;407;alpha;beta;-;45.0;34.0
S001;408;alpha;beta;+;33.0;44.0
S001;422;alpha;beta;-;30.0;19.0
S001;423;alpha;beta;+;18.0;29.0
S001;452;alpha;beta;-;15.0;7.0
S001;459;alpha;beta;+;11.0;8.0
S001;460;alpha;beta;-;7.0;10.0
S001;462;alpha;beta;+;8.0;5.0
S001;465;alpha;beta;-;2.0;5.0
S001;471;alpha;beta;+;185.0;183.0
S001;509;alpha;beta;-;145.0;147.0
S001;510;alpha;beta;+;146.0;144.0
S001;530;alpha;beta;-;124.0;126.0
S001;534;alpha;beta;+;122.0;120.0
S001;535;alpha;beta;-;119.0;121.0
S001;544;alpha;beta;+;112.0;110.0
S001;551;alpha;beta;-;103.0;105.0
S001;554;alpha;beta;+;102.0;100.0
S001;555;alpha;beta;-;99.0;101.0
S001;556;alpha;beta;+;100.0;98.0
S001;565;alpha;beta;-;89.0;91.0
S001;567;alpha;beta;+;89.0;87.0
S001;568;alpha;beta;-;86.0;88.0
S001;576;alpha;beta;+;80.0;78.0
S001;580;alpha;beta;-;74.0;76.0
S001;581;alpha;beta;+;75.0;73.0
S001;582;alpha;beta;-;72.0;74.0
S001;587;alpha;beta;+;69.0;67.0
S001;598;alpha;beta;-;56.0;58.0
S001;606;alpha;beta;+;50.0;48.0
S001;608;alpha;beta;-;46.0;48.0
S001;616;alpha;beta;+;40.0;38.0
S001;618;alpha;beta;-;36.0;38.0
S001;619;alpha;beta;+;37.0;35.0
S001;620;alpha;beta;-;34.0;36.0
S001;621;alpha;beta;+;35.0;33.0
S001;622;alpha;beta;-;32.0;34.0
S001;624;alpha;beta;+;32.0;30.0
S001;630;alpha;beta;-;24.0;26.0
S001;631;alpha;beta;+;25.0;23.0
S001;639;alpha;beta;-;15.0;17.0
S001;645;alpha;beta;+;11.0;9.0
S001;654;alpha;beta;-;4.0;2.0
S001;666;alpha;beta;+;13.0;1.0
S001;667;alpha;beta;-;13.0;12.0
S001;668;alpha;beta;+;11.0;12.0
S001;669;alpha;beta;-;11.0;10.0
S001;673;alpha;beta;+;6.0;7.0
S001;674;alpha;beta;-;6.0;5.0
S001;676;alpha;beta;+;3.0;4.0
S001;677;alpha;beta;-;3.0;2.0
S001;679;alpha;beta;+;9.0;1.0
S001;680;alpha;beta;-;24.0;8.0
S001;686;alpha;beta;+;2.0;18.0
S001;687;alpha;beta;-;17.0;1.0
S001;688;alpha;beta;+;62.0;16.0
S001;704;alpha;beta;-;197.0;46.0
S001;725;alpha;beta;+;25.0;176.0
S001;727;alpha;beta;-;174.0;23.0
S001;730;alpha;beta;+;20.0;171.0
S001;733;alpha;beta;-;168.0;17.0
S001;745;alpha;beta;+;5.0;156.0
S001;780;alpha;beta;-;121.0;123.0
S001;787;alpha;beta;+;116.0;114.0
S001;788;alpha;beta;-;113.0;115.0
S001;790;alpha;beta;+;113.0;111.0
S001;830;alpha;beta;-;71.0;73.0
S001;831;alpha;beta;+;72.0;70.0
S001;832;alpha;beta;-;69.0;71.0
S001;845;alpha;beta;+;58.0;56.0
S001;852;alpha;beta;-;49.0;51.0
S001;855;alpha;beta;+;48.0;46.0
S001;857;alpha;beta;-;44.0;46.0
S001;859;alpha;beta;+;44.0;42.0
S001;860;alpha;beta;-;41.0;43.0
S001;866;alpha;beta;+;37.0;35.0
S001;873;alpha;beta;-;28.0;30.0
S001;885;alpha;beta;+;18.0;16.0
S001;886;alpha;beta;-;15.0;17.0
S001;888;alpha;beta;+;15.0;13.0
S001;898;alpha;beta;-;3.0;5.0
S001;922;alpha;beta;+;1.0;4.0
S001;929;alpha;beta;-;20.0;13.0
S001;937;alpha;beta;+;5.0;12.0
S001;952;alpha;beta;-;7.0;5.0
S001;954;alpha;beta;+;3.0;5.0
S001;960;alpha;beta;-;434.0;422.0
S001;964;alpha;beta;+;418.0;430.0
S001;966;alpha;beta;-;428.0;416.0
S001;1016;alpha;beta;+;366.0;378.0
S001;1020;alpha;beta;-;374.0;362.0
S001;1078;alpha;beta;+;304.0;316.0
S001;1080;alpha;beta;-;314.0;302.0
S001;1092;alpha;beta;+;290.0;302.0
S001;1110;alpha;beta;-;284.0;272.0
S001;1118;alpha;beta;+;264.0;276.0
S001;1120;alpha;beta;-;274.0;262.0
S001;1121;alpha;beta;+;261.0;273.0
S001;1123;alpha;beta;-;271.0;259.0
S001;1125;alpha;beta;+;257.0;269.0
S001;1126;alpha;beta;-;268.0;256.0
S001;1128;alpha;beta;+;254.0;266.0
S001;1141;alpha;beta;-;253.0;241.0
S001;1156;alpha;beta;+;226.0;238.0
S001;1157;alpha;beta;-;237.0;225.0
S001;1159;alpha;beta;+;223.0;235.0
S001;1160;alpha;beta;-;234.0;222.0
S001;1164;alpha;beta;+;218.0;230.0
S001;1165;alpha;beta;-;229.0;217.0
S001;1170;alpha;beta;+;212.0;224.0
S001;1171;alpha;beta;-;223.0;211.0
S001;1173;alpha;beta;+;209.0;221.0
S001;1174;alpha;beta;-;220.0;208.0
S001;1198;alpha;beta;+;184.0;196.0
S001;1204;alpha;beta;-;190.0;178.0
S001;1205;alpha;beta;+;177.0;189.0
S001;1206;alpha;beta;-;188.0;176.0
S001;1208;alpha;beta;+;174.0;186.0
S001;1209;alpha;beta;-;185.0;173.0
S001;1320;alpha;beta;+;62.0;74.0
S001;1321;alpha;beta;-;73.0;61.0
S001;1322;alpha;beta;+;60.0;72.0
S001;1332;alpha;beta;-;62.0;50.0
S001;1337;alpha;beta;+;45.0;57.0
S001;1340;alpha;beta;-;54.0;42.0
S001;1341;alpha;beta;+;41.0;53.0
S001;1343;alpha;beta;-;51.0;39.0
S001;1355;alpha;beta;+;27.0;39.0
S001;1379;alpha;beta;-;15.0;3.0
S001;1380;alpha;beta;+;2.0;14.0
S001;1394;alpha;beta;-;4.0;3.0
S001;1397;alpha;beta;+;4.0;1.0
S001;1398;alpha;beta;-;4.0;3.0
S001;1401;alpha;beta;+;2.0;1.0
S001;1402;alpha;beta;-;;1.0
S001;1404;alpha;beta;+;;
S001;1420;alpha;beta;-;;
S001;1422;alpha;beta;+;;
S001;1426;alpha;beta;-;;
S001;1428;alpha;beta;+;;
S001;1438;alpha;beta;-;;
S001;31;alpha;delta;-;320.0;410.0
S001;33;alpha;delta;+;408.0;318.0
S001;38;alpha;delta;-;313.0;403.0
S001;62;alpha;delta;+;379.0;289.0
S001;63;alpha;delta;-;288.0;378.0
S001;73;alpha;delta;+;368.0;278.0
S001;75;alpha;delta;-;276.0;366.0
S001;76;alpha;delta;+;365.0;275.0
S001;77;alpha;delta;-;274.0;364.0
S001;78;alpha;delta;+;363.0;273.0
S001;173;alpha;delta;-;178.0;268.0
S001;197;alpha;delta;+;244.0;154.0
S001;200;alpha;delta;-;151.0;241.0
S001;210;alpha;delta;+;231.0;141.0
S001;217;alpha;delta;-;134.0;224.0
S001;218;alpha;delta;+;223.0;133.0
S001;219;alpha;delta;-;132.0;222.0
S001;225;alpha;delta;+;216.0;126.0
S001;237;alpha;delta;-;114.0;204.0
S001;240;alpha;delta;+;201.0;111.0
S001;242;alpha;delta;-;109.0;199.0
S001;246;alpha;delta;+;195.0;105.0
S001;248;alpha;delta;-;103.0;193.0
S001;250;alpha;delta;+;191.0;101.0
S001;257;alpha;delta;-;94.0;184.0
S001;258;alpha;delta;+;183.0;93.0
S001;259;alpha;delta;-;92.0;182.0
S001;266;alpha;delta;+;175.0;85.0
S001;293;alpha;delta;-;58.0;148.0
S001;297;alpha;delta;+;144.0;54.0
S001;303;alpha;delta;-;48.0;138.0
S001;309;alpha;delta;+;132.0;42.0
S001;316;alpha;delta;-;35.0;125.0
S001;318;alpha;delta;+;123.0;33.0
S001;332;alpha;delta;-;19.0;109.0
S001;385;alpha;delta;+;56.0;59.0
S001;387;alpha;delta;-;57.0;54.0
S001;394;alpha;delta;+;47.0;50.0
S001;395;alpha;delta;-;49.0;46.0
S001;403;alpha;delta;+;38.0;41.0
S001;407;alpha;delta;-;37.0;34.0
S001;408;alpha;delta;+;33.0;36.0
S001;422;alpha;delta;-;22.0;19.0
S001;423;alpha;delta;+;18.0;21.0
S001;452;alpha;delta;-;285.0;19.0
S001;459;alpha;delta;+;12.0;278.0
S001;460;alpha;delta;-;277.0;11.0
S001;462;alpha;delta;+;9.0;275.0
S001;465;alpha;delta;-;272.0;6.0
S001;471;alpha;delta;+;270.0;266.0
S001;509;alpha;delta;-;228.0;232.0
S001;510;alpha;delta;+;231.0;227.0
S001;530;alpha;delta;-;207.0;211.0
S001;534;alpha;delta;+;207.0;203.0
S001;535;alpha;delta;-;202.0;206.0
S001;544;alpha;delta;+;197.0;193.0
S001;551;alpha;delta;-;186.0;190.0
S001;554;alpha;delta;+;187.0;183.0
S001;555;alpha;delta;-;182.0;186.0
S001;556;alpha;delta;+;185.0;181.0
S001;565;alpha;delta;-;172.0;176.0
S001;567;alpha;delta;+;174.0;170.0
S001;568;alpha;delta;-;169.0;173.0
S001;576;alpha;delta;+;165.0;161.0
S001;580;alpha;delta;-;157.0;161.0
