famille;capteur;h;issue;designe;n;segments;obs;ref;ecart;z
F07;alpha;3;bas;False;928;50;0.28125;0.26168790707118794;0.019562092928812086;1.5187345886733687
F07;alpha;3;rap;False;928;50;0.47413793103448276;0.49734737708151683;-0.023209446047034024;-1.5590961777782812
F07;alpha;9;bas;False;927;50;0.5285868392664509;0.52521836612682;0.0033684731396308;0.22207072825393728
F07;alpha;9;rap;False;927;50;0.46062567421790723;0.46340678115592465;-0.0027811069380174617;-0.21009361782272376
F07;alpha;27;bas;False;907;50;0.8699007717750827;0.8652557719408399;0.00464499983424282;0.4240111986568877
F07;alpha;27;rap;False;907;50;0.4498346196251378;0.4479481757788389;0.0018864438462989476;0.13314494201687163
F07;beta;1;bas;False;928;50;0.04202586206896552;0.04085123654234418;0.0011746255266213348;0.19951415570912584
F07;beta;1;rap;False;928;50;0.5323275862068966;0.5171378267046703;0.015189759502226266;0.9292295991285618
F07;beta;3;bas;False;928;50;0.0894396551724138;0.09166863379883218;-0.002228978626418374;-0.27641010338960936
F07;beta;3;rap;False;928;50;0.5193965517241379;0.5247853549979787;-0.005388803273840733;-0.33588653605657537
F07;beta;9;bas;False;927;50;0.18770226537216828;0.1883618131563988;-0.000659547784230551;-0.060670459974104904
F07;beta;9;rap;False;927;50;0.5091693635382956;0.5319101942878477;-0.02274083074955215;-1.450042342211751
F07;beta;27;bas;False;907;50;0.3428886438809261;0.3588112952434008;-0.01592265136247465;-1.1609229746804226
F07;beta;27;rap;False;907;50;0.5248070562293274;0.5303415487903609;-0.005534492561033408;-0.3855748035382294
F07;gamma;1;bas;False;928;50;0.04633620689655173;0.05658917301840289;-0.010252966121851175;-1.6058839298723686
F07;gamma;1;rap;False;928;50;0.5334051724137931;0.5174696600301993;0.015935512383593704;0.9911724650400597
F07;gamma;3;bas;False;928;50;0.11745689655172414;0.12562079611307808;-0.008163899561353957;-0.8705818452614332
F07;gamma;3;rap;False;928;50;0.5183189655172413;0.520605481848664;-0.0022865163314225246;-0.14428199733060415
F07;gamma;9;bas;False;927;50;0.2459546925566343;0.2511663511193743;-0.005211658562739973;-0.42847664237620037
F07;gamma;9;rap;False;927;50;0.48651564185544766;0.5212605333262502;-0.034744891470802466;-2.270191197607938
F07;gamma;27;bas;False;907;50;0.4718853362734289;0.46518045363106725;0.0067048826423616315;0.454750998022486
F07;gamma;27;rap;False;907;50;0.515986769570011;0.5073854773069338;0.008601292263077197;0.6099459600998386
F07;delta;1;bas;False;928;50;0.022629310344827586;0.02456571136658198;-0.0019364010217543903;-0.42569897012972385
F07;delta;1;rap;False;928;50;0.4978448275862069;0.5146839898805187;-0.01683916229431177;-1.0344200532874763
F07;delta;3;bas;False;928;50;0.04741379310344827;0.05646841601296064;-0.009054622909512361;-1.4018165291534919
F07;delta;3;rap;False;928;50;0.5043103448275862;0.5217811098007139;-0.017470764973127675;-1.079233265716793
F07;delta;9;bas;False;927;50;0.12189859762675297;0.11609044697576082;0.005808150650992145;0.6221440077150734
F07;delta;9;rap;False;927;50;0.5156418554476807;0.5318397862923759;-0.016197930844695327;-1.0163675035808368
F07;delta;27;bas;False;907;50;0.22822491730981256;0.222305669558217;0.005919247751595556;0.5175085085019654
F07;delta;27;rap;False;907;50;0.5192943770672547;0.5433459937643765;-0.024051616697121875;-1.580359030835491
F07;epsilon;1;bas;False;928;50;0.08512931034482758;0.08225145960995187;0.0028778507348757236;0.3590631353546667
F07;epsilon;1;rap;False;928;50;0.5053879310344828;0.5148842095436266;-0.009496278509143795;-0.5981949260472591
F07;epsilon;3;bas;False;928;50;0.18318965517241378;0.18309591043660617;9.37447358076337e-05;0.008604900297875069
F07;epsilon;3;rap;False;928;50;0.4978448275862069;0.5111680776764788;-0.013323250090271894;-0.875445881126135
F07;epsilon;9;bas;False;927;50;0.3861920172599784;0.3661729308156125;0.020019086444365942;1.4371293738343367
F07;epsilon;9;rap;False;927;50;0.48651564185544766;0.503296253509897;-0.016780611654449315;-1.163214574762622
F07;epsilon;27;bas;False;907;50;0.6802646085997794;0.6636083619218324;0.016656246677947163;1.1520478316260103
F07;epsilon;27;rap;False;907;50;0.49503858875413453;0.4658995247477124;0.029139064006422095;2.148562327640923
F08;alpha;1;bas;False;2273;50;0.11878574571051474;0.11032924660827045;0.008456499102244277;1.356870405400457
F08;alpha;1;rap;False;2273;50;0.5107787065552134;0.5133550444894525;-0.002576337934239038;-0.2546751850955032
F08;alpha;3;bas;False;2268;50;0.2535273368606702;0.2550978419487781;-0.001570505088107967;-0.19227780108718348
F08;alpha;3;rap;False;2268;50;0.5030864197530864;0.502081199811741;0.0010052199413453518;0.10444281167476506
F08;alpha;9;bas;False;2261;50;0.5236620964175144;0.5208470240104375;0.0028150724070769278;0.2869402173972122
F08;alpha;9;rap;False;2261;50;0.46970367094206106;0.4694929464188506;0.00021072452321042854;0.023961825362213654
F08;alpha;27;bas;False;2242;50;0.8608385370205174;0.863589936813791;-0.0027513997932736237;-0.3792839812934718
F08;alpha;27;rap;False;2242;50;0.45316681534344333;0.45381111796038315;-0.0006443026169398315;-0.07148198853382115
F08;beta;1;bas;False;2273;50;0.03519577650681918;0.03639028308605982;-0.0011945065792406387;-0.3372907339905129
F08;beta;1;rap;False;2273;50;0.5244170699516058;0.5216033665494318;0.0028137034021739195;0.27191211140550253
F08;beta;3;bas;False;2268;50;0.08509700176366843;0.08303833342540544;0.0020586683382629867;0.3987757229453722
F08;beta;3;rap;False;2268;50;0.5365961199294532;0.5321664384349658;0.004429681494487492;0.4361261687303453
F08;beta;9;bas;False;2261;50;0.16939407341884122;0.17450379334966068;-0.005109719930819476;-0.7464561789060727
F08;beta;9;rap;False;2261;50;0.5422379478107032;0.5438529112066373;-0.0016149633959338984;-0.16535284470531622
F08;beta;27;bas;False;2242;50;0.33140053523639607;0.34324909820327715;-0.01184856296688113;-1.3464832877474127
F08;beta;27;rap;False;2242;50;0.5347903657448706;0.5456330540183295;-0.010842688273458823;-1.2165745086059143
F08;gamma;1;bas;False;2273;50;0.05279366476022877;0.04890883138360963;0.0038848333766191416;0.918710462694409
F08;gamma;1;rap;False;2273;50;0.5239771227452705;0.5238664419759357;0.00011068076933494917;0.010709830021427254
F08;gamma;3;bas;False;2268;50;0.12301587301587301;0.11181787664822486;0.01119799636764815;1.9194680885957014
F08;gamma;3;rap;False;2268;50;0.5405643738977073;0.5308559231305302;0.009708450767176994;0.9580124775985478
F08;gamma;9;bas;False;2261;50;0.24060150375939848;0.2310457037943699;0.009555799965028566;1.2955779989323484
F08;gamma;9;rap;False;2261;50;0.5386996904024768;0.5370506409215666;0.0016490494809101185;0.17181024120036092
F08;gamma;27;bas;False;2242;50;0.4536128456735058;0.4458046788973192;0.007808166776186634;0.8332701300081647
F08;gamma;27;rap;False;2242;50;0.5102586975914363;0.5264771918285581;-0.016218494237121944;-1.835004199564619
F08;delta;1;bas;False;2273;50;0.020237571491421028;0.020675972394794667;-0.0004384009033736329;-0.15929876882765362
F08;delta;1;rap;False;2273;50;0.5296964364276286;0.5191025060818512;0.010593930345777512;1.017060651812727
F08;delta;3;bas;False;2268;50;0.04497354497354497;0.04781122797081414;-0.0028376829972691715;-0.7598355457903234
F08;delta;3;rap;False;2268;50;0.541005291005291;0.5277235684313835;0.01328172257390759;1.2882144475411956
F08;delta;9;bas;False;2261;50;0.09818664307828394;0.10191027673065076;-0.003723633652366803;-0.7088069338680844
F08;delta;9;rap;False;2261;50;0.544891640866873;0.5413789018510966;0.0035127390157765055;0.3478555694862323
F08;delta;27;bas;False;2242;50;0.20606601248884923;0.20198465826887033;0.004081354219978928;0.5676573294931656
F08;delta;27;rap;False;2242;50;0.5512934879571811;0.5574852710639289;-0.006191783106747646;-0.6368666098607197
F08;epsilon;1;bas;False;2273;50;0.07347118345798505;0.07093895561366328;0.0025322278443217663;0.5096483042933831
F08;epsilon;1;rap;False;2273;50;0.5235371755389353;0.5236162411253498;-7.906558641437331e-05;-0.007671309931676526
F08;epsilon;3;bas;False;2268;50;0.16490299823633156;0.16390500349980588;0.0009979947365256895;0.14948788265718227
F08;epsilon;3;rap;False;2268;50;0.5282186948853616;0.5273022325908471;0.0009164622945145482;0.09213239781831814
F08;epsilon;9;bas;False;2261;50;0.34807607253427686;0.3451922033973986;0.0028838691368783184;0.32971870094199285
F08;epsilon;9;rap;False;2261;50;0.518796992481203;0.5254498276807359;-0.006652835199532862;-0.7136034896233331
F08;epsilon;27;bas;False;2242;50;0.6507582515611061;0.6524294906020739;-0.001671239040967651;-0.17557784942430518
F08;epsilon;27;rap;False;2242;50;0.47814451382694023;0.4914316822663021;-0.013287168439361884;-1.5413368469464552
F09;alpha;1;bas;False;2104;50;0.11596958174904944;0.11755487287150021;-0.001585291122450792;-0.2481186398764409
F09;alpha;1;rap;False;2104;50;0.5313688212927756;0.5070196652118997;0.024349156080875973;2.3298311534159653
F09;alpha;3;bas;False;2101;50;0.2732032365540219;0.26571285309348064;0.007490383460541232;0.8538775457111659
F09;alpha;3;rap;False;2101;50;0.49119466920514043;0.4939600580257248;-0.0027653888205843445;-0.28566354510054337
F09;alpha;9;bas;False;2089;50;0.5327908089995212;0.5268577166870292;0.005933092312492197;0.573432207545123
F09;alpha;9;rap;False;2089;50;0.47869794159885115;0.46284620702880863;0.015851734570042495;1.73875211944452
F09;alpha;27;bas;False;2057;50;0.8663101604278075;0.8639582819203003;0.0023518785075071426;0.31796179079659787
F09;alpha;27;rap;False;2057;50;0.44287797763733594;0.45058702562626174;-0.007709047988925815;-0.8188779867747781
F09;beta;1;bas;False;2104;50;0.0370722433460076;0.04018285592745884;-0.0031106125814512413;-0.8019265393942553
F09;beta;1;rap;False;2104;50;0.5332699619771863;0.517639691833443;0.01563027014374335;1.4609301982842766
F09;beta;3;bas;False;2101;50;0.09281294621608757;0.09163576463905024;0.001177181577037347;0.2110921290107252
F09;beta;3;rap;False;2101;50;0.5492622560685388;0.5251390285077044;0.024123227560834355;2.2918813764572548
F09;beta;9;bas;False;2089;50;0.20201053135471517;0.18916923961466478;0.01284129174005038;1.74621030731591
F09;beta;9;rap;False;2089;50;0.543322163714696;0.5301019227716929;0.013220240943003163;1.2817367562355726
F09;beta;27;bas;False;2057;50;0.3787068546426835;0.3593845336753261;0.0193223209673574;2.103722611728343
F09;beta;27;rap;False;2057;50;0.5187165775401069;0.5270352751524581;-0.00831869761235108;-0.8616095251893066
F09;gamma;1;bas;False;2104;50;0.051330798479087454;0.05380999047950969;-0.0024791920004222446;-0.5687529737177728
F09;gamma;1;rap;False;2104;50;0.528041825095057;0.5183251619753482;0.009716663119708917;0.9144916152292699
F09;gamma;3;bas;False;2101;50;0.12803426939552595;0.12057043891134898;0.007463830484176952;1.221110931464667
F09;gamma;3;rap;False;2101;50;0.5354593050928129;0.5245691992082675;0.0108901058845454;1.0449198485960693
F09;gamma;9;bas;False;2089;50;0.24605074198180948;0.24571486652944635;0.00033587545236311996;0.0420301832726552
F09;gamma;9;rap;False;2089;50;0.5193872666347534;0.5247137613466409;-0.005326494711887506;-0.5333321849859928
F09;gamma;27;bas;False;2057;50;0.46086533787068545;0.4575303068273112;0.0033350310433742304;0.34302530536723247
F09;gamma;27;rap;False;2057;50;0.49781234807972774;0.5115370314131342;-0.01372468333340647;-1.4992058268409427
F09;delta;1;bas;False;2104;50;0.019486692015209126;0.023312726000487827;-0.0038260339852787036;-1.3796915940423835
F09;delta;1;rap;False;2104;50;0.5270912547528517;0.5151487826551122;0.0119424720977396;1.107996703426057
F09;delta;3;bas;False;2101;50;0.050928129462160875;0.052959040481020805;-0.0020309110188599247;-0.4814295120865272
F09;delta;3;rap;False;2101;50;0.5226082817705854;0.5236278413622014;-0.001019559591615969;-0.09561024966977173
F09;delta;9;bas;False;2089;50;0.10722833891814265;0.11191383494354859;-0.004685496025405939;-0.8121772755302674
F09;delta;9;rap;False;2089;50;0.5284825275251317;0.5340672136371275;-0.005584686111995894;-0.5286020829163514
F09;delta;27;bas;False;2057;50;0.21244530870199319;0.21728760121073953;-0.0048422925087463625;-0.6335346108072817
F09;delta;27;rap;False;2057;50;0.529897909577054;0.5458753689923597;-0.015977459415305713;-1.5832811622071952
F09;epsilon;1;bas;False;2104;50;0.07366920152091255;0.08030857744600146;-0.006639375925088915;-1.2872155524911144
F09;epsilon;1;rap;False;2104;50;0.5270912547528517;0.5151415719408237;0.011949682812028187;1.1365936686310514
F09;epsilon;3;bas;False;2101;50;0.18181818181818182;0.18108973955080424;0.0007284422673775971;0.09785389256063969
F09;epsilon;3;rap;False;2101;50;0.504521656354117;0.5141604992197295;-0.009638842865612427;-0.9546588602380466
F09;epsilon;9;bas;False;2089;50;0.3652465294399234;0.36560351435944793;-0.00035698491952451845;-0.037780419767289915
F09;epsilon;9;rap;False;2089;50;0.5069411201531834;0.5056921243165974;0.0012489958365859003;0.13182570773887034
F09;epsilon;27;bas;False;2057;50;0.6694214876033058;0.6631770565647765;0.006244431038529272;0.6361518836054209
F09;epsilon;27;rap;False;2057;50;0.4584346135148274;0.4703412958621152;-0.011906682347287747;-1.331866564000544
F10;alpha;1;bas;False;1113;50;0.09254267744833783;0.08911461182313907;0.0034280656251987705;0.4386543884631115
F10;alpha;1;rap;False;1113;50;0.5723270440251572;0.5506736936184995;0.021653350406657782;1.5265729129481727
F10;alpha;3;bas;False;1113;50;0.23000898472596587;0.21223229097643623;0.017776693749529632;1.5808069463736474
F10;alpha;3;rap;False;1113;50;0.5858041329739443;0.5649313866809468;0.02087274629299758;1.5827237170587225
F10;alpha;9;bas;False;1111;50;0.49954995499549953;0.4621581911174377;0.037391763878061854;2.722187924385659
F10;alpha;9;rap;False;1111;50;0.5796579657965797;0.5604171943164213;0.019240771480158396;1.6306079963639215
F10;alpha;27;bas;False;1096;50;0.864963503649635;0.8450537305753326;0.0199097730743024;1.9479150143529178
F10;alpha;27;rap;False;1096;50;0.5583941605839416;0.5437536200596875;0.014640540524254017;1.2142180567413383
F10;beta;1;bas;False;1113;50;0.027852650494159928;0.0380993655514084;-0.010246715057248468;-2.1793739433248076
F10;beta;1;rap;False;1113;50;0.5336927223719676;0.5211370366834142;0.012555685688553529;0.8500124857177243
F10;beta;3;bas;False;1113;50;0.08265947888589398;0.08937283921811269;-0.006713360332218709;-0.9168883464286477
F10;beta;3;rap;False;1113;50;0.5408805031446541;0.5299999071059223;0.010880596038731774;0.7503179049547687
F10;beta;9;bas;False;1111;50;0.19081908190819083;0.18625888664236215;0.0045601952658286685;0.4639740208894325
F10;beta;9;rap;False;1111;50;0.5526552655265526;0.5358287602435375;0.016826505283015224;1.2253368915129694
F10;beta;27;bas;False;1096;50;0.39324817518248173;0.358124569041425;0.03512360614105678;2.70872695646099
F10;beta;27;rap;False;1096;50;0.5547445255474452;0.5333808302297564;0.021363695317688898;1.671686671910264
F10;gamma;1;bas;False;1113;50;0.04132973944294699;0.04985456627576393;-0.008524826832816943;-1.5613529489690845
F10;gamma;1;rap;False;1113;50;0.5283018867924528;0.527446681091203;0.0008552057012498931;0.05883812288626597
F10;gamma;3;bas;False;1113;50;0.12578616352201258;0.11425683890614811;0.01152932461586447;1.3522746654211848
F10;gamma;3;rap;False;1113;50;0.5372866127583109;0.536307389260451;0.0009792234978600266;0.06837707219145321
F10;gamma;9;bas;False;1111;50;0.25112511251125114;0.23623409138512313;0.014891021126127996;1.3601531901766086
F10;gamma;9;rap;False;1111;50;0.5535553555355536;0.5423014214316151;0.011253934103938473;0.8454161565457653
F10;gamma;27;bas;False;1096;50;0.45985401459854014;0.45051554619843925;0.009338468400100886;0.6968023687009527
F10;gamma;27;rap;False;1096;50;0.5447080291970803;0.5328204524864366;0.011887576710643683;0.9783986226352014
F10;delta;1;bas;False;1113;50;0.022461814914645103;0.024355318857634194;-0.0018935039429890902;-0.45219807765885267
F10;delta;1;rap;False;1113;50;0.5238095238095238;0.5167464647454881;0.007063059064035725;0.4741020095703868
F10;delta;3;bas;False;1113;50;0.05840071877807727;0.0565907008065626;0.0018100179715146729;0.29865580205039416
F10;delta;3;rap;False;1113;50;0.5067385444743935;0.5252801865302267;-0.018541642055833196;-1.2534334327070253
F10;delta;9;bas;False;1111;50;0.1152115211521152;0.11673075423699278;-0.0015192330848775876;-0.19264407417102408
F10;delta;9;rap;False;1111;50;0.5481548154815482;0.534453537777632;0.013701277703916149;0.944838759417251
F10;delta;27;bas;False;1096;50;0.2363138686131387;0.2225369718209917;0.01377689679214698;1.3049269248052384
F10;delta;27;rap;False;1096;50;0.5629562043795621;0.5445709177352961;0.01838528664426593;1.338027233241735
F10;epsilon;1;bas;False;1113;50;0.0862533692722372;0.07322718835336575;0.01302618091887145;1.7428814846915397
F10;epsilon;1;rap;False;1113;50;0.5489667565139263;0.531706177847659;0.017260578666267467;1.1891726408858738
F10;epsilon;3;bas;False;1113;50;0.17430368373764601;0.16785774965393116;0.006445934083714854;0.6797255898994948
F10;epsilon;3;rap;False;1113;50;0.5489667565139263;0.5374680439787778;0.011498712535148527;0.8374051008326551
F10;epsilon;9;bas;False;1111;50;0.3465346534653465;0.3425416985686178;0.003992954896728694;0.319736676304052
F10;epsilon;9;rap;False;1111;50;0.5418541854185418;0.5384134640478203;0.0034407213707214526;0.27693271357972654
F10;epsilon;27;bas;False;1096;50;0.6697080291970803;0.638753378763412;0.03095465043366823;2.2798945315815624
F10;epsilon;27;rap;False;1096;50;0.5155109489051095;0.5184020443518014;-0.002891095446691849;-0.2506820196853414
F11;alpha;1;bas;False;2125;50;0.11341176470588235;0.11121504036020283;0.0021967243456795234;0.35314814898014735
F11;alpha;1;rap;False;2125;50;0.4969411764705882;0.5140335403267634;-0.01709236385617522;-1.638722662333199
F11;alpha;3;bas;False;2124;50;0.2660075329566855;0.2551930462694852;0.010814486687200264;1.2481216140446292
F11;alpha;3;rap;False;2124;50;0.4924670433145009;0.5050555505484503;-0.012588507233949338;-1.2730008990118087
F11;alpha;9;bas;False;2114;50;0.5260170293282876;0.5172358722166813;0.008781157111606262;0.8598617572101728
F11;alpha;9;rap;False;2114;50;0.4763481551561022;0.4766712543198252;-0.0003230991637230178;-0.03575256012484458
F11;alpha;27;bas;False;2083;50;0.8674987998079693;0.861509891011143;0.005988908796826337;0.8130296636173662
F11;alpha;27;rap;False;2083;50;0.45607297167546806;0.46355037969399776;-0.007477408018529717;-0.8204009197264003
F11;beta;1;bas;False;2125;50;0.029176470588235293;0.03901002102641955;-0.009833550438184261;-2.797364524310107
F11;beta;1;rap;False;2125;50;0.5148235294117647;0.5170735132839398;-0.0022499838721750324;-0.20950147394082558
F11;beta;3;bas;False;2124;50;0.089924670433145;0.08971981797645844;0.0002048524566865701;0.03705506446649666
F11;beta;3;rap;False;2124;50;0.5291902071563088;0.5249989036105561;0.004191303545752685;0.3969786833453073
F11;beta;9;bas;False;2114;50;0.2010406811731315;0.18782838863595203;0.013212292537179484;1.7618037682281635
F11;beta;9;rap;False;2114;50;0.543519394512772;0.5313441450435199;0.012175249469252069;1.1905913416819762
F11;beta;27;bas;False;2083;50;0.36917906865098415;0.36003229647852913;0.009146772172455015;0.9887467290699045
F11;beta;27;rap;False;2083;50;0.5242438790206433;0.5289406417721054;-0.00469676275146203;-0.4969726936974796
F11;gamma;1;bas;True;2125;50;0.055058823529411764;0.05270483620588837;0.0023539873235233983;0.5293126077898465
F11;gamma;1;rap;True;2125;50;0.5016470588235294;0.520068488897363;-0.018421430073833612;-1.7226824939072996
F11;gamma;3;bas;True;2124;50;0.1327683615819209;0.11872348743940506;0.014044874142515845;2.215706935786536
F11;gamma;3;rap;True;2124;50;0.513653483992467;0.5254518316709704;-0.01179834767850341;-1.1268521862758243
F11;gamma;9;bas;True;2114;50;0.24645222327341532;0.24146345302906685;0.004988770244348457;0.6356358225479114
F11;gamma;9;rap;True;2114;50;0.5198675496688742;0.528123166022571;-0.00825561635369682;-0.8480943887872565
F11;gamma;27;bas;True;2083;50;0.45799327892462793;0.4523737322595654;0.005619546665062571;0.5851903374787703
F11;gamma;27;rap;True;2083;50;0.514162265962554;0.5199740672017328;-0.005811801239178873;-0.6507124315482823
F11;delta;1;bas;False;2125;50;0.02211764705882353;0.023473427640862424;-0.0013557805820388926;-0.45480408921206195
F11;delta;1;rap;False;2125;50;0.5247058823529411;0.514383097626901;0.010322784726040049;0.9572801333710521
F11;delta;3;bas;False;2124;50;0.054143126177024485;0.05414528600151898;-2.1598244944964343e-06;-0.0004901963044111632
F11;delta;3;rap;False;2124;50;0.525894538606403;0.5221173854371701;0.003777153169232875;0.35566197868383664
F11;delta;9;bas;False;2114;50;0.10927152317880795;0.1123264664563012;-0.00305494327749326;-0.5248800817830304
F11;delta;9;rap;False;2114;50;0.5449385052034059;0.5323104495763075;0.012628055627098293;1.2106926015168198
F11;delta;27;bas;False;2083;50;0.21747479596735478;0.21686683490746708;0.000607961059887707;0.08122974976539982
F11;delta;27;rap;False;2083;50;0.5400864138262121;0.5438256157382146;-0.0037392019120023297;-0.37557736208450576
F11;epsilon;1;bas;False;2125;50;0.07905882352941176;0.08012279982645203;-0.001063976297040262;-0.20000721497033486
F11;epsilon;1;rap;False;2125;50;0.5063529411764706;0.5180634023724006;-0.01171046119592993;-1.107215649953768
F11;epsilon;3;bas;False;2124;50;0.1850282485875706;0.18038426712232336;0.004643981465247286;0.6364695015041048
F11;epsilon;3;rap;False;2124;50;0.5051789077212806;0.5154210263332122;-0.010242118611931498;-1.0101190622220169
F11;epsilon;9;bas;False;2114;50;0.3609271523178808;0.3622316302141637;-0.0013044778962828945;-0.14309092568971676
F11;epsilon;9;rap;False;2114;50;0.5066225165562914;0.507798776411226;-0.0011762598549344971;-0.12367485485355503
F11;epsilon;27;bas;False;2083;50;0.6639462313970236;0.6590538991944697;0.004892332202553928;0.49918676320394023
F11;epsilon;27;rap;False;2083;50;0.470955352856457;0.4773023964088544;-0.006347043552397376;-0.7167554638016692
F12;alpha;1;bas;False;1125;50;0.12;0.10382774934648586;0.016172250653514138;1.8141594610437455
F12;alpha;1;rap;False;1125;50;0.5075555555555555;0.5190562129553106;-0.011500657399755037;-0.8113554693086704
F12;alpha;3;bas;False;1124;50;0.2695729537366548;0.2470594484138302;0.02251350532282457;1.8827569169461684
F12;alpha;3;rap;False;1124;50;0.49110320284697506;0.5098224166780552;-0.018719213831080148;-1.3631816074762715
F12;alpha;9;bas;False;1118;50;0.5438282647584973;0.5137303204942306;0.0300979442642668;2.13723437208615
F12;alpha;9;rap;False;1118;50;0.4606440071556351;0.48078859936426593;-0.020144592208630893;-1.620288630572046
F12;alpha;27;bas;False;1103;50;0.8703535811423391;0.8619947765578558;0.008358804584483195;0.8290375051692372
F12;alpha;27;rap;False;1103;50;0.457842248413418;0.46384356647668196;-0.006001318063263998;-0.457937045746956
F12;beta;1;bas;False;1125;50;0.041777777777777775;0.036840673714266324;0.0049371040635114586;0.924337483982535
F12;beta;1;rap;False;1125;50;0.5368888888888889;0.5168402010603709;0.020048687828517903;1.3731013123348903
F12;beta;3;bas;False;1124;50;0.08896797153024912;0.0851776107789032;0.003790360751345915;0.5177162585742306
F12;beta;3;rap;False;1124;50;0.5142348754448398;0.5263546752666024;-0.012119799821762589;-0.8328307375432408
F12;beta;9;bas;False;1118;50;0.19588550983899822;0.17895549471477668;0.01693001512422154;1.6911066956148466
F12;beta;9;rap;False;1118;50;0.5295169946332737;0.535670610122572;-0.006153615489298288;-0.4426454793139913
F12;beta;27;bas;False;1103;50;0.3526745240253853;0.3508849809469312;0.0017895430784540837;0.14194105380037642
F12;beta;27;rap;False;1103;50;0.5321849501359928;0.5363303057430381;-0.004145355607045324;-0.3141965187808094
F12;gamma;1;bas;False;1125;50;0.056;0.054363649898385595;0.0016363501016144083;0.2601732437256637
F12;gamma;1;rap;False;1125;50;0.5164444444444445;0.5166191658828352;-0.00017472143839064496;-0.012082574830264812
F12;gamma;3;bas;False;1124;50;0.11921708185053381;0.12102124165152442;-0.0018041598009906218;-0.21227428492342346
F12;gamma;3;rap;False;1124;50;0.49555160142348753;0.5199312397087466;-0.02437963828525893;-1.7038552011981232
F12;gamma;9;bas;False;1118;50;0.24150268336314848;0.24302110815695027;-0.0015184247938017925;-0.13930158101804554
F12;gamma;9;rap;False;1118;50;0.518783542039356;0.5229486961565015;-0.0041651541171455675;-0.313632865609785
F12;gamma;27;bas;False;1103;50;0.45058930190389845;0.45506421373872474;-0.00447491183482626;-0.3335246449159157
F12;gamma;27;rap;False;1103;50;0.5185856754306437;0.5110590621540058;0.007526613276637912;0.6192807753910026
F12;delta;1;bas;False;1125;50;0.025777777777777778;0.020950866488701533;0.004826911289076245;1.1107797269766049
F12;delta;1;rap;False;1125;50;0.5297777777777778;0.5169326708277764;0.012845106950001394;0.8708719747859311
F12;delta;3;bas;False;1124;50;0.0498220640569395;0.04905285058352215;0.0007692134734173479;0.13496687638512253
F12;delta;3;rap;False;1124;50;0.5160142348754448;0.5253679695584021;-0.009353734682957337;-0.6359054687244251
F12;delta;9;bas;False;1118;50;0.10286225402504472;0.1039390687996813;-0.0010768147746365766;-0.1382374708534581
F12;delta;9;rap;False;1118;50;0.5277280858676208;0.5370620561764107;-0.009333970308790034;-0.6455942227488624
F12;delta;27;bas;False;1103;50;0.1931097008159565;0.2045950385936504;-0.011485337777693927;-1.1802589145983526
F12;delta;27;rap;False;1103;50;0.5548504079782411;0.5521696436501173;0.002680764328123839;0.19562517669545995
F12;epsilon;1;bas;False;1125;50;0.08977777777777778;0.07691487375367952;0.012862904024098258;1.7019518076632756
F12;epsilon;1;rap;False;1125;50;0.5173333333333333;0.5168501511741574;0.00048318215917595824;0.03318240028282204
F12;epsilon;3;bas;False;1124;50;0.17882562277580072;0.17733998516985267;0.0014856376059480716;0.15073668020224903
F12;epsilon;3;rap;False;1124;50;0.5071174377224199;0.5156619706317077;-0.008544532909287866;-0.6060506287604882
F12;epsilon;9;bas;False;1118;50;0.37119856887298747;0.36179971641188335;0.009398852461104112;0.7378033470465092
F12;epsilon;9;rap;False;1118;50;0.5062611806797853;0.5068425607516425;-0.0005813800718570565;-0.04399741703402265
F12;epsilon;27;bas;False;1103;50;0.6663644605621033;0.6593632361305076;0.007001224431595768;0.5229312806118148
F12;epsilon;27;rap;False;1103;50;0.46509519492293744;0.4733946445469972;-0.008299449624059742;-0.6806332047397461
F13;alpha;1;bas;False;2221;50;0.11346240432237731;0.11040717320090632;0.0030552311214709863;0.4901437674962732
F13;alpha;1;rap;False;2221;50;0.49797388563710043;0.5111608987145307;-0.01318701307743027;-1.2945826282959576
F13;alpha;3;bas;False;2217;50;0.28010825439783493;0.2553366995374789;0.024771554860356013;2.8491912807823336
F13;alpha;3;rap;False;2217;50;0.48804691023906177;0.500072130564368;-0.01202522032530629;-1.2440887470477573
F13;alpha;9;bas;False;2214;50;0.542457091237579;0.5200814817556463;0.02237560948193283;2.247620341590785
F13;alpha;9;rap;False;2214;50;0.4742547425474255;0.4675076193518369;0.006747123195588587;0.7477007780887672
F13;alpha;27;bas;False;2189;50;0.8693467336683417;0.8638321370365093;0.005514596631832436;0.771683115000552
F13;alpha;27;rap;False;2189;50;0.45454545454545453;0.45149145952603126;0.0030539950194233426;0.3344110851873981
F13;beta;1;bas;False;2221;50;0.037370553804592525;0.040436594031308545;-0.0030660402267160226;-0.8074699807376274
F13;beta;1;rap;False;2221;50;0.5060783430886988;0.5169522305191577;-0.01087388743045886;-1.0394750968050406
F13;beta;3;bas;False;2217;50;0.08254397834912043;0.09139575159028933;-0.00885177324116891;-1.7190787174705087
F13;beta;3;rap;False;2217;50;0.5074424898511503;0.5243503207361065;-0.016907830884956353;-1.6328067272099345
F13;beta;9;bas;False;2214;50;0.18292682926829268;0.18727320511466905;-0.004346375846376394;-0.623108978505944
