segment;pas;capteur;longueur;cote;rang_segment;collage_replie;capteur_appele_par_collage;capteur_appele_par_longueur
S012;994;epsilon;2;-;67;1;;
S012;995;epsilon;1;+;68;11;;
S012;996;alpha;8;+;98;113;;
S012;996;delta;8;+;34;11;;
S012;999;alpha;3;-;99;117;;
S012;999;epsilon;4;-;69;114;;
S012;999;delta;3;-;35;113;;
S012;1000;alpha;1;+;100;28;;
S012;1000;epsilon;1;+;70;125;;
S012;1000;delta;1;+;36;115;;
S012;1002;alpha;2;-;101;28;;
S012;1002;epsilon;2;-;71;109;epsilon;
S012;1002;gamma;94;-;31;65;;
S012;1002;delta;2;-;37;9;;
S012;1003;gamma;1;+;32;16;;
S012;1004;gamma;1;-;33;34;;
S012;1015;alpha;13;+;102;19;gamma;
S012;1015;epsilon;13;+;72;118;;
S012;1015;gamma;11;+;34;109;epsilon;
S012;1015;delta;13;+;38;24;;
S012;1037;alpha;22;-;103;17;alpha;
S012;1044;alpha;7;+;104;50;;
S012;1048;alpha;4;-;105;123;;
S012;1050;epsilon;35;-;73;24;;
S012;1051;epsilon;1;+;74;114;;
S012;1053;epsilon;2;-;75;126;;
S012;1058;epsilon;5;+;76;122;;
S012;1059;epsilon;1;-;77;78;;
S012;1062;gamma;47;-;35;25;;
S012;1062;beta;145;-;31;16;;
S012;1066;delta;51;-;39;38;;
S012;1069;delta;3;+;40;2;;
S012;1070;delta;1;-;41;21;delta;
S012;1096;alpha;48;+;106;29;;
S012;1099;alpha;3;-;107;39;;
S012;1100;alpha;1;+;108;10;;
S012;1101;alpha;1;-;109;101;;
S012;1102;alpha;1;+;110;122;;
S012;1105;alpha;3;-;111;80;;
S012;1106;alpha;1;+;112;39;;
S012;1110;epsilon;51;+;78;104;;
S012;1110;delta;40;+;42;108;gamma;
S012;1111;delta;1;-;43;65;;
S012;1112;delta;1;+;44;16;;
S012;1114;delta;2;-;45;35;;
S012;1120;delta;6;+;46;102;;
S012;1121;beta;59;+;32;8;;alpha
S012;1122;beta;1;-;33;81;;
S012;1123;alpha;17;-;113;107;beta;alpha
S012;1123;delta;3;-;47;7;;
S012;1125;alpha;2;+;114;56;;
S012;1127;delta;4;+;48;74;;
S012;1128;alpha;3;-;115;55;;
S012;1128;delta;1;-;49;106;delta;
S012;1129;epsilon;19;-;79;5;;gamma
S012;1133;epsilon;4;+;80;54;;
S012;1134;epsilon;1;-;81;33;;
S012;1135;epsilon;1;+;82;77;;
S012;1136;epsilon;1;-;83;9;;
S012;1138;alpha;10;+;116;49;;
S012;1138;epsilon;2;+;84;92;;
S012;1139;gamma;77;+;36;37;;
S012;1139;beta;17;+;34;116;;alpha
S012;1139;delta;11;+;50;70;;
S012;1181;alpha;43;-;117;117;;delta
S012;1182;alpha;1;+;118;28;;
S012;1205;alpha;23;-;119;29;;
S012;1212;epsilon;74;-;85;3;;
S012;1213;epsilon;1;+;86;31;;
S012;1215;epsilon;2;-;87;58;;
S012;1216;epsilon;1;+;88;73;;
S012;1219;alpha;14;+;120;120;;
S012;1320;alpha;39;-;121;101;;
S012;1322;epsilon;44;-;89;105;;
S012;1329;gamma;128;-;37;44;;
S012;1330;gamma;1;+;38;60;;
S012;1341;alpha;21;+;122;88;;delta
S012;1352;alpha;11;-;123;48;;
S012;1353;gamma;23;-;39;54;;
S012;1364;alpha;12;+;124;113;;
S012;1364;gamma;11;+;40;77;;
S012;1365;alpha;1;-;125;115;;
S012;1365;gamma;1;-;41;9;;
S012;1366;alpha;1;+;126;8;;
S012;1366;gamma;1;+;42;91;epsilon;
S012;1367;epsilon;45;+;90;4;;
S012;1385;alpha;19;-;127;57;;gamma
S012;1385;epsilon;18;-;91;37;;epsilon
S012;1385;gamma;19;-;43;102;;gamma
S012;1386;beta;185;-;35;107;beta;
S012;1393;beta;7;+;36;61;;
S012;1397;epsilon;12;+;92;29;;
S012;1398;alpha;13;+;128;125;;
S012;1399;gamma;14;+;44;54;;
S013;9;alpha;9;-;1;9;;
S013;12;epsilon;12;-;1;12;;
S013;14;epsilon;2;+;2;122;;
S013;15;alpha;6;+;2;96;;
S013;16;alpha;1;-;3;72;;
S013;17;alpha;1;+;4;86;;
S013;89;alpha;72;-;5;36;epsilon;
S013;92;alpha;3;+;6;109;epsilon;
S013;120;alpha;28;-;7;6;;
S013;121;alpha;1;+;8;61;;
S013;133;alpha;12;-;9;16;;
S013;137;epsilon;123;-;3;76;;
S013;150;gamma;150;-;1;23;;
S013;154;gamma;4;+;2;107;beta;
S013;155;gamma;1;-;3;55;;
S013;161;alpha;28;+;10;104;;
S013;161;gamma;6;+;4;48;;
S013;162;alpha;1;-;11;25;;
S013;162;gamma;1;-;5;100;gamma;
S013;169;alpha;7;+;12;3;;
S013;170;alpha;1;-;13;31;;
S013;172;alpha;2;+;14;58;;
S013;177;epsilon;40;+;4;20;beta;
S013;177;gamma;15;+;6;109;epsilon;
S013;180;gamma;3;-;7;77;;
S013;181;gamma;1;+;8;9;;
S013;182;gamma;1;-;9;91;epsilon;
S013;183;epsilon;6;-;5;79;;
S013;185;alpha;13;-;15;98;;
S013;188;beta;188;-;1;61;;
S013;190;beta;2;+;2;104;;
S013;191;beta;1;-;3;25;;
S013;194;beta;3;+;4;126;;
S013;195;beta;1;-;5;118;;
S013;201;alpha;16;+;16;37;;
S013;201;epsilon;18;+;6;44;;epsilon
S013;201;beta;6;+;6;43;delta;
S013;203;alpha;2;-;17;118;;
S013;203;epsilon;2;-;7;61;;
S013;203;beta;2;-;7;51;;
S013;204;alpha;1;+;18;38;;
S013;204;epsilon;1;+;8;103;;
S013;204;beta;1;+;8;3;;
S013;211;gamma;29;+;10;112;;
S013;219;gamma;8;-;11;112;;
S013;219;beta;15;-;9;61;;
S013;220;alpha;16;-;19;6;;
S013;220;epsilon;16;-;9;29;;
S013;221;epsilon;1;+;10;37;;
S013;222;alpha;2;+;20;62;;
S013;222;gamma;3;+;12;107;beta;
S013;222;beta;3;+;10;105;;
S013;236;alpha;14;-;21;118;;
S013;239;beta;17;-;11;103;;alpha
S013;240;beta;1;+;12;15;;
S013;241;alpha;5;+;22;42;;
S013;263;alpha;22;-;23;31;;
S013;267;epsilon;46;-;11;63;;
S013;271;gamma;49;-;13;81;;
S013;271;beta;31;-;13;7;;
S013;272;gamma;1;+;14;49;;
S013;273;beta;2;+;14;72;;
S013;276;alpha;13;+;24;65;;
S013;276;epsilon;9;+;12;4;;
S013;287;alpha;11;-;25;34;;
S013;288;epsilon;12;-;13;31;;
S013;289;gamma;17;-;15;91;epsilon;alpha
S013;289;beta;16;-;15;104;;
S013;292;beta;3;+;16;27;gamma;
S013;293;beta;1;-;17;17;alpha;
S013;297;gamma;8;+;16;29;;
S013;297;beta;4;+;18;47;;
S013;299;alpha;12;+;26;110;alpha;
S013;299;epsilon;11;+;14;63;;
S013;323;alpha;24;-;27;102;;
S013;332;epsilon;33;-;15;110;alpha;
S013;332;gamma;35;-;17;14;;
S013;335;gamma;3;+;18;16;;
S013;337;epsilon;5;+;16;89;;
S013;338;epsilon;1;-;17;2;;
S013;338;gamma;3;-;19;36;epsilon;
S013;339;gamma;1;+;20;107;beta;
S013;340;epsilon;2;+;18;22;;
S013;341;alpha;18;+;28;58;;epsilon
S013;342;alpha;1;-;29;73;;
S013;343;alpha;1;+;30;96;;
S013;344;alpha;1;-;31;72;;
S013;345;alpha;1;+;32;86;;
S013;346;alpha;1;-;33;99;;
S013;346;epsilon;6;-;19;99;;
S013;346;gamma;7;-;21;61;;
S013;347;gamma;1;+;22;103;;
S013;348;alpha;2;+;34;103;;
S013;349;alpha;1;-;35;15;;
S013;350;gamma;3;-;23;17;alpha;
S013;352;alpha;3;+;36;26;;
S013;352;gamma;2;+;24;45;;
S013;355;alpha;3;-;37;9;;
S013;355;gamma;3;-;25;72;;
S013;357;beta;60;-;19;61;;
S013;358;beta;1;+;20;103;;
S013;359;alpha;4;+;38;94;;
S013;359;epsilon;13;+;20;7;;
S013;359;gamma;4;+;26;89;;
S013;360;alpha;1;-;39;52;;
S013;360;epsilon;1;-;21;71;;
S013;360;gamma;1;-;27;2;;
S013;361;gamma;1;+;28;21;delta;
S013;362;gamma;1;-;29;84;delta;
S013;364;alpha;4;+;40;16;;
S013;364;gamma;2;+;30;80;;
S013;365;epsilon;5;+;22;80;;
S013;384;alpha;20;-;41;96;;beta
S013;385;alpha;1;+;42;72;;
S013;388;alpha;3;-;43;88;;
S013;389;alpha;1;+;44;119;;
S013;397;alpha;8;-;45;55;;
S013;402;epsilon;37;-;23;36;epsilon;
S013;403;gamma;39;-;31;38;;
S013;405;gamma;2;+;32;1;;
S013;406;gamma;1;-;33;11;;
S013;409;gamma;3;+;34;113;;
S013;413;gamma;4;-;35;118;;
S013;420;gamma;7;+;36;44;;
S013;421;alpha;24;+;46;63;;
S013;422;epsilon;20;+;24;64;;beta
S013;439;alpha;18;-;47;95;;epsilon
S013;439;epsilon;17;-;25;67;;alpha
S013;439;gamma;19;-;37;101;;gamma
S013;440;gamma;1;+;38;122;;
S013;447;gamma;7;-;39;84;delta;
S013;448;epsilon;9;+;26;44;;
S013;448;gamma;1;+;40;79;;
S013;449;alpha;10;+;48;112;;
S013;455;alpha;6;-;49;110;alpha;
S013;456;epsilon;8;-;27;67;;
S013;459;gamma;11;-;41;37;;
S013;464;beta;106;-;21;109;epsilon;delta
S013;467;beta;3;+;22;77;;
S013;468;beta;1;-;23;9;;
S013;477;delta;477;-;1;96;;
S013;478;delta;1;+;2;72;;
S013;479;delta;1;-;3;86;;
S013;480;delta;1;+;4;99;;
S013;482;alpha;27;+;50;105;;gamma
S013;484;alpha;2;-;51;36;epsilon;
S013;487;alpha;3;+;52;109;epsilon;
S013;492;alpha;5;-;53;79;;
S013;495;delta;15;-;5;9;;
S013;513;alpha;21;+;54;47;;delta
S013;514;alpha;1;-;55;90;;
S013;515;alpha;1;+;56;12;;
S013;516;epsilon;60;+;28;29;;
S013;516;delta;21;+;6;32;;delta
S013;520;delta;4;-;7;70;;
S013;521;epsilon;5;-;29;41;;
S013;528;epsilon;7;+;30;36;epsilon;
S013;529;delta;9;+;8;74;;
S013;531;delta;2;-;9;107;beta;
S013;532;epsilon;4;-;31;110;alpha;
S013;533;alpha;18;-;57;75;;epsilon
S013;536;alpha;3;+;58;118;;
S013;536;epsilon;4;+;32;88;;
S013;537;delta;6;+;10;60;;
S013;538;gamma;79;+;42;96;;
S013;539;gamma;1;-;43;72;;
S013;541;delta;4;-;11;96;;
S013;542;delta;1;+;12;72;;
S013;543;alpha;7;-;59;44;;
S013;543;delta;1;-;13;86;;
S013;544;alpha;1;+;60;60;;
S013;545;delta;2;+;14;100;gamma;
S013;547;gamma;8;+;44;93;;
S013;548;gamma;1;-;45;42;;
S013;548;delta;3;-;15;114;;
S013;549;delta;1;+;16;125;;
S013;552;alpha;8;-;61;100;gamma;
S013;552;delta;3;-;17;110;alpha;
S013;556;epsilon;20;-;33;57;;beta
S013;611;alpha;59;+;62;26;;alpha
S013;612;alpha;1;-;63;7;;
S013;613;alpha;1;+;64;71;;
S013;618;epsilon;62;+;34;47;;
S013;623;epsilon;5;-;35;94;;
S013;627;epsilon;4;+;36;55;;
S013;628;alpha;15;-;65;3;;
S013;628;epsilon;1;-;37;43;delta;
S013;721;alpha;93;+;66;12;;
S013;723;epsilon;95;+;38;77;;
S013;739;alpha;18;-;67;75;;epsilon
S013;739;epsilon;16;-;39;96;;
S013;740;alpha;1;+;68;116;;
S013;740;epsilon;1;+;40;72;;
S013;741;alpha;1;-;69;18;epsilon;
S013;743;epsilon;3;-;41;88;;
S013;747;epsilon;4;+;42;122;;
S013;751;epsilon;4;-;43;81;;
S013;756;alpha;15;+;70;37;;
S013;756;epsilon;5;+;44;53;;
S013;761;alpha;5;-;71;121;;
S013;761;epsilon;5;-;45;27;gamma;
S013;762;alpha;1;+;72;68;alpha;
S013;762;epsilon;1;+;46;17;alpha;
S013;765;epsilon;3;-;47;46;;
S013;767;epsilon;2;+;48;81;;
S013;770;epsilon;3;-;49;51;;
S013;771;alpha;9;-;73;54;;
S013;773;alpha;2;+;74;34;;
S013;774;epsilon;4;+;50;6;;
S013;775;gamma;227;+;46;63;;
S013;778;epsilon;4;-;51;64;;
S013;778;gamma;3;-;47;125;;
S013;779;epsilon;1;+;52;6;;
S013;779;gamma;1;+;48;108;gamma;
S013;787;beta;319;+;24;48;;
S013;789;beta;2;-;25;101;;
S013;790;beta;1;+;26;122;;
S013;791;beta;1;-;27;78;;
S013;795;alpha;22;-;75;120;;
S013;797;epsilon;18;-;53;110;alpha;epsilon
S013;797;gamma;18;-;49;23;;epsilon
S013;799;epsilon;2;+;54;86;;
S013;799;gamma;2;+;50;105;;
S013;800;epsilon;1;-;55;99;;
S013;800;gamma;1;-;51;35;;
S013;843;alpha;48;+;76;110;alpha;
S013;845;alpha;2;-;77;86;;
S013;855;alpha;10;+;78;101;;
S013;856;alpha;1;-;79;122;;
S013;881;alpha;25;+;80;33;;
S013;882;epsilon;82;+;56;76;;
S013;909;gamma;109;+;52;57;;epsilon
S013;917;alpha;36;-;81;34;;epsilon
S013;917;gamma;8;-;53;70;;
S013;918;alpha;1;+;82;87;;
S013;918;gamma;1;+;54;66;;
S013;943;alpha;25;-;83;89;;
S013;950;epsilon;68;-;57;48;;alpha
S013;954;epsilon;4;+;58;103;;
S013;955;alpha;12;+;84;22;;
S013;955;beta;164;+;28;59;alpha;
S013;960;alpha;5;-;85;98;;
S013;960;epsilon;6;-;59;20;beta;
S013;960;beta;5;-;29;87;;
S013;968;beta;8;+;30;116;;
S013;970;alpha;10;+;86;31;;
S013;970;epsilon;10;+;60;105;;
S013;971;epsilon;1;-;61;35;;
S013;972;alpha;2;-;87;58;;
S013;973;alpha;1;+;88;73;;
S013;974;epsilon;3;+;62;99;;
S013;975;epsilon;1;-;63;102;;
S013;978;epsilon;3;+;64;7;;
S013;979;alpha;6;-;89;101;;
S013;979;epsilon;1;-;65;71;;
S013;980;alpha;1;+;90;122;;
S013;982;epsilon;3;+;66;78;;
S013;983;epsilon;1;-;67;19;gamma;
S013;984;epsilon;1;+;68;64;;
S013;985;epsilon;1;-;69;6;;
S013;989;epsilon;4;+;70;64;;
S013;1035;alpha;55;-;91;63;;
S013;1036;alpha;1;+;92;123;;
S013;1040;alpha;4;-;93;91;epsilon;
S013;1041;alpha;1;+;94;22;;
S013;1042;alpha;1;-;95;94;;
S013;1043;alpha;1;+;96;52;;
S013;1050;alpha;7;-;97;19;gamma;
S013;1052;alpha;2;+;98;65;;
S013;1053;alpha;1;-;99;16;;
S013;1060;epsilon;71;-;71;121;;
S013;1074;alpha;21;+;100;97;;delta
S013;1074;epsilon;14;+;72;49;;
S013;1093;alpha;19;-;101;67;;gamma
S013;1094;alpha;1;+;102;36;epsilon;
S013;1101;delta;549;+;18;59;alpha;
S013;1102;delta;1;-;19;83;;
S013;1103;delta;1;+;20;69;;
S013;1104;delta;1;-;21;56;;
S013;1106;delta;2;+;22;54;;
S013;1113;delta;7;-;23;39;;
S013;1114;delta;1;+;24;10;;
S013;1140;alpha;46;-;103;90;;
S013;1140;epsilon;66;-;73;13;;
S013;1148;gamma;230;-;55;63;;
S013;1150;gamma;2;+;56;124;;
S013;1158;alpha;18;+;104;1;;epsilon
S013;1158;epsilon;18;+;74;48;;epsilon
S013;1218;alpha;60;-;105;33;;
S013;1219;alpha;1;+;106;77;;
S013;1220;alpha;1;-;107;9;;
S013;1234;alpha;14;+;108;25;;
S013;1321;alpha;25;-;109;112;;
S013;1321;epsilon;101;-;75;95;;
S013;1337;alpha;16;+;110;40;;
S013;1337;epsilon;16;+;76;118;;
S013;1338;alpha;1;-;111;20;beta;
S013;1338;epsilon;1;-;77;38;;
S013;1344;gamma;132;-;57;53;;
S013;1345;gamma;1;+;58;23;;
S013;1346;gamma;1;-;59;104;;
S013;1350;gamma;4;+;60;28;;
S013;1351;alpha;13;+;112;108;gamma;
S013;1352;alpha;1;-;113;65;;
S013;1352;gamma;2;-;61;28;;
S013;1367;beta;337;-;31;5;;
S013;1368;beta;1;+;32;51;;
S013;1369;beta;1;-;33;3;;
S013;1385;alpha;33;+;114;56;;
S013;1393;epsilon;55;+;78;45;;
S013;1393;beta;24;+;34;70;;
S013;1394;gamma;42;+;62;48;;
S013;1395;gamma;1;-;63;100;gamma;
S013;1396;gamma;1;+;64;112;;
S013;1399;gamma;3;-;65;107;beta;
S013;1402;gamma;3;+;66;57;;
S013;1410;beta;17;-;35;32;;alpha
S013;1411;alpha;26;-;115;38;;
S013;1411;gamma;9;-;67;71;;
S013;1415;gamma;4;+;68;79;;
S013;1416;alpha;5;+;116;4;;
S013;1418;beta;8;+;36;74;;
S013;1434;alpha;18;-;117;37;;epsilon
S013;1436;alpha;2;+;118;118;;
S014;5;alpha;5;-;1;5;;
S014;6;epsilon;6;-;1;6;;
S014;7;gamma;7;-;1;7;;
S014;7;beta;7;-;1;7;;
S014;37;alpha;32;+;2;24;;
S014;42;epsilon;36;+;2;1;;epsilon
S014;42;gamma;35;+;2;100;gamma;
S014;42;beta;35;+;2;100;gamma;
S014;43;gamma;1;-;3;112;;
S014;43;beta;1;-;3;112;;
S014;44;gamma;1;+;4;105;;
S014;44;beta;1;+;4;105;;
S014;45;epsilon;3;-;3;13;;
S014;45;gamma;1;-;5;35;;
S014;45;beta;1;-;5;35;;
S014;46;alpha;9;-;3;122;;
S014;51;delta;51;-;1;51;;
S014;80;alpha;34;+;4;42;;
S014;84;epsilon;39;+;4;69;;
S014;85;epsilon;1;-;5;56;;
S014;86;epsilon;1;+;6;53;;
S014;93;gamma;48;+;6;119;;
S014;93;delta;42;+;2;62;;
S014;94;gamma;1;-;7;48;;
S014;95;delta;2;-;3;114;;
S014;104;gamma;10;+;8;111;;
S014;104;delta;9;+;4;6;;
S014;106;delta;2;-;5;62;;
S014;107;gamma;3;-;9;97;;
S014;108;alpha;28;-;5;37;;
S014;118;alpha;10;+;6;27;gamma;
S014;118;gamma;11;+;10;59;alpha;
S014;121;delta;15;+;6;119;;
S014;122;beta;77;+;6;21;delta;
S014;124;beta;2;-;7;85;;
S014;125;beta;1;+;8;89;;
S014;134;beta;9;-;9;10;;
S014;134;delta;13;-;7;102;;
S014;135;alpha;17;-;7;50;;alpha
S014;135;epsilon;49;-;7;15;;
S014;137;gamma;19;-;11;77;;gamma
S014;142;gamma;5;+;12;13;;
S014;148;gamma;6;-;13;9;;
S014;149;gamma;1;+;14;91;epsilon;
S014;150;epsilon;15;+;8;118;;
S014;152;epsilon;2;-;9;39;;
S014;157;gamma;8;-;15;29;;
S014;158;gamma;1;+;16;37;;
S014;159;alpha;24;+;8;71;;
S014;160;alpha;1;-;9;76;;
S014;161;gamma;3;-;17;119;;
S014;188;alpha;28;+;10;8;;
